Route,Year,Month,MonthStart,Flights,PrimaryEquipment,DistinctAircraft,FuelBurnKg,AvgFuelBurnKg,AvgDistanceNM,AvgTripTimeSec,AvgTOW_kg,MaxTOW_kg,TotalTOW_kg,AvgFuelPerNM,AvgFuelPerHour
AAX -> CNF,2025,6,2025-06-01,5,ATR,1,2763,552.6,205.2,3108.0,18931.2,20334,94656,2.6800582296738713,636.5117214700193
AAX -> CNF,2025,7,2025-07-01,8,ATR,1,4124,515.5,195.5,2970.0,18466.125,19175,147729,2.641301900846118,626.7401660603572
AAX -> CNF,2025,8,2025-08-01,7,ATR,1,3662,523.1428571428571,198.57142857142858,3051.4285714285716,18616.0,20502,130312,2.6412004378176417,617.5959619293124
AAX -> CNF,2025,9,2025-09-01,7,ATR,1,3974,567.7142857142857,202.85714285714286,3205.714285714286,19390.571428571428,19856,135734,2.800510017601153,636.9799847211613
AAX -> CNF,2025,10,2025-10-01,7,ATR,1,3839,548.4285714285714,196.42857142857142,3137.1428571428573,19617.428571428572,21622,137322,2.790930346074684,629.1777010755923
AAX -> CNF,2025,11,2025-11-01,3,ATR,1,1588,529.3333333333334,205.33333333333334,3160.0,18647.333333333332,18721,55942,2.582270978661294,603.1174406604747
AAX -> VCP,2024,4,2024-04-01,1,E1,1,1501,1501.0,229.2,2220.0,34670.0,34670,34670,6.548865619546248,2434.054054054054
AFL -> VCP,2025,3,2025-03-01,8,E2,1,32311,4038.875,974.6875,8685.0,51776.625,54839,414213,4.143953237575293,1674.5541141482631
AFL -> VCP,2025,4,2025-04-01,9,E2,2,40433,4492.555555555556,967.1333333333334,8353.333333333334,50413.11111111111,55951,453718,4.644243252798364,1934.382024470829
AFL -> VCP,2025,5,2025-05-01,10,E2,2,40937,4093.7,964.29,8430.0,52542.7,55126,525427,4.245088390195152,1747.7432992985784
AFL -> VCP,2025,6,2025-06-01,11,E2,2,45912,4173.818181818182,968.8,8269.09090909091,51184.545454545456,55996,563030,4.311879830248433,1820.458179476035
AFL -> VCP,2025,7,2025-07-01,10,E2,1,40885,4088.5,956.0200000000001,8370.0,53223.3,56372,532233,4.277301203129424,1760.0891450476956
AFL -> VCP,2025,8,2025-08-01,13,E2,1,51084,3929.5384615384614,953.876923076923,8113.846153846154,54132.46153846154,55983,703722,4.119582506570681,1743.851646695447
AFL -> VCP,2025,9,2025-09-01,13,E2,2,53985,4152.692307692308,964.9230769230769,8580.0,52446.46153846154,55141,681804,4.301336239388489,1743.9371169916399
