Route,Year,Month,MonthStart,Flights,PrimaryEquipment,DistinctAircraft,FuelBurnKg,AvgFuelBurnKg,AvgDistanceNM,AvgTripTimeSec,AvgTOW_kg,MaxTOW_kg,TotalTOW_kg,AvgFuelPerNM,AvgFuelPerHour
CNF -> CPV,2025,7,2025-07-01,2,E1,2,8343,4171.5,900.2,7680.0,47885.0,51007,95770,4.6342887549113225,1953.1904761904761
CNF -> CPV,2025,8,2025-08-01,5,E2,1,17819,3563.8,900.8399999999999,7848.0,52123.8,54169,260619,3.9557946670838247,1633.975825656868
CNF -> CPV,2025,9,2025-09-01,1,E2,1,3746,3746.0,899.4,8100.0,54640.0,54640,54640,4.164998888147654,1664.888888888889
CNF -> CUR,2024,1,2024-01-01,7,A320,1,88583,12654.714285714286,2483.671428571429,20254.285714285714,75873.42857142857,78599,531114,5.095964938178858,2251.869764053478
CNF -> CUR,2024,2,2024-02-01,8,A320,1,98900,12362.5,2497.3,20332.5,73487.25,78090,587898,4.949905171936056,2188.391377814773
CNF -> CUR,2024,3,2024-03-01,7,A320,1,84682,12097.42857142857,2508.842857142857,20108.571428571428,71843.85714285714,75372,502907,4.821481385542143,2165.8437234230255
CNF -> CUR,2024,4,2024-04-01,8,A320,1,101252,12656.5,2494.6875,20047.5,75497.75,77440,603982,5.0735132539566825,2273.1436530352244
CNF -> CUR,2024,5,2024-05-01,9,A320,1,112638,12515.333333333334,2489.9444444444443,20393.333333333332,74733.44444444444,77660,672601,5.0261201945399945,2210.6252861626053
CNF -> CUR,2024,6,2024-06-01,9,A320,1,112570,12507.777777777777,2478.6555555555556,20493.333333333332,73908.22222222222,78463,665174,5.045129424980788,2196.575777277259
CNF -> CUR,2024,7,2024-07-01,6,A320,1,75459,12576.5,2481.0,20540.0,76058.16666666667,77732,456349,5.069645454775276,2205.562670107758
CNF -> CUR,2024,8,2024-08-01,5,A320,1,61408,12281.6,2495.1,20352.0,74318.8,76907,371594,4.922612282529064,2172.143240285361
CNF -> CUR,2024,9,2024-09-01,6,A320,1,77959,12993.166666666666,2493.0333333333333,20680.0,77885.16666666667,78986,467311,5.212021768322213,2262.0333354039662
CNF -> CUR,2024,10,2024-10-01,8,A320,1,103055,12881.875,2511.1375,20505.0,76900.75,78506,615206,5.129967172024719,2261.4942199376433
CNF -> CUR,2024,11,2024-11-01,7,A320,1,87870,12552.857142857143,2494.2285714285713,20022.85714285714,75247.0,77371,526729,5.032512691036627,2257.018278712769
CNF -> CUR,2024,12,2024-12-01,13,A320,1,165083,12698.692307692309,2491.4692307692308,20040.0,76610.30769230769,78803,995934,5.0964457442443765,2280.4925961762474
CNF -> CUR,2025,1,2025-01-01,18,A320,1,223206,12400.333333333334,2491.45,19850.0,76124.88888888889,78938,1370248,4.977122650139567,2249.2263516184134
CNF -> CUR,2025,2,2025-02-01,12,A320,1,152106,12675.5,2488.3416666666667,20205.0,76331.41666666667,78401,915977,5.0942504187248945,2259.2103711411196
CNF -> CUR,2025,3,2025-03-01,11,A320,1,139164,12651.272727272728,2497.3818181818183,20105.454545454544,76844.36363636363,77741,845288,5.065832777342189,2265.250831041031
CNF -> CUR,2025,4,2025-04-01,9,A320,1,114049,12672.111111111111,2502.011111111111,20320.0,76739.66666666667,77850,690657,5.064244672897602,2244.9789835629995
CNF -> CUR,2025,5,2025-05-01,9,A320,1,117530,13058.888888888889,2504.6222222222223,20553.333333333332,77325.22222222222,78568,695927,5.2135545986473755,2287.730840358939
CNF -> CUR,2025,6,2025-06-01,9,A320,1,116174,12908.222222222223,2494.0555555555557,20380.0,77530.44444444444,78457,697774,5.176347482631718,2280.084161418227
CNF -> CUR,2025,7,2025-07-01,15,A320,1,195353,13023.533333333333,2511.82,20964.0,76802.26666666666,77767,1152034,5.184962398829224,2236.6851660899647
CNF -> CUR,2025,8,2025-08-01,10,A320,1,123675,12367.5,2502.5,20352.0,73435.5,77605,734355,4.942562424056592,2193.942834563838
CNF -> CUR,2025,9,2025-09-01,8,A320,1,97701,12212.625,2515.675,20512.5,73371.875,77845,586975,4.856322307368438,2143.778523573848
CNF -> CWB,2024,1,2024-01-01,19,E2,3,45476,2393.4736842105262,484.64210526315793,4784.210526315789,53983.89473684211,67014,1025694,4.940266178007467,1807.4889505235394
CNF -> CWB,2024,2,2024-02-01,19,E2,3,46518,2448.315789473684,485.16315789473686,4733.684210526316,53734.63157894737,67004,1020958,5.047940389685833,1863.5467040917115
CNF -> CWB,2024,3,2024-03-01,21,E2,2,51415,2448.3333333333335,486.7285714285714,4791.428571428572,50699.90476190476,53944,1064698,5.031759462680169,1842.6200411242462
CNF -> CWB,2024,4,2024-04-01,26,E2,3,61761,2375.423076923077,485.4692307692308,4996.153846153846,49348.692307692305,54391,1283066,4.895131460891792,1741.5031385611803
CNF -> CWB,2024,5,2024-05-01,20,E2,3,50539,2526.95,481.33000000000004,4839.0,53479.1,64632,1069582,5.247176728648215,1882.0470579622622
CNF -> CWB,2024,6,2024-06-01,40,E2,2,97998,2449.95,483.34499999999997,4905.0,51724.875,54687,2068995,5.067254307629349,1800.9786107833716
CNF -> CWB,2024,7,2024-07-01,18,A320,3,49210,2733.8888888888887,483.54999999999995,4826.666666666667,55556.72222222222,65623,1000021,5.653725928461433,2048.1566559116454
CNF -> CWB,2024,8,2024-08-01,37,E2,2,89925,2430.4054054054054,484.8135135135135,4855.135135135135,51769.91891891892,54685,1915487,5.015019634706126,1803.4771121191727
CNF -> CWB,2024,9,2024-09-01,47,E2,2,116088,2469.9574468085107,485.7106382978724,4867.659574468085,51235.78723404255,54929,2408082,5.081782744076057,1827.5232942217642
CNF -> CWB,2024,10,2024-10-01,44,E2,3,105538,2398.590909090909,483.56363636363636,4924.090909090909,51450.61363636364,54825,2263827,4.960062339860611,1765.6036362377752
CNF -> CWB,2024,11,2024-11-01,41,E2,3,101424,2473.756097560976,485.40487804878046,4867.317073170731,53177.60975609756,65818,2180282,5.095210900760098,1831.3839613240048
CNF -> CWB,2024,12,2024-12-01,38,E2,4,91858,2417.315789473684,483.2394736842105,4872.631578947368,52514.05263157895,64952,1995534,5.000251131806523,1799.4586406214555
CNF -> CWB,2025,1,2025-01-01,35,E2,3,84746,2421.3142857142857,484.2171428571428,4798.285714285715,53980.57142857143,66036,1889320,4.9985914910883915,1818.7050664145636
CNF -> CWB,2025,2,2025-02-01,38,E2,3,87699,2307.8684210526317,489.0894736842106,4683.1578947368425,53008.57894736842,61298,2014326,4.7105185632208535,1773.794271679885
CNF -> CWB,2025,3,2025-03-01,25,E2,1,57415,2296.6,487.736,4804.8,52685.72,53714,1317143,4.705713798406543,1720.7019053915571
CNF -> CWB,2025,4,2025-04-01,30,E2,2,72412,2413.733333333333,487.1066666666667,4960.0,52111.166666666664,54065,1563335,4.955468765789214,1752.7622847688565
CNF -> CWB,2025,5,2025-05-01,34,E2,2,80198,2358.764705882353,483.7235294117647,4888.235294117647,51735.44117647059,54468,1759005,4.876868044673182,1738.0169079585112
CNF -> CWB,2025,6,2025-06-01,41,E2,3,102292,2494.9268292682927,482.5707317073171,4928.780487804878,52497.0,63319,2152377,5.1725469944311016,1824.1190130722143
CNF -> CWB,2025,7,2025-07-01,38,E2,3,91275,2401.9736842105262,489.81052631578945,4975.263157894737,52172.02631578947,64450,1982537,4.893951642789709,1736.4013753368777
CNF -> CWB,2025,8,2025-08-01,34,E2,2,82521,2427.0882352941176,483.1823529411765,4976.470588235294,51169.529411764706,56333,1739764,5.0217689259296465,1756.8270145828183
CNF -> CWB,2025,9,2025-09-01,38,E2,2,92090,2423.4210526315787,482.8157894736842,4894.736842105263,50993.26315789474,54072,1937744,5.021791000167124,1781.7567608791196
CNF -> CWB,2025,10,2025-10-01,41,E2,3,100240,2444.878048780488,485.4975609756098,4908.292682926829,51522.95121951219,65936,2112441,5.036876724546256,1796.3584505543822
CNF -> CWB,2025,11,2025-11-01,15,E2,3,37918,2527.866666666667,486.4933333333333,5028.0,51782.46666666667,64274,776737,5.201038536969183,1812.7052428922032
CNF -> CXJ,2025,5,2025-05-01,1,E1,1,4445,4445.0,728.4,7680.0,44586.0,44586,44586,6.1024162548050525,2083.59375
CNF -> EZE,2024,11,2024-11-01,5,A320,1,38575,7715.0,1267.56,11748.0,72559.2,73503,362796,6.083749830403006,2363.822301567713
CNF -> EZE,2024,12,2024-12-01,4,A320,1,27923,6980.75,1357.55,12840.0,59103.0,59784,236412,5.155230318103372,1964.976621126885
CNF -> FLN,2024,1,2024-01-01,19,E2,3,51876,2730.315789473684,578.6210526315789,5488.421052631579,52173.15789473684,68344,991290,4.719968923657154,1794.8942606261066
CNF -> FLN,2024,2,2024-02-01,15,E2,3,41061,2737.4,573.6333333333333,5648.0,50202.26666666667,67304,753034,4.775889752335547,1744.3602854149383
CNF -> FLN,2024,3,2024-03-01,12,E2,2,33888,2824.0,572.3166666666667,5635.0,51785.5,55747,621426,4.927641413062422,1796.7827630909605
CNF -> FLN,2024,4,2024-04-01,17,E2,2,46219,2718.764705882353,576.5823529411764,5675.294117647059,52088.0,55846,885496,4.714866205434903,1724.5069520469765
CNF -> FLN,2024,5,2024-05-01,21,E2,2,59411,2829.095238095238,572.604761904762,5625.714285714285,53477.0,55553,1123017,4.942005305397127,1811.7351091616326
CNF -> FLN,2024,6,2024-06-01,23,E2,2,69526,3022.8695652173915,572.7304347826087,5611.304347826087,59178.086956521736,68958,1361096,5.276303071999557,1942.9415054741273
CNF -> FLN,2024,7,2024-07-01,16,E2,2,45383,2836.4375,568.19375,5718.75,53528.75,56430,856460,4.992733143298085,1784.4791526838867
CNF -> FLN,2024,8,2024-08-01,18,E2,2,51262,2847.8888888888887,568.3777777777777,5506.666666666667,57143.27777777778,68725,1028579,5.012420659883435,1869.8407417073208
CNF -> FLN,2024,9,2024-09-01,31,E2,2,91934,2965.6129032258063,572.4322580645162,5554.8387096774195,50846.51612903226,55080,1576242,5.178999677992348,1923.4696082662913
CNF -> FLN,2024,10,2024-10-01,23,E2,3,64999,2826.0434782608695,568.7217391304348,5572.173913043478,54809.391304347824,67801,1260616,4.969170572799804,1828.671670537162
CNF -> FLN,2024,11,2024-11-01,30,E2,3,85429,2847.633333333333,571.8166666666667,5620.0,54095.333333333336,66575,1622860,4.977634636251306,1825.8219498551796
CNF -> FLN,2024,12,2024-12-01,23,E2,3,68204,2965.391304347826,572.5652173913044,5632.173913043478,52350.086956521736,61147,1204052,5.180256537826757,1897.1271914341796
CNF -> FLN,2025,1,2025-01-01,28,E2,2,73929,2640.3214285714284,563.275,5599.285714285715,52588.57142857143,55702,1472480,4.688990963274009,1698.5036125631675
CNF -> FLN,2025,2,2025-02-01,34,E2,2,89993,2646.8529411764707,575.4117647058823,5461.764705882353,52779.705882352944,56143,1794510,4.600610776462811,1746.6901631307176
CNF -> FLN,2025,3,2025-03-01,31,E2,1,82281,2654.2258064516127,570.9612903225806,5438.709677419355,54254.8064516129,55749,1681899,4.6490670320573075,1757.349164545854
CNF -> FLN,2025,4,2025-04-01,31,E2,1,84806,2735.6774193548385,571.6548387096774,5676.774193548387,53966.22580645161,55990,1672953,4.785795902479466,1735.9338311753477
CNF -> FLN,2025,5,2025-05-01,26,E2,1,70879,2726.1153846153848,573.9192307692308,5681.538461538462,54283.57692307692,55265,1411373,4.750373709504289,1728.6140237956186
CNF -> FLN,2025,6,2025-06-01,27,E2,3,76655,2839.074074074074,570.8444444444444,5633.333333333333,54001.92592592593,66442,1458052,4.974050421042107,1812.2227457603944
CNF -> FLN,2025,7,2025-07-01,29,E2,2,80399,2772.3793103448274,570.9206896551724,5704.137931034483,53709.65517241379,56004,1557580,4.856981471949331,1749.9810636701384
CNF -> FLN,2025,8,2025-08-01,25,E2,3,68565,2742.6,569.4,5661.6,54125.92,65389,1353148,4.8167002893745625,1744.4920389113242
CNF -> FLN,2025,9,2025-09-01,31,E2,3,87464,2821.4193548387098,580.6870967741935,5847.096774193548,53669.54838709677,67572,1663756,4.859381807723044,1740.471699868509
