Route,Year,Month,PeakMonth,PeakFlights,PrimaryEquipment,DistinctAircraft,FuelBurnKg,AvgFuelBurnKg,AvgDistanceNM,AvgTripTimeSec,AvgTOW_kg,MaxTOW_kg,TotalTOW_kg,AvgFuelPerNM,AvgFuelPerHour,MedianFlightsPerMonth,FlightsAboveMedian,MedianAvgTOW_kg,AvgTOWIncreaseVsMedian,PeakStrategyGuess
CFB -> VCP,2024,12,2024-12-01,1,ATR,1,823,823.0,309.0,5040.0,15978.0,15978,15978,2.663430420711974,587.8571428571429,1.0,0.0,32937.5,-16959.5,Relatively stable
CGB -> CNF,2025,9,2025-09-01,58,E2,3,195089,3363.603448275862,764.8948275862069,6780.0,51654.34482758621,62785,2995952,4.389241249625593,1783.2597383324594,39.0,19.0,57673.46511627907,-6019.120288692859,"More flights, little TOW increase"
CGB -> REC,2025,2,2025-02-01,1,E2,1,4612,4612.0,1354.8,11520.0,44445.0,44445,44445,3.4041925007381164,1441.25,1.0,0.0,48522.0,-4077.0,Relatively stable
CGB -> VCP,2025,9,2025-09-01,122,A320,5,426557,3496.3688524590166,691.2967213114754,6118.524590163935,60476.270491803276,72622,7378105,5.055423082316325,2065.2590065842946,97.0,25.0,60476.270491803276,0.0,"More flights, little TOW increase"
CGH -> CNF,2024,6,2024-06-01,227,E1,4,433647,1910.339207048458,320.3511013215859,3257.7092511013216,45014.845814977976,65457,10218370,5.962372597326998,2116.245846376862,154.0,73.0,47590.02702702703,-2575.1812120490504,"More flights, little TOW increase"
CGH -> REC,2025,3,2025-03-01,116,A320,1,658477,5676.525862068966,1186.8887931034483,9958.965517241379,65207.25,69653,7564041,4.7821394874064636,2052.2704321092347,104.0,12.0,66368.53260869565,-1161.2826086956484,"More flights, little TOW increase"
CGH -> VCP,2024,7,2024-07-01,5,A320,3,3276,655.2,81.94,1260.0,41699.6,49504,208498,8.040966894994,1880.79209486166,3.0,2.0,42318.2,-618.5999999999985,"More flights, little TOW increase"
CGR -> CNF,2024,10,2024-10-01,1,E1,1,2921,2921.0,624.6,5460.0,38381.0,38381,38381,4.6765930195325005,1925.934065934066,1.0,0.0,38381.0,0.0,Relatively stable
CGR -> REC,2024,12,2024-12-01,5,A320,1,34045,6809.0,1409.58,11424.0,69024.6,69828,345123,4.830263542705877,2144.8391444849735,5.0,0.0,67513.3,1511.300000000003,Relatively stable
CGR -> VCP,2024,8,2024-08-01,110,A320,3,255758,2325.072727272727,462.37454545454545,4159.090909090909,54958.24545454545,65416,6045407,5.032023602822297,2018.3030320119494,80.0,30.0,53291.560975609755,1666.6844789356983,"More flights, little TOW increase"
CKS -> CNF,2025,1,2025-01-01,37,A320,1,178907,4835.324324324324,927.5594594594594,8278.378378378378,64926.83783783784,69581,2402293,5.212623573007467,2105.3752550704567,31.0,6.0,63026.63157894737,1900.2062588904737,"More flights, little TOW increase"
CLV -> CNF,2025,7,2025-07-01,9,ATR,1,7270,807.7777777777778,304.6666666666667,4673.333333333333,20561.444444444445,21367,185053,2.6509140755641396,624.3721236220005,7.0,2.0,21027.0,-465.55555555555475,"More flights, little TOW increase"
CLV -> VCP,2024,7,2024-07-01,7,E1,2,14874,2124.8571428571427,369.3,3600.0,44483.142857142855,57826,311382,5.75705503691504,2127.4126623283196,2.0,5.0,42875.0,1608.142857142855,"More flights, little TOW increase"
CMG -> VCP,2025,3,2025-03-01,17,E2,2,49397,2905.705882352941,661.135294117647,5936.470588235294,50069.82352941176,53784,851187,4.391449657746851,1762.5090358885216,13.0,4.0,50570.64375,-500.8202205882408,"More flights, little TOW increase"
CNF -> AAX,2024,6,2024-06-01,23,ATR,2,13161,572.2173913043479,191.7478260869565,3169.5652173913045,21238.347826086956,44622,488482,2.994582332756876,676.3844227090551,13.0,10.0,20325.64285714286,912.7049689440973,"More flights, little TOW increase"
CNF -> AJU,2025,1,2025-01-01,31,A320,3,112088,3615.7419354838707,677.3225806451613,5982.580645161291,64927.51612903226,70087,2012753,5.339279393740955,2179.3967636415096,16.0,15.0,65275.375,-347.8588709677424,"More flights, little TOW increase"
CNF -> ASU,2024,11,2024-11-01,1,A320,1,5046,5046.0,845.7,7980.0,68318.0,68318,68318,5.966654842142604,2276.3909774436092,1.0,0.0,68318.0,0.0,Relatively stable
CNF -> ATM,2024,4,2024-04-01,1,A320,1,5591,5591.0,1123.1,9720.0,63966.0,63966,63966,4.978185379752471,2070.740740740741,1.0,0.0,63966.0,0.0,Relatively stable
CNF -> BEL,2024,10,2024-10-01,79,A320,1,458915,5809.050632911392,1148.373417721519,9668.354430379746,68423.26582278482,72861,5405438,5.058414557083975,2163.5977344868047,60.0,19.0,67559.91428571429,863.3515370705281,"More flights, little TOW increase"
CNF -> BPS,2025,10,2025-10-01,95,A320,4,193167,2033.3368421052633,353.0905263157895,3604.4210526315787,60482.58947368421,68849,5745846,5.7558208412348675,2101.942577718327,60.0,35.0,58925.15294117647,1557.4365325077379,"More flights, little TOW increase"
CNF -> BRA,2024,6,2024-06-01,44,ATR,1,57135,1298.5227272727273,478.54545454545456,7483.636363636364,22387.75,22991,985061,2.713694857987233,625.0748029499571,27.0,17.0,22270.260869565216,117.48913043478387,"More flights, little TOW increase"
CNF -> BRC,2025,7,2025-07-01,9,A320,1,97090,10787.777777777777,1928.8111111111111,17600.0,74942.0,75723,674478,5.593259343755165,2207.1765662144576,5.0,4.0,74141.6,800.3999999999942,"More flights, little TOW increase"
CNF -> BSB,2024,10,2024-10-01,67,E2,3,132044,1970.8059701492537,373.3537313432836,3845.373134328358,50334.55223880597,55214,3372415,5.322132992655643,1897.9353036092552,41.0,26.0,50645.55,-310.99776119403396,"More flights, little TOW increase"
CNF -> BVB,2024,11,2024-11-01,1,E1,1,7631,7631.0,1706.4,13500.0,42345.0,42345,42345,4.471987810595405,2034.9333333333334,1.0,0.0,42345.0,0.0,Relatively stable
CNF -> CFB,2025,1,2025-01-01,36,E1,3,58934,1637.0555555555557,253.2111111111111,2756.6666666666665,43298.694444444445,60978,1558753,6.467808225001456,2160.037827984738,19.0,17.0,20933.157894736843,22365.5365497076,More flights + heavier departures
CNF -> CGB,2025,7,2025-07-01,47,A320,3,204007,4340.574468085107,764.7340425531914,7253.617021276596,65664.8085106383,71129,3086246,5.675546481906699,2155.02111416286,35.0,12.0,62190.60975609756,3474.198754540732,More flights + heavier departures
CNF -> CGH,2024,6,2024-06-01,193,E1,4,446606,2314.020725388601,365.71243523316065,3938.2383419689118,45240.04663212435,61431,8731329,6.325881639607523,2121.930588167198,117.0,76.0,47665.49,-2425.443367875647,"More flights, little TOW increase"
CNF -> CGR,2024,12,2024-12-01,1,A320,1,3101,3101.0,641.1,5760.0,55059.0,55059,55059,4.836998908126657,1938.125,1.0,0.0,55059.0,0.0,Relatively stable
CNF -> CKS,2024,9,2024-09-01,32,A320,1,158165,4942.65625,910.95625,7858.125,69836.15625,72096,2234757,5.425583054032417,2264.5294922102607,28.0,4.0,67281.3870967742,2554.769153225803,More flights + heavier departures
CNF -> CLV,2025,7,2025-07-01,9,ATR,1,8386,931.7777777777778,327.0,5313.333333333333,21591.0,22302,194319,2.849516136194188,632.3356199298565,7.0,2.0,21428.285714285714,162.71428571428623,"More flights, little TOW increase"
CNF -> CNF,2025,1,2025-01-01,5,ATR,3,10427,2085.4,332.34000000000003,5064.0,35718.0,73468,178590,6.847416399027229,1616.7199552504449,2.0,3.0,35718.0,0.0,"More flights, little TOW increase"
CNF -> CPV,2024,5,2024-05-01,23,A320,1,107480,4673.04347826087,902.4608695652173,7690.434782608696,66476.0,70665,1528948,5.174795709678281,2185.9549677322643,5.0,18.0,55783.166666666664,10692.833333333336,More flights + heavier departures
CNF -> CUR,2025,1,2025-01-01,18,A320,1,223206,12400.333333333334,2491.45,19850.0,76124.88888888889,78938,1370248,4.977122650139567,2249.2263516184134,9.0,9.0,76058.16666666667,66.72222222221899,"More flights, little TOW increase"
CNF -> CWB,2024,9,2024-09-01,47,E2,2,116088,2469.9574468085107,485.7106382978724,4867.659574468085,51235.78723404255,54929,2408082,5.081782744076057,1827.5232942217642,35.0,12.0,52111.166666666664,-875.3794326241114,"More flights, little TOW increase"
CNF -> CXJ,2025,5,2025-05-01,1,E1,1,4445,4445.0,728.4,7680.0,44586.0,44586,44586,6.1024162548050525,2083.59375,1.0,0.0,44586.0,0.0,Relatively stable
CNF -> EZE,2024,11,2024-11-01,5,A320,1,38575,7715.0,1267.56,11748.0,72559.2,73503,362796,6.083749830403006,2363.822301567713,4.5,0.5,65831.1,6728.099999999991,"Heavier departures, little frequency increase"
CNF -> FLN,2025,2,2025-02-01,34,E2,2,89993,2646.8529411764707,575.4117647058823,5461.764705882353,52779.705882352944,56143,1794510,4.600610776462811,1746.6901631307176,25.0,9.0,53709.65517241379,-929.9492900608457,"More flights, little TOW increase"
CNF -> FOR,2025,1,2025-01-01,51,A320,1,272451,5342.176470588235,1028.858823529412,8591.764705882353,70308.86274509804,72050,3585752,5.192212489122662,2238.981739830938,29.0,22.0,66985.76,3323.1027450980473,More flights + heavier departures
CNF -> GIG,2025,9,2025-09-01,121,E1,3,184495,1524.7520661157025,213.2586776859504,2451.0743801652893,44377.61157024794,64810,5369691,7.151192398138412,2243.3512050134395,71.0,50.0,45336.79569892473,-959.1841286767958,"More flights, little TOW increase"
CNF -> GNM,2025,7,2025-07-01,29,ATR,1,28643,987.6896551724138,362.51724137931035,5613.103448275862,21545.0,22957,624805,2.722999278121161,633.8411777814183,22.0,7.0,21509.058823529413,35.94117647058738,"More flights, little TOW increase"
CNF -> GRU,2024,10,2024-10-01,99,A320,4,200531,2025.5656565656566,315.42727272727274,3350.909090909091,58916.656565656565,69651,5832749,6.4465591154395945,2196.6097311539943,58.0,41.0,52529.42105263158,6387.235513024985,More flights + heavier departures
CNF -> GVR,2025,8,2025-08-01,75,ATR,1,29712,396.16,127.26666666666667,2156.0,20689.64,22316,1551723,3.1148387330618563,664.3877076189598,54.0,21.0,20729.909090909092,-40.26909090909248,"More flights, little TOW increase"
CNF -> GYN,2024,10,2024-10-01,80,E2,4,164784,2059.8,387.71999999999997,4024.5,46935.575,59142,3754846,5.323828062341411,1898.102429411716,44.0,36.0,51100.18421052631,-4164.609210526316,"More flights, little TOW increase"
CNF -> IGU,2024,7,2024-07-01,7,E2,3,26783,3826.1428571428573,719.5571428571428,7397.142857142857,54700.28571428572,66885,382902,5.317618143100897,1861.8710591535896,2.0,5.0,53994.0,706.2857142857174,"More flights, little TOW increase"
CNF -> IMP,2024,9,2024-09-01,22,E2,2,92012,4182.363636363636,890.5045454545453,7947.272727272727,53215.77272727273,56833,1170747,4.6952219329474865,1896.0111733982237,15.0,7.0,54601.125,-1385.352272727272,"More flights, little TOW increase"
CNF -> IOS,2024,11,2024-11-01,23,A320,4,44310,1926.5217391304348,408.28695652173917,4531.304347826087,49675.913043478264,67134,1142546,4.675082747942242,1683.5799288273645,12.0,11.0,42820.444444444445,6855.4685990338185,More flights + heavier departures
CNF -> IPN,2024,4,2024-04-01,113,ATR,1,35899,317.69026548672565,98.070796460177,1768.6725663716813,20309.66371681416,22293,2294992,3.241714137644168,647.388492247983,90.0,23.0,20448.92391304348,-139.26019622931926,"More flights, little TOW increase"
CNF -> IZA,2024,6,2024-06-01,22,ATR,1,9155,416.1363636363636,144.0,2517.2727272727275,20090.772727272728,21751,441997,2.8913394256590434,597.5473208771203,15.0,7.0,20090.772727272728,0.0,"More flights, little TOW increase"
CNF -> JDO,2025,5,2025-05-01,1,A320,1,6860,6860.0,1289.4,11640.0,67611.0,67611,67611,5.320304017372421,2121.6494845360826,1.0,0.0,67611.0,0.0,Relatively stable
CNF -> JJD,2025,1,2025-01-01,21,A320,2,111119,5291.380952380952,1047.5904761904762,8794.285714285714,67169.95238095238,71116,1410569,5.050522458930619,2166.703335903973,5.0,16.0,66750.5,419.45238095238165,"More flights, little TOW increase"
CNF -> JJG,2024,6,2024-06-01,1,E1,1,3115,3115.0,631.4,6120.0,36142.0,36142,36142,4.933481152993348,1832.3529411764705,1.0,0.0,36142.0,0.0,Relatively stable
CNF -> JPA,2025,1,2025-01-01,40,A320,2,184187,4604.675,940.5325,8025.0,64452.2,68163,2578088,4.895028537200971,2065.771949929551,19.0,21.0,65151.26315789474,-699.0631578947432,"More flights, little TOW increase"
CNF -> JTC,2024,9,2024-09-01,1,ATR,1,859,859.0,353.0,5280.0,16494.0,16494,16494,2.4334277620396603,585.6818181818181,1.0,0.0,16494.0,0.0,Relatively stable
CNF -> LEC,2024,7,2024-07-01,10,ATR,1,13156,1315.6,487.5,7584.0,22197.7,22861,221977,2.6994486259418693,624.8002046094832,6.0,4.0,21966.457142857143,231.24285714285725,"More flights, little TOW increase"
CNF -> MAB,2025,6,2025-06-01,25,A320,1,124014,4960.56,926.324,8001.6,69885.76,71936,1747144,5.355573677868731,2232.6018003369622,20.0,5.0,59255.333333333336,10630.426666666659,More flights + heavier departures
CNF -> MAO,2024,9,2024-09-01,29,A320,2,215756,7439.862068965517,1420.651724137931,12051.724137931034,71352.1724137931,75526,2069213,5.236360918962182,2223.7161347069455,25.5,3.5,72015.58761904761,-663.4152052545105,"More flights, little TOW increase"
CNF -> MCP,2025,8,2025-08-01,2,ATR,1,5469,2734.5,1275.5,17970.0,18358.5,18479,36717,2.1438050051201865,548.0816873116839,2.0,0.0,18358.5,0.0,Relatively stable
CNF -> MCZ,2025,1,2025-01-01,69,A320,2,268453,3890.623188405797,788.8565217391304,6841.739130434783,63204.47826086957,68768,4361109,4.931930806187271,2048.344391347992,44.0,25.0,63336.11111111111,-131.63285024154175,"More flights, little TOW increase"
CNF -> MOC,2025,8,2025-08-01,130,ATR,2,76884,591.4153846153846,201.47384615384615,3246.4615384615386,21121.292307692307,45329,2745768,2.9326327198790283,660.1545458319092,101.0,29.0,21336.5,-215.20769230769292,"More flights, little TOW increase"
CNF -> MVD,2024,6,2024-06-01,1,A320,1,5889,5889.0,1131.0,11220.0,58140.0,58140,58140,5.206896551724138,1889.51871657754,1.0,0.0,56109.5,2030.5,"Heavier departures, little frequency increase"
CNF -> NAT,2025,1,2025-01-01,53,A320,3,262415,4951.226415094339,996.9207547169812,8388.67924528302,66477.92452830188,72236,3523330,4.96696058585491,2124.334523333124,36.0,17.0,65581.78260869565,896.1419196062343,"More flights, little TOW increase"
CNF -> NVT,2024,10,2024-10-01,5,E2,1,13044,2608.8,537.4,5292.0,54645.2,55362,273226,4.85435732076891,1776.1238797504254,3.0,2.0,52005.0,2640.199999999997,More flights + heavier departures
CNF -> PDP,2024,11,2024-11-01,1,A320,1,5807,5807.0,1134.5,11100.0,56364.0,56364,56364,5.118554429263993,1883.3513513513512,1.0,0.0,56364.0,0.0,Relatively stable
CNF -> PLU,2024,9,2024-09-01,4,ATR,2,1233,308.25,43.45,870.0,26333.0,36230,105332,6.742243148887521,1252.8125,2.0,2.0,17145.0,9188.0,More flights + heavier departures
CNF -> PMW,2025,9,2025-09-01,24,E1,2,87148,3631.1666666666665,654.6374999999999,5992.5,48668.875,55265,1168053,5.545235536104999,2182.097347792874,12.0,12.0,51272.0,-2603.125,"More flights, little TOW increase"
CNF -> POA,2024,11,2024-11-01,50,A320,2,223309,4466.18,770.898,7290.0,67092.9,71444,3354645,5.793104273737681,2208.1861184606328,31.0,19.0,65684.26470588235,1408.6352941176447,"More flights, little TOW increase"
CNF -> POJ,2024,12,2024-12-01,13,ATR,1,7301,561.6153846153846,182.84615384615384,3350.769230769231,21389.923076923078,22856,278069,3.069896392427274,618.2405444640727,10.0,3.0,21017.18181818182,372.7412587412582,"More flights, little TOW increase"
CNF -> PVH,2025,3,2025-03-01,29,A320,1,209392,7220.413793103448,1365.551724137931,11486.896551724138,73182.06896551725,74523,2122280,5.287771122015961,2262.9437388042297,22.0,7.0,73066.76923076923,115.29973474801227,"More flights, little TOW increase"
CNF -> RAO,2025,9,2025-09-01,54,ATR,1,40880,757.0370370370371,260.18518518518516,4337.777777777777,20900.0,22561,1128600,2.910310843519804,628.9446916848469,40.5,13.5,21816.459935897437,-916.4599358974374,"More flights, little TOW increase"
CNF -> RBR,2025,1,2025-01-01,29,A320,1,230169,7936.862068965517,1537.7827586206895,12631.034482758621,73695.5172413793,75515,2137170,5.161063192973219,2262.9547853301756,24.0,5.0,73127.0625,568.4547413793043,"More flights, little TOW increase"
CNF -> REC,2025,3,2025-03-01,168,A320,2,727157,4328.315476190476,894.3071428571429,7656.071428571428,62821.39880952381,72972,10553995,4.839540149261126,2035.5521093367254,134.0,34.0,63986.905982905984,-1165.507173382175,"More flights, little TOW increase"
CNF -> SDU,2024,9,2024-09-01,110,E1,1,191899,1744.5363636363636,244.90272727272728,2810.181818181818,44670.38181818182,46359,4913742,7.1180444422040035,2241.0776197730925,72.0,38.0,44923.39047619048,-253.00865800865722,"More flights, little TOW increase"
CNF -> SJP,2025,9,2025-09-01,54,ATR,2,56243,1041.537037037037,347.22222222222223,5564.444444444444,22173.777777777777,40706,1197384,3.0027123655890025,691.0628597509809,41.0,13.0,21667.25277777778,506.5249999999978,"More flights, little TOW increase"
CNF -> SLZ,2024,12,2024-12-01,29,A320,2,150281,5182.103448275862,1045.0137931034483,8619.310344827587,67726.41379310345,71594,1964066,4.958735541697747,2165.7210353863165,22.0,7.0,67080.13636363637,646.2774294670817,"More flights, little TOW increase"
CNF -> SMT,2025,2,2025-02-01,17,E2,2,68558,4032.823529411765,839.8176470588235,7567.058823529412,50568.17647058824,57067,859659,4.801434023568902,1916.672793245492,11.0,6.0,51478.90909090909,-910.7326203208504,"More flights, little TOW increase"
CNF -> SSA,2025,1,2025-01-01,113,A320,3,333575,2951.991150442478,532.1814159292036,4862.123893805309,61124.19469026549,69666,6907034,5.547818599356416,2187.4246026957953,89.0,24.0,61321.2125,-197.0178097345124,"More flights, little TOW increase"
CNF -> STM,2024,1,2024-01-01,9,A320,2,52105,5789.444444444444,1254.5444444444445,10706.666666666666,62185.444444444445,72714,559669,4.618615391328842,1958.1522429863035,7.0,2.0,60489.13888888889,1696.3055555555547,"More flights, little TOW increase"
CNF -> THE,2025,3,2025-03-01,23,A320,1,112001,4869.608695652174,914.9608695652173,7875.652173913043,69818.47826086957,71610,1605825,5.320396259496596,2225.8295612864886,14.0,9.0,68072.14285714286,1746.3354037267127,"More flights, little TOW increase"
CNF -> UBA,2024,7,2024-07-01,33,ATR,1,24540,743.6363636363636,251.1818181818182,4118.181818181818,21400.878787878788,22618,706229,2.960123165033853,650.3321425665614,25.0,8.0,21628.739130434784,-227.86034255599589,"More flights, little TOW increase"
CNF -> UDI,2024,8,2024-08-01,124,ATR,2,99119,799.3467741935484,271.3306451612903,4399.8387096774195,22168.225806451614,53572,2748860,2.948755813256394,660.0994770347653,94.0,30.0,22352.217391304348,-183.99158485273438,"More flights, little TOW increase"
CNF -> UNA,2024,11,2024-11-01,6,A320,2,15858,2643.0,473.8,4660.0,53158.666666666664,65968,318952,5.524769305631366,2061.3767172257517,3.0,3.0,45870.333333333336,7288.3333333333285,More flights + heavier departures
CNF -> VCP,2024,6,2024-06-01,177,A320,4,338483,1912.3333333333333,309.8802259887006,3255.2542372881358,55290.141242937854,68896,9786355,6.172631262046056,2130.2100332563273,134.0,43.0,54696.00740740741,594.133835530447,"More flights, little TOW increase"
CNF -> VDC,2025,7,2025-07-01,30,ATR,3,45517,1517.2333333333333,354.67,4282.0,35808.9,53809,1074267,4.2774778992433715,1438.294338199913,18.0,12.0,36719.0,-910.0999999999985,"More flights, little TOW increase"
CNF -> VIX,2025,9,2025-09-01,121,E1,3,191537,1582.9504132231405,232.00495867768595,2577.5206611570247,43967.371900826445,60932,5320052,6.818234043143096,2223.976698276802,74.0,47.0,44333.723076923074,-366.3511760966285,"More flights, little TOW increase"
CPV -> CNF,2024,9,2024-09-01,27,E2,1,103543,3834.925925925926,891.2888888888889,8133.333333333333,52556.51851851852,55287,1419026,4.302638137987071,1697.8503944463284,18.0,9.0,52909.933333333334,-353.41481481481605,"More flights, little TOW increase"
CPV -> REC,2024,7,2024-07-01,64,ATR,1,19344,302.25,84.875,1685.625,20846.953125,21938,1334205,3.563597678511382,646.5512846540553,42.0,22.0,20304.175,542.7781250000007,"More flights, little TOW increase"
CUR -> CNF,2025,7,2025-07-01,16,A320,1,194459,12153.6875,2448.75625,19496.25,76136.875,78056,1218190,4.963327339589306,2244.2962877303403,8.0,8.0,76062.41666666667,74.45833333332848,"More flights, little TOW increase"
CUR -> VCP,2025,1,2025-01-01,1,A320,1,10658,10658.0,2486.5,21180.0,61595.0,61595,61595,4.286346269857229,1811.558073654391,1.0,0.0,61595.0,0.0,Relatively stable
CWB -> CNF,2025,10,2025-10-01,83,E2,3,187455,2258.4939759036147,488.4506024096386,4469.638554216867,51401.409638554214,65106,4266317,4.624081258315285,1820.6712201915423,56.0,27.0,52174.183673469386,-772.7740349151718,"More flights, little TOW increase"
CWB -> REC,2025,1,2025-01-01,11,A320,2,66442,6040.181818181818,1362.1000000000001,11241.818181818182,62540.818181818184,67773,687949,4.428068235151912,1929.5532575497557,4.0,7.0,60370.25,2170.568181818184,More flights + heavier departures
CWB -> VCP,2024,8,2024-08-01,223,E2,4,301824,1353.4708520179372,219.5035874439462,2520.269058295964,47489.793721973096,62058,10590224,6.155595382455053,1966.1860090675689,162.0,61.0,48063.57692307692,-573.7832011038263,"More flights, little TOW increase"
CXJ -> CNF,2025,5,2025-05-01,1,E1,1,3547,3547.0,725.3,6540.0,41263.0,41263,41263,4.890390183372398,1952.4770642201836,1.0,0.0,41263.0,0.0,Relatively stable
CXJ -> VCP,2024,9,2024-09-01,27,A320,3,70556,2613.185185185185,465.19259259259263,4413.333333333333,62346.25925925926,67854,1683349,5.614356914429181,2168.515547060653,21.0,6.0,64055.42857142857,-1709.1693121693097,"More flights, little TOW increase"
EEA -> VCP,2025,2,2025-02-01,21,ATR,1,19885,946.9047619047619,354.9047619047619,5474.285714285715,19420.52380952381,21695,407831,2.6679608345940675,624.7654179595304,14.0,7.0,20368.133333333335,-947.6095238095259,"More flights, little TOW increase"
EZE -> CNF,2024,12,2024-12-01,6,A320,1,38681,6446.833333333333,1312.3999999999999,10100.0,70174.16666666667,71515,421045,4.915723419255053,2299.6959518017497,5.5,0.5,61729.583333333336,8444.583333333336,"Heavier departures, little frequency increase"
FEC -> REC,2024,5,2024-05-01,16,ATR,1,15513,969.5625,366.625,5928.75,19044.25,21082,304708,2.6447553974465072,590.013543196703,14.0,2.0,19006.25,38.0,"More flights, little TOW increase"
FEN -> REC,2024,10,2024-10-01,198,ATR,1,170922,863.2424242424242,309.30808080808083,4930.606060606061,21503.257575757576,22467,4257645,2.7938984648748755,630.7245239465072,129.0,69.0,21634.4496124031,-131.19203664552333,"More flights, little TOW increase"
FLL -> VCP,2024,6,2024-06-01,1,A320,1,14480,14480.0,3610.7,29100.0,62837.0,62837,62837,4.010302711385604,1791.340206185567,1.0,0.0,62837.0,0.0,Relatively stable
FLN -> CNF,2025,9,2025-09-01,53,E2,3,134120,2530.566037735849,573.9452830188679,5169.056603773585,51260.16981132075,61215,2716789,4.409244571178495,1764.188034261444,37.0,16.0,52437.55,-1177.3801886792498,"More flights, little TOW increase"
FLN -> REC,2025,1,2025-01-01,11,E2,2,64596,5872.363636363636,1444.2363636363636,11792.727272727272,58732.27272727273,67238,646055,4.066314699193365,1793.658563276018,4.0,7.0,56046.25,2686.022727272728,More flights + heavier departures
FLN -> VCP,2024,6,2024-06-01,155,A320,5,319026,2058.232258064516,327.0451612903226,3320.516129032258,61921.09032258065,76290,9597769,6.29280656956839,2251.7660835043744,105.0,50.0,51586.97368421053,10334.11663837012,More flights + heavier departures
