Route,ActiveMonths,TotalFlights,AvgFlightsPerMonth,StdFlightsPerMonth,CoeffVarFlights,PeakMonth,PeakFlights,TroughMonth,TroughFlights,PeakMinusTrough,PeakToTroughRatio,SeasonalityIndex,AvgMonthlyTOW_kg,PeakMonthAvgTOW_kg,TroughMonthAvgTOW_kg,PeakMonthTotalTOW_kg,TroughMonthTotalTOW_kg,VolatilityScore
GYN -> CNF,23,1943,84.47826086956522,20.510590191871703,0.24279134040815706,2024-10-01,116,2025-11-01,30,86,3.8666666666666667,0.18407214303296116,50261.1139824302,47757.1724137931,49825.0,5539832,1494750,17.049901392309227
CGR -> VCP,23,1738,75.56521739130434,18.502235086972885,0.24485121231322002,2024-08-01,110,2025-11-01,23,87,4.782608695652174,0.1824185720718467,53473.15161822913,54958.24545454545,54334.52173913043,6045407,1249694,17.039731156714794
GIG -> REC,23,2280,99.1304347826087,20.822864414380163,0.2100552111976946,2024-07-01,147,2025-11-01,37,110,3.972972972972973,0.15400457665903888,65827.44157319986,64456.73469387755,64650.16216216216,9475140,2392056,17.035009746220194
CNF -> BPS,23,1393,60.56521739130435,17.807731801362653,0.2940257224919892,2025-10-01,95,2025-11-01,31,64,3.064516129032258,0.23371515964917758,57899.78478196556,60482.58947368421,58966.967741935485,5745846,1827976,17.029811287650407
THE -> REC,23,751,32.65217391304348,12.199817160611996,0.37362955352074023,2024-10-01,54,2025-11-01,7,47,7.714285714285714,0.3360157471197824,57478.66198399986,55194.2962962963,46327.71428571428,2980492,324294,16.963974634302048
REC -> VCP,23,3157,137.2608695652174,26.037126321273306,0.1896908157710757,2025-07-01,174,2025-11-01,51,123,3.411764705882353,0.139758438804038,77524.93527301658,77835.49425287357,78358.70588235294,13543376,3996294,16.95155882245257
REC -> GYN,23,1319,57.34782608695652,15.763493035028956,0.27487516285494007,2025-09-01,86,2024-03-01,15,71,5.733333333333333,0.21307314500444996,68324.73314613945,68841.6511627907,70093.06666666667,5920382,1051396,16.64235718884713
VCP -> ARU,23,728,31.652173913043477,11.521657095688267,0.36400839725388756,2024-03-01,56,2025-11-01,8,48,7.0,0.29252269469660774,21701.489972641826,20205.928571428572,21780.0,1131532,174240,16.623701198074283
VCP -> UBA,16,278,17.375,9.636356936104017,0.5546104711426773,2024-10-01,28,2024-04-01,1,27,28.0,0.46223021582733814,22678.095310272733,20628.928571428572,44289.0,577610,44289,16.22825442068536
BSB -> VCP,23,2461,107.0,22.751970769870542,0.21263524083991162,2024-07-01,138,2025-11-01,43,95,3.2093023255813953,0.16253555465258024,52347.95563563392,53686.884057971016,53749.58139534884,7408790,2311232,16.183684903475044
VCP -> MII,23,632,27.47826086956522,10.594787747293852,0.38556980725911166,2024-06-01,50,2025-11-01,8,42,6.25,0.30283434232250966,20118.049183208295,20091.92,20286.375,1004596,162291,16.118293206257313
GYN -> REC,23,1302,56.608695652173914,15.849123224782147,0.2799768311597461,2025-09-01,82,2024-03-01,18,64,4.555555555555555,0.22320176317371265,64437.84489001748,64804.18292682927,67097.72222222222,5313943,1207759,16.06490163868557
VCP -> XAP,23,842,36.608695652173914,12.747511710934642,0.3482099398473833,2024-08-01,60,2025-11-01,14,46,4.285714285714286,0.29195497263244863,56172.52024810792,61660.13333333333,53002.357142857145,3699608,742033,15.910524523529382
BSB -> CNF,23,1644,71.47826086956522,17.12833798688059,0.2396300326631713,2024-10-01,105,2025-11-01,25,80,4.2,0.18285200465460702,49756.39062692637,49191.79047619048,50852.88,5165138,1271322,15.872318601366223
VCP -> NVT,23,1507,65.52173913043478,17.589200157847333,0.2684483103055665,2025-09-01,99,2025-11-01,34,65,2.911764705882353,0.22532529355760073,49216.105277722985,46586.71717171717,46251.5,4612085,1572551,15.839511264520004
GRU -> REC,23,3224,140.17391304347825,25.06626378901061,0.17882260147247023,2024-09-01,173,2025-11-01,56,117,3.0892857142857144,0.13321286007120509,74699.83711195542,74638.94797687861,75715.0,12912538,4240040,15.626301077232647
UDI -> CNF,23,2198,95.56521739130434,20.318819905300735,0.21261731475064463,2024-05-01,127,2025-11-01,36,91,3.5277777777777777,0.16398306761087153,21979.535851591725,21454.653543307086,24565.583333333332,2724741,884361,15.608843528055568
CNF -> POA,19,572,30.105263157894736,10.900964403700616,0.3620949714515939,2024-11-01,50,2024-05-01,4,46,12.5,0.2585572322414428,65882.35646058044,67092.9,68597.0,3354645,274388,15.596807328507353
VCP -> REC,23,3166,137.65217391304347,24.88514258269497,0.18078277934364637,2025-07-01,169,2025-11-01,55,114,3.0727272727272728,0.13444478013677935,74057.4933213167,74631.27810650888,74496.70909090909,12612686,4097319,15.558711381321352
REC -> SSA,23,2245,97.6086956521739,20.474244967625275,0.20975841169504736,2024-09-01,133,2025-11-01,41,92,3.2439024390243905,0.16686356153771667,49490.81480254082,55982.05263157895,53562.0,7445613,2196042,15.525890442249118
