Route,Year,Month,MonthStart,Flights,PrimaryAircraft,DistinctAircraft,AvgTOW_kg,MedianTOW_kg,AvgPassengers,TotalPassengerProxy,AvgPayloadKg,TotalPayloadKg,ExactLoadJoinShare,FuelBurnKg,AvgFuelBurnKg,AvgDistanceNM,AvgFuelPerNM,FuelPerFlightKg,FuelPerPassengerProxy,FuelPerPassengerNMProxy,TowRegime,TowRegimeRank,MedianMonthlyFlights,AvgMonthlyFlights,MedianRouteTOW_kg,MedianRoutePassengers,MedianRoutePayloadKg,MedianTowRegimeRank,MedianFuelPerNM,MedianFuelPerPassengerProxy,MedianFuelPerPassengerNMProxy,FlightsPctVsMedian,TowPctVsMedian,PassengerPctVsMedian,PayloadPctVsMedian,RegimeShiftVsMedian,FuelPerNMPctVsMedian,FuelPerPassengerPctVsMedian,FuelPerPassengerNMPctVsMedian
FLN -> VCP,2025,9,2025-09-01,113,E2,3,52054.69026548672,51978.0,120.57522123893806,13625.0,10369.008849557522,1171698.0,1.0,203654,1802.2477876106195,330.55840707964603,5.453476058461118,1802.2477876106195,14.947082568807339,0.04521767484560129,E2,2,105.0,101.91304347826087,51586.97368421053,112.76645021645021,9664.979946658616,2.0,5.699546645045849,16.615768878528016,0.05035066713055783,0.0761904761904762,0.009066563666620982,0.06924728948636102,0.07284328646147929,0.0,-0.04317371221071075,-0.10042787197630454,-0.10194487138863204
FLN -> VCP,2025,10,2025-10-01,103,E2,3,52124.669902912625,52160.0,122.94174757281553,12663.0,10575.766990291262,1089304.0,1.0,182075,1767.7184466019417,329.82135922330093,5.358047543147562,1767.7184466019417,14.378504303877438,0.0435948245975867,E2,2,105.0,101.91304347826087,51586.97368421053,112.76645021645021,9664.979946658616,2.0,5.699546645045849,16.615768878528016,0.05035066713055783,-0.01904761904761905,0.01042310064539943,0.09023337470350701,0.09423579238232405,0.0,-0.05991688868712481,-0.1346470687577821,-0.1341758295963274
FLN -> VCP,2025,11,2025-11-01,35,E2,2,50753.25714285715,52194.0,116.34285714285714,4072.0,10017.057142857142,350597.0,1.0,63926,1826.4571428571428,336.18285714285713,5.42862203974545,1826.4571428571428,15.698919449901767,0.04669756091468605,E2,2,105.0,101.91304347826087,51586.97368421053,112.76645021645021,9664.979946658616,2.0,5.699546645045849,16.615768878528016,0.05035066713055783,-0.6666666666666666,-0.01616137722008996,0.03171516811553594,0.036428135199623145,0.0,-0.0475344132038803,-0.055179476515893354,-0.07255328328419924
FOR -> CNF,2024,1,2024-01-01,32,A320,2,67832.34375,70267.0,125.3515625,4011.25,11450.421875,366413.5,0.0,177528,5547.75,1037.865625,5.3442297345800505,5547.75,44.2575257089436,0.042642828361276156,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,-0.058823529411764705,0.0034854435671903203,-0.18768659738937235,-0.1884138578582435,0.0,0.013765977689056751,0.2791035028594945,0.2550163767428005
FOR -> CNF,2024,2,2024-02-01,20,A320,2,69042.35,70303.5,141.82750000000001,2836.55,13049.755000000001,260995.1,0.5,111088,5554.4,1016.5350000000001,5.463942941838023,5554.4,39.163067811249576,0.0385260397440812,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,-0.4117647058823529,0.021385807779510914,-0.08091788557674497,-0.07505588597842834,0.0,0.03647480246372893,0.1318666468055689,0.13385562515297791
FOR -> CNF,2024,3,2024-03-01,19,A320,1,67873.78947368421,68856.0,157.21052631578948,2987.0,14573.578947368422,276898.0,1.0,102163,5377.0,1016.0421052631579,5.291045331522287,5377.0,34.20254435888852,0.03366252656431985,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,-0.4411764705882353,0.00409857556464126,0.018768454184897556,0.032950125699456635,0.0,0.00367723879843741,-0.011499319146962776,-0.009281894652058623
FOR -> CNF,2024,4,2024-04-01,23,A320,3,66074.21739130435,67540.0,151.9673913043478,3495.25,14108.695652173914,324500.0,0.9130434782608695,122425,5322.826086956522,1015.1260869565218,5.2431097525284915,5322.826086956522,35.02610685930906,0.03450419342913531,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,-0.3235294117647059,-0.022523597420765692,-0.015208536261400963,0.0,0.0,-0.005415831956043376,0.012302772412321214,0.015489109985720043
FOR -> CNF,2024,5,2024-05-01,24,A320,3,65430.791666666664,67820.5,152.27083333333334,3654.5,14110.895833333334,338661.5,0.875,125755,5239.791666666667,1015.525,5.161438142360269,5239.791666666667,34.41100013681762,0.03388493649769097,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,-0.29411764705882354,-0.03204218859712602,-0.013242146516077224,0.00015594504365688938,0.0,-0.02090841065188304,-0.005474659804415421,-0.0027361724413691086
FOR -> CNF,2024,6,2024-06-01,27,A320,3,63667.333333333336,67204.0,146.55555555555554,3957.0,13578.148148148148,366610.0,0.7777777777777778,139376,5162.074074074074,1011.574074074074,5.103291169095001,5162.074074074074,35.222643416729845,0.034819638343311886,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,-0.20588235294117646,-0.05813010875449569,-0.050278754963072776,-0.03760429150259667,0.0,-0.031938517164801526,0.01798294985129791,0.024772934452000787
FOR -> CNF,2024,7,2024-07-01,38,A320,3,66230.78947368421,67465.5,142.03157894736842,5397.2,13131.655263157896,499002.9,0.631578947368421,199734,5256.1578947368425,1012.6526315789474,5.190677037509589,5256.1578947368425,37.006966575261245,0.03654458144996797,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,0.11764705882352941,-0.020207330624556187,-0.07959539656398917,-0.06925093666369309,0.0,-0.015361980464609709,0.06955234885747902,0.07553954471204793
FOR -> CNF,2024,8,2024-08-01,23,A320,1,67596.73913043478,68227.0,156.07391304347826,3589.7,14456.408695652175,332497.4,0.9565217391304348,121217,5270.304347826087,1013.9478260869565,5.197243437104764,5270.304347826087,33.768002897178036,0.03330349158841441,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,-0.3235294117647059,0.0,0.011402880303969432,0.024645300462249633,0.0,-0.014116376731965773,-0.02405816641436073,-0.019848613415816074
FOR -> CNF,2024,9,2024-09-01,23,A320,1,67902.39130434782,67896.0,156.82608695652175,3607.0,14543.565217391304,334502.0,1.0,122702,5334.869565217391,1012.0826086956522,5.271660178182896,5334.869565217391,34.01774327696146,0.03361162713862134,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,-0.3235294117647059,0.004521699979095935,0.01627717894431793,0.03082280431432965,0.0,0.0,-0.01684032516658654,-0.01077991003408811
FOR -> CNF,2024,10,2024-10-01,33,A320,2,67635.66666666667,68260.0,156.6060606060606,5168.0,14326.439393939394,472772.5,0.9696969696969697,178815,5418.636363636364,1014.1393939393939,5.342930803104218,5418.636363636364,34.60042569659443,0.034118017605242724,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,-0.029411764705882353,0.000575878906773491,0.014851346271453571,0.015433300649017077,0.0,0.013519578749836727,0.0,0.004123611919286483
FOR -> CNF,2024,11,2024-11-01,49,A320,2,67658.32653061225,69574.0,149.32244897959185,7316.8,13658.359183673469,669259.6,0.6938775510204082,268778,5485.265306122449,1019.6530612244898,5.380063867154887,5485.265306122449,36.73436474961732,0.036026336943963504,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,0.4411764705882353,0.0009111001650334853,-0.03234850689025832,-0.031919071727304286,0.0,0.02056348195974906,0.061673780309382926,0.060287147833438866
FOR -> CNF,2024,12,2024-12-01,45,A320,2,65738.08888888889,67336.0,157.35777777777778,7081.1,14190.248888888887,638561.2,0.9333333333333333,246822,5484.933333333333,1027.1955555555555,5.337253318535506,5484.933333333333,34.85644885681603,0.03393360560050713,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,0.3235294117647059,-0.027496152409947492,0.019722685099467202,0.005780352679335566,0.0,0.01244259647540857,0.0073994222633740996,-0.0013037974460199152
FOR -> CNF,2025,1,2025-01-01,53,A320,1,68720.32075471699,69079.0,160.54716981132074,8509.0,14406.358490566037,763537.0,1.0,296884,5601.584905660377,1025.222641509434,5.462869215640828,5601.584905660377,34.8905864378893,0.03403220434784773,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,0.5588235294117647,0.016621831744193145,0.04039084306540009,0.02109782829897947,0.0,0.03627112351612939,0.00838604541571951,0.0015980514086201992
FOR -> CNF,2025,2,2025-02-01,39,A320,1,68574.2564102564,68883.0,159.43589743589743,6218.0,14568.76923076923,568182.0,1.0,213084,5463.692307692308,1011.071794871795,5.404138520866143,5463.692307692308,34.268896751367,0.0338936333949582,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,0.14705882352941177,0.01446101235646003,0.03318948532797815,0.0326092212871873,0.0,0.025130288790525063,-0.00958164353625443,-0.0024802150174208218
FOR -> CNF,2025,3,2025-03-01,37,A320,2,66108.75675675676,68171.0,150.40540540540542,5565.0,13703.864864864865,507043.0,1.0,194950,5268.918918918919,1019.3756756756757,5.1667616325907995,5268.918918918919,35.0314465408805,0.03436559001435904,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,0.08823529411764706,-0.022012635414362373,-0.02533064447524726,-0.028693707575063558,0.0,-0.01989857882460362,0.012457096570592126,0.011409888177472047
FOR -> CNF,2025,4,2025-04-01,31,A320,2,66062.64516129032,67498.0,154.90322580645162,4802.0,14105.225806451614,437262.0,1.0,161919,5223.193548387097,1012.8709677419355,5.1579778160983345,5223.193548387097,33.71907538525614,0.03329059323363612,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,-0.08823529411764706,-0.022694792513352977,0.0038164975422711467,-0.0002459366767732112,0.0,-0.02156481226825717,-0.025472238956442534,-0.020228223472228232
FOR -> CNF,2025,5,2025-05-01,35,A320,2,66666.2,68385.0,154.31428571428572,5401.0,14062.8,492198.0,1.0,186162,5318.914285714286,1014.4257142857143,5.243324686791377,5318.914285714286,34.46806147009813,0.03397790590745037,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,0.029411764705882353,-0.01376603579411156,0.0,-0.003253004622496261,0.0,-0.0053750603099924875,-0.003825508612436751,0.0
FOR -> CNF,2025,6,2025-06-01,34,A320,2,66026.67647058824,67399.5,154.2941176470588,5246.0,14052.85294117647,477797.0,1.0,180532,5309.764705882353,1017.3529411764706,5.219746687448528,5309.764705882353,34.41326725123904,0.0338262817734064,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,0.0,-0.02322689940437734,-0.0001306947515166953,-0.0039580349859513215,0.0,-0.0098476550042461,-0.005409137072374451,-0.004462433160447349
FOR -> CNF,2025,7,2025-07-01,41,A320,2,64995.92682926829,67297.0,152.0731707317073,6235.0,13844.243902439024,567614.0,1.0,211665,5162.5609756097565,1017.8731707317074,5.071188488315438,5162.5609756097565,33.94787489975942,0.033351772967309554,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,0.20588235294117646,-0.03847541071689807,-0.01452305580267438,-0.01874388364838972,0.0,-0.038028189050789474,-0.018859617582659863,-0.018427649480409005
FOR -> CNF,2025,8,2025-08-01,39,A320,3,66297.10256410256,68019.0,153.7948717948718,5998.0,14083.666666666666,549263.0,1.0,204214,5236.25641025641,1009.4384615384615,5.189525772071933,5236.25641025641,34.04701567189063,0.033728668927475156,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,0.14705882352941177,-0.019226320426854324,-0.0033659483761316867,-0.0017740112994351328,0.0,-0.015580368106973412,-0.015994312600560605,-0.00733526605948254
FOR -> CNF,2025,9,2025-09-01,34,A320,2,68423.67647058824,68942.5,158.08823529411765,5375.0,14391.29411764706,489304.0,1.0,184967,5440.205882352941,1019.0088235294119,5.338427996882578,5440.205882352941,34.41246511627907,0.03377052712565233,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,0.0,0.012233391000678218,0.02445625537754448,0.02003009154355115,0.0,0.012665425395970088,-0.005432319878476391,-0.006103342047120244
FOR -> CNF,2025,10,2025-10-01,36,A320,1,69420.30555555556,69139.0,158.75,5715.0,14470.583333333334,520941.0,1.0,199761,5548.916666666667,1020.2138888888888,5.4393290792865185,5548.916666666667,34.953805774278216,0.034261252620611034,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,0.058823529411764705,0.02697713600654643,0.028744676911683007,0.025649974319465824,0.0,0.03180571118706234,0.010213171386459836,0.008339145853557047
FOR -> CNF,2025,11,2025-11-01,13,A320,1,69577.92307692308,69324.0,157.76923076923077,2051.0,14452.384615384615,187881.0,1.0,73891,5683.923076923077,1023.5769230769231,5.553635123662413,5683.923076923077,36.02681618722574,0.0351969797041998,A320,3,34.0,32.52173913043478,67596.73913043478,154.31428571428572,14108.695652173914,3.0,5.271660178182896,34.60042569659443,0.03397790590745037,-0.6176470588235294,0.029308868622573616,0.02238901627903666,0.02436008059736866,0.0,0.053488831971091055,0.04122465148663493,0.0358784264124448
FOR -> REC,2024,1,2024-01-01,113,E1,3,44956.87610619469,45197.0,106.95377407600208,12085.776470588235,9496.111920874546,1073060.6470588236,0.8141592920353983,273023,2416.1327433628317,365.2654867256637,6.619271251039095,2416.1327433628317,22.590439320504125,0.06184662975692225,E1,1,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,0.0660377358490566,-0.023580773856097324,-0.009599100355781657,-0.02871610201186007,0.0,0.2548918526464985,0.46049738372514964,0.3900780424158354
FOR -> REC,2024,2,2024-02-01,68,E1,2,44845.73529411765,44764.0,107.33823529411765,7299.0,9537.691176470587,648563.0,1.0,155001,2279.426470588235,353.08235294117645,6.4552743252060845,2279.426470588235,21.235922729140977,0.06014438997657547,E1,1,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,-0.3584905660377358,-0.025994643215367996,-0.006038957297815329,-0.024463281300891752,0.0,0.22380105756016472,0.3729263582204523,0.35181813802190254
FOR -> REC,2024,3,2024-03-01,66,A320,3,51981.969696969696,51701.0,105.92424242424242,6991.0,9625.287878787878,635269.0,1.0,142845,2164.318181818182,354.5090909090909,6.106421718480792,2164.318181818182,20.432699184666,0.05763660145433531,E2,2,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,-0.37735849056603776,0.12899736416421417,-0.019132649619694405,-0.01550369160917619,1.0,0.1576650318027461,0.32099705004682233,0.2954525482801538
FOR -> REC,2024,4,2024-04-01,81,E1,3,43832.87654320987,44326.0,106.14814814814815,8598.0,9463.567901234568,766549.0,1.0,187649,2316.6543209876545,355.57654320987655,6.508979743440835,2316.6543209876545,21.8247266806234,0.06137842075747249,E1,1,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,-0.2358490566037736,-0.04799294121584181,-0.017059263876110047,-0.03204477826541554,0.0,0.23398261520145067,0.4109931978452391,0.3795544770743666
FOR -> REC,2024,5,2024-05-01,103,E1,3,44053.94174757282,44081.0,106.25779554540263,10944.552941176471,9483.907709880068,976842.4941176471,0.9611650485436893,226874,2202.660194174757,349.726213592233,6.29811262235418,2202.660194174757,20.72939856194916,0.05927321932498553,E1,1,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,-0.02830188679245283,-0.04319162194131001,-0.01604391980038521,-0.029964376434629764,0.0,0.19400609479504996,0.34017899946033503,0.3322375206344735
FOR -> REC,2024,6,2024-06-01,99,E1,3,44032.16161616162,44878.0,105.02376708259061,10397.35294117647,9351.009031491385,925749.8941176471,0.9696969696969697,220903,2231.343434343434,352.27373737373733,6.331432853083935,2231.343434343434,21.246080733218296,0.06031128204904392,E1,1,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,-0.0660377358490566,-0.04366466501947233,-0.027471126650394122,-0.043557555143810815,0.0,0.20032299653321445,0.3735830846421172,0.35556923984108774
FOR -> REC,2024,7,2024-07-01,106,E1,4,43398.79245283019,44305.5,105.29578246392896,11161.35294117647,9381.474472807991,994436.2941176471,0.8867924528301887,238052,2245.7735849056603,351.4688679245283,6.388645067007782,2245.7735849056603,21.32823872290414,0.06068315196407097,E1,1,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,0.0,-0.0574208216274772,-0.02495224145235403,-0.040441480602726725,0.0,0.2111693780157127,0.37889469134820647,0.3639274673717686
FOR -> REC,2024,8,2024-08-01,81,E1,2,42913.98765432099,44014.0,105.55555555555556,8550.0,9381.143209876544,759872.6,0.9876543209876543,176982,2184.962962962963,350.47037037037035,6.231666535233461,2184.962962962963,20.699649122807017,0.05906247966392145,E1,1,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,-0.2358490566037736,-0.06795030603989559,-0.022546720881686567,-0.040475362927829515,0.0,0.18140914111152462,0.33825566466290347,0.327500891061242
FOR -> REC,2024,9,2024-09-01,124,E2,4,50510.25806451613,51554.5,119.5175521821632,14820.176470588236,10725.948766603417,1330017.6470588236,0.9919354838709677,221880,1789.3548387096773,349.5185483870968,5.121478662468484,1789.3548387096773,14.97148164465772,0.042834584069274026,E2,2,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,0.16981132075471697,0.09703323191728336,0.10674253645668,0.09707440418290755,1.0,-0.02906202158950794,-0.03207682408082773,-0.0372407517638662
FOR -> REC,2024,10,2024-10-01,112,E2,4,49511.83928571428,51402.5,120.15645604395604,13457.523076923077,10698.1885989011,1198197.1230769232,0.9732142857142857,201070,1795.267857142857,353.4214285714285,5.081074592909438,1795.267857142857,14.94108528372463,0.04227555002569673,E2,2,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,0.05660377358490566,0.07534855593885369,0.11265883969116094,0.09423503117220838,1.0,-0.03672188863234141,-0.034041983101761354,-0.04980572017029349
FOR -> REC,2024,11,2024-11-01,83,E2,4,52223.25301204819,53049.0,119.81927710843374,9945.0,10758.10843373494,892923.0,1.0,152387,1835.987951807229,355.9144578313253,5.159709993412541,1835.987951807229,15.322976370035194,0.04305241339000914,E2,2,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,-0.2169811320754717,0.13423780096044247,0.10953653452738928,0.10036376798882937,1.0,-0.021814065749958766,-0.009352293604740686,-0.03234477348763121
FOR -> REC,2024,12,2024-12-01,121,E2,3,45325.223140495866,49515.0,112.35683033543997,13595.176470588236,10043.377248420029,1215248.6470588236,0.9917355371900827,198262,1638.5289256198348,348.46446280991734,4.700227019729549,1638.5289256198348,14.583260498965895,0.04185006523009742,E1,1,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,0.14150943396226415,-0.015580637784917018,0.04043365282572849,0.027259438820137608,0.0,-0.10892357044264796,-0.05717575905705275,-0.0593690071928688
FOR -> REC,2025,1,2025-01-01,106,E2,4,49656.58490566038,52033.5,115.66204217536071,12260.176470588236,10367.119311875695,1098914.6470588236,0.9905660377358491,200634,1892.7735849056603,359.3103773584906,5.287104236859034,1892.7735849056603,16.364691036977685,0.0455447214112893,E2,2,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,0.0,0.07849228874363391,0.0710401910994136,0.06037251246080546,1.0,0.00233753525143135,0.05799573465058907,0.023672873212521216
FOR -> REC,2025,2,2025-02-01,118,E2,3,52629.5593220339,52710.5,121.47457627118644,14334.0,10885.822033898305,1284527.0,1.0,216199,1832.1949152542372,348.8728813559322,5.250597039267093,1832.1949152542372,15.082949630249756,0.0432333679007329,E2,2,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,0.11320754716981132,0.14306237524439644,0.12486474331790487,0.11342660511905427,1.0,-0.004583556676005731,-0.024870293078196135,-0.028277601306675886
FOR -> REC,2025,3,2025-03-01,122,E2,2,53047.94262295082,52456.5,124.23770491803279,15157.0,11173.33606557377,1363147.0,1.0,226739,1858.516393442623,353.0475409836066,5.274774266068755,1858.516393442623,14.959358712146203,0.0423720801750063,E2,2,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,0.1509433962264151,0.15214924991842518,0.15045154585303272,0.14283419337611367,1.0,0.0,-0.032860585342171435,-0.047636087944354207
FOR -> REC,2025,4,2025-04-01,114,E2,3,51797.63157894737,52176.0,121.04385964912281,13799.0,11009.728070175439,1255109.0,1.0,209053,1833.798245614035,350.1535087719298,5.238429391510694,1833.798245614035,15.149865932313936,0.04326635476379504,E2,2,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,0.07547169811320754,0.12499372115923713,0.12087627134794518,0.12609999596599275,1.0,-0.006890318471419397,-0.020544078669227445,-0.02753618153633297
FOR -> REC,2025,5,2025-05-01,88,E2,5,48860.420454545456,51058.0,114.52272727272727,10078.0,10376.863636363636,913164.0,1.0,172198,1956.7954545454545,348.1806818181818,5.618615483125644,1956.7954545454545,17.086525104187338,0.049073730957623414,E2,2,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,-0.16981132075471697,0.061200378260249634,0.06049003974389065,0.06136918410397596,1.0,0.06518595862361903,0.104663121312986,0.10299164452011797
FOR -> REC,2025,6,2025-06-01,104,E2,4,46042.596153846156,52186.5,107.99038461538461,11231.0,9776.865384615385,1016794.0,1.0,173717,1670.3557692307693,347.65384615384613,4.8033600057515375,1670.3557692307693,15.467634226693972,0.04449148024051812,E1,1,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,-0.018867924528301886,0.0,0.0,0.0,0.0,-0.08937145677488088,0.0,0.0
FOR -> REC,2025,7,2025-07-01,114,E2,4,45094.254385964916,52260.5,105.92105263157895,12075.0,9559.254385964912,1089755.0,1.0,185700,1628.9473684210527,348.1763157894737,4.673054735947173,1628.9473684210527,15.378881987577639,0.04416981078309918,E1,1,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,0.07547169811320754,-0.020597052449268127,-0.019162187366733995,-0.022257747252294117,0.0,-0.11407493473081622,-0.005737932369978412,-0.0072299113376317215
FOR -> REC,2025,8,2025-08-01,103,E2,3,45060.87378640777,52362.0,105.51456310679612,10868.0,9492.281553398057,977705.0,1.0,169391,1644.5728155339805,346.86407766990294,4.739406897118214,1644.5728155339805,15.586216415163783,0.04493465140543201,E1,1,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,-0.02830188679245283,-0.021322046310292126,-0.022926314388140287,-0.029107880698157187,0.0,-0.10149578767653046,0.00766647224338689,0.009960809631824767
FOR -> REC,2025,9,2025-09-01,107,E2,3,44691.7570093458,51480.0,105.6822429906542,11308.0,9540.467289719627,1020830.0,1.0,171473,1602.5514018691588,346.44299065420563,4.627445627150701,1602.5514018691588,15.16386628935267,0.04377016334121231,E1,1,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,0.009433962264150943,-0.029338900438773716,-0.021373584629326214,-0.0241793341317502,0.0,-0.1227215812972605,-0.01963893979449428,-0.01621247248701137
FOR -> REC,2025,10,2025-10-01,107,E2,3,49898.14953271028,52236.0,115.57943925233644,12367.0,10524.009345794393,1126069.0,1.0,187208,1749.607476635514,346.52803738317755,5.046997425017812,1749.607476635514,15.137705183148702,0.04368392611882658,E2,2,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,0.009433962264150943,0.08373883535978788,0.07027528111859943,0.07641958151072574,1.0,-0.04318229170794512,-0.02133028481989058,-0.018150758691910327
FOR -> REC,2025,11,2025-11-01,40,E2,2,55173.475,52575.5,128.775,5151.0,11844.925,473797.0,1.0,78270,1956.75,348.74,5.608354722390634,1956.75,15.195107746068725,0.04357145078301521,E2,2,106.0,99.1304347826087,46042.596153846156,107.99038461538461,9776.865384615385,1.0,5.274774266068755,15.467634226693972,0.04449148024051812,-0.6226415094339622,0.19831372704623426,0.1924672780696288,0.21152583512491213,1.0,0.06324070746832038,-0.0176191443779374,-0.020678778330801437
FOR -> VCP,2024,1,2024-01-01,52,A320,3,74218.84615384616,72400.5,154.4341346153846,8030.575,13566.66131993007,705466.3886363637,0.5961538461538461,380400,7315.384615384615,1305.3557692307693,5.603247159348935,7315.384615384615,47.36896174931434,0.03628816209793006,A321,4,50.0,49.08695652173913,73066.2,168.93478260869566,15117.130434782608,4.0,5.589308684854161,42.43404746901911,0.0329591571380657,0.04,0.01577536745918303,-0.08583577502152982,-0.10256371879183528,0.0,0.0024937743253551203,0.11629610123564528,0.10100394697349746
FOR -> VCP,2024,2,2024-02-01,43,A321,4,75152.0,79189.0,163.44302325581396,7028.05,14382.188239957717,618434.0943181819,0.6744186046511628,324576,7548.279069767442,1306.2325581395348,5.777483191247821,7548.279069767442,46.18293836839521,0.03535583160947505,A321,4,50.0,49.08695652173913,73066.2,168.93478260869566,15117.130434782608,4.0,5.589308684854161,42.43404746901911,0.0329591571380657,-0.14,0.02854671517062613,-0.03250816242858812,-0.04861651475427385,0.0,0.033666865976390487,0.08834629555696158,0.07271649761459907
