Route,Year,Month,MonthStart,Flights,PrimaryAircraft,DistinctAircraft,AvgTOW_kg,MedianTOW_kg,AvgPassengers,TotalPassengerProxy,AvgPayloadKg,TotalPayloadKg,ExactLoadJoinShare,FuelBurnKg,AvgFuelBurnKg,AvgDistanceNM,AvgFuelPerNM,FuelPerFlightKg,FuelPerPassengerProxy,FuelPerPassengerNMProxy,TowRegime,TowRegimeRank,MedianMonthlyFlights,AvgMonthlyFlights,MedianRouteTOW_kg,MedianRoutePassengers,MedianRoutePayloadKg,MedianTowRegimeRank,MedianFuelPerNM,MedianFuelPerPassengerProxy,MedianFuelPerPassengerNMProxy,FlightsPctVsMedian,TowPctVsMedian,PassengerPctVsMedian,PayloadPctVsMedian,RegimeShiftVsMedian,FuelPerNMPctVsMedian,FuelPerPassengerPctVsMedian,FuelPerPassengerNMPctVsMedian
MGF -> VCP,2024,5,2024-05-01,43,E1,4,42896.09302325582,44399.0,84.09302325581395,3616.0,7303.029069767442,314030.25,0.9767441860465116,77240,1796.2790697674418,305.85348837209307,5.865922316356058,1796.2790697674418,21.36061946902655,0.06983938480714595,E1,1,68.0,66.69565217391305,26858.836734693876,69.87755102040816,6012.818181818182,0.0,3.446783672954469,14.921710680065436,0.05033980815920908,-0.36764705882352944,0.5970942244064661,0.20343403607911315,0.2145767340596885,1.0,0.7018539232338836,0.431512775379242,0.3873589781324911
MGF -> VCP,2024,6,2024-06-01,67,E1,4,39117.80597014925,43882.0,78.41044776119404,5253.5,6772.742537313433,453773.75,0.9402985074626866,105748,1578.3283582089553,300.43283582089555,5.250163132151473,1578.3283582089553,20.129056819263347,0.06700018912467803,E1,1,68.0,66.69565217391305,26858.836734693876,69.87755102040816,6012.818181818182,0.0,3.446783672954469,14.921710680065436,0.05033980815920908,-0.014705882352941176,0.45642219566494935,0.1221121320965268,0.12638405694573351,1.0,0.5232064528294595,0.3489778250529031,0.3309583722047047
MGF -> VCP,2024,7,2024-07-01,74,E1,4,43318.40540540541,44293.5,79.36824324324324,5873.25,6863.516891891892,507900.25,0.8513513513513513,119013,1608.2837837837837,294.10945945945946,5.4715539998226745,1608.2837837837837,20.263567871280806,0.06889804873506278,E1,1,68.0,66.69565217391305,26858.836734693876,69.87755102040816,6012.818181818182,0.0,3.446783672954469,14.921710680065436,0.05033980815920908,0.08823529411764706,0.6128176299404103,0.13581890155342258,0.1414808637730123,1.0,0.5874375995092954,0.3579922775444098,0.36865934246629983
MGF -> VCP,2024,8,2024-08-01,62,E1,4,43194.93548387097,44202.0,85.42338709677419,5296.25,7409.9637096774195,459417.75,0.9516129032258065,110464,1781.6774193548388,298.93387096774194,5.96116525067267,1781.6774193548388,20.857021477460467,0.06977135581839489,E1,1,68.0,66.69565217391305,26858.836734693876,69.87755102040816,6012.818181818182,0.0,3.446783672954469,14.921710680065436,0.05033980815920908,-0.08823529411764706,0.6082206355599743,0.22247253730780825,0.23236118000108272,1.0,0.7294863316916422,0.3977634283798487,0.3860075826616162
MGF -> VCP,2024,9,2024-09-01,68,E1,4,42664.94117647059,44300.5,80.81433823529412,5495.375,7030.32169117647,478061.875,0.9411764705882353,122916,1807.5882352941176,299.11470588235295,6.035405291686837,1807.5882352941176,22.367172394968495,0.07477790946114798,E1,1,68.0,66.69565217391305,26858.836734693876,69.87755102040816,6012.818181818182,0.0,3.446783672954469,14.921710680065436,0.05033980815920908,0.0,0.5884880494976829,0.156513602082188,0.16922239764958455,1.0,0.7510252642323466,0.4989683739713421,0.4854627420241417
MGF -> VCP,2024,10,2024-10-01,80,ATR,3,23082.1375,21868.0,66.759375,5340.75,5785.7125,462857.0,0.975,71142,889.275,293.51,3.0210531744608606,889.275,13.320601039179891,0.04538380647739392,ATR,0,68.0,66.69565217391305,26858.836734693876,69.87755102040816,6012.818181818182,0.0,3.446783672954469,14.921710680065436,0.05033980815920908,0.17647058823529413,-0.1406129115716865,-0.04462343019859804,-0.03777025596831021,0.0,-0.12351529393450046,-0.1073006758551174,-0.09845094494879433
MGF -> VCP,2024,11,2024-11-01,64,E1,4,36585.0625,43592.5,76.185546875,4875.875,6637.658203125,424810.125,0.890625,96348,1505.4375,296.11875,5.058910729068562,1505.4375,19.760145614889634,0.06673047760362907,E1,1,68.0,66.69565217391305,26858.836734693876,69.87755102040816,6012.818181818182,0.0,3.446783672954469,14.921710680065436,0.05033980815920908,-0.058823529411764705,0.36212386490821635,0.09027213693779207,0.10391799692134981,1.0,0.46771924468710013,0.3242547076916639,0.3256005543879195
MGF -> VCP,2024,12,2024-12-01,74,ATR,3,23272.91891891892,21918.0,66.64864864864865,4932.0,5752.415540540541,425678.75,0.9864864864864865,67148,907.4054054054054,303.8972972972973,2.9599020648139764,907.4054054054054,13.614760746147608,0.04480053250631094,ATR,0,68.0,66.69565217391305,26858.836734693876,69.87755102040816,6012.818181818182,0.0,3.446783672954469,14.921710680065436,0.05033980815920908,0.08823529411764706,-0.13350979609414668,-0.04620800707249309,-0.043307918750155765,0.0,-0.14125679309695513,-0.0875871380929426,-0.1100376790348335
MGF -> VCP,2025,1,2025-01-01,79,ATR,1,21440.87341772152,21713.0,64.44303797468355,5091.0,5614.784810126583,443568.0,1.0,64682,818.7594936708861,299.27848101265823,2.735040756898239,818.7594936708861,12.705165979178943,0.042452654585083814,ATR,0,68.0,66.69565217391305,26858.836734693876,69.87755102040816,6012.818181818182,0.0,3.446783672954469,14.921710680065436,0.05033980815920908,0.16176470588235295,-0.20171995423665945,-0.07777194487164314,-0.06619747340692751,0.0,-0.2064948031525714,-0.14854494557702902,-0.1566782604570257
MGF -> VCP,2025,2,2025-02-01,66,ATR,4,24193.5,21818.5,64.83333333333333,4279.0,5648.030303030303,372770.0,1.0,63850,967.4242424242424,296.419696969697,3.263936461360136,967.4242424242424,14.921710680065436,0.05033980815920908,ATR,0,68.0,66.69565217391305,26858.836734693876,69.87755102040816,6012.818181818182,0.0,3.446783672954469,14.921710680065436,0.05033980815920908,-0.029411764705882353,-0.09923500265560753,-0.07218652647975084,-0.06066837009822453,0.0,-0.05304864736045426,0.0,0.0
MGF -> VCP,2025,3,2025-03-01,53,ATR,3,22667.528301886792,21761.0,65.43396226415095,3468.0,5679.377358490566,301007.0,1.0,45835,864.811320754717,293.97169811320754,2.941418514163109,864.811320754717,13.216551326412919,0.044958584146842825,ATR,0,68.0,66.69565217391305,26858.836734693876,69.87755102040816,6012.818181818182,0.0,3.446783672954469,14.921710680065436,0.05033980815920908,-0.22058823529411764,-0.15604951451203847,-0.0635910774113912,-0.055454998512326374,0.0,-0.14661934334804877,-0.11427371768643885,-0.10689798410329908
MGF -> VCP,2025,4,2025-04-01,78,ATR,2,22417.78205128205,21647.0,66.57692307692308,5193.0,5752.538461538462,448698.0,1.0,66310,850.1282051282051,293.4089743589744,2.8903633234357793,850.1282051282051,12.769112266512613,0.04351984220799635,ATR,0,68.0,66.69565217391305,26858.836734693876,69.87755102040816,6012.818181818182,0.0,3.446783672954469,14.921710680065436,0.05033980815920908,0.14705882352941177,-0.16534799058051766,-0.047234453630481614,-0.04328747559119035,0.0,-0.16143175850712574,-0.14425949274224795,-0.1354785844563275
