Route,Recommendation,Months,TotalFlights,AvgPriorityScore,MaxPriorityScore,AvgPassengers,AvgTOW_kg,E2FuelAdvantage,AvgFuelPerNM,EstimatedFuelSavedKg
CNF -> REC,Maintain current aircraft assignment,23,2985,17.749187710664668,25.18311948667983,137.20453976926646,64018.32100011757,0.2409789508802733,4.909147510930166,65167.77712703841
IMP -> CNF,Maintain current aircraft assignment,22,393,20.480154315565215,39.23156626989834,107.16150141821934,51429.40615123587,0.20778100645909003,4.687994555894161,64619.87505559478
VCP -> SJP,Maintain current aircraft assignment,23,2471,15.350190647345116,24.74085382883983,55.574108613632156,21826.11363790361,0.1938344196012909,3.147636178674331,63859.21641853761
GIG -> REC,Maintain current aircraft assignment,23,2280,10.609846386070995,24.84291742348136,152.3758864247529,65827.44157319986,0.12238195705802267,4.933498861757045,63489.31216915535
CWB -> CNF,Maintain current aircraft assignment,23,1179,15.715896242026407,28.884819679406675,116.06606238708531,52162.46689638827,0.2001636613234446,4.684082050987015,62630.783030673054
UDI -> CNF,Maintain current aircraft assignment,23,2198,16.506484493496593,23.499948231261307,59.958109488221375,21979.535851591725,0.20329774829879957,2.9047068288944375,62483.55857044629
AJU -> REC,Maintain current aircraft assignment,23,1618,19.885199907785765,41.0487357293113,59.761624474497744,22399.803072347255,0.21233186999832565,3.1329804641114234,61712.54427133876
VCP -> PNZ,Maintain current aircraft assignment,23,404,19.704368386688532,39.862727003899536,121.55795793566384,56288.30534717083,0.2212219645105077,4.5951770586331016,61472.257471759396
MGF -> VCP,Maintain current aircraft assignment,23,1534,23.007425714919965,34.64438624554696,74.2104449329573,31391.913342331754,0.18345714131671118,4.116499457713004,61096.51428583139
VCP -> CAC,Maintain current aircraft assignment,23,655,15.925701440047217,27.94731953265451,106.54487433201379,47025.81374843599,0.18522334802380253,5.693919142926334,60884.88865000859
REC -> PNZ,Maintain current aircraft assignment,21,771,21.69902110005064,45.66967620709127,76.39597167624426,35709.86856408994,0.17140141938112305,4.478664518198155,59839.50182607548
SJP -> VCP,Maintain current aircraft assignment,23,2464,14.789888491344911,25.55291530113537,57.04772090251318,21217.867165990385,0.18925636947067326,3.0086056762557654,59601.50578903845
REC -> CGH,Maintain current aircraft assignment,23,2281,1.5146932357378504,6.051517843263546,157.04260981725471,69186.7806113393,-0.006993082928235051,5.403771626330207,59569.24284429695
FLN -> CNF,Maintain current aircraft assignment,23,777,15.450558670412093,27.468879836768906,112.50745750252598,53027.0276198905,0.19849838975953402,4.643472495119232,58772.28142604683
VCP -> RAO,Maintain current aircraft assignment,23,2412,14.49983942979868,20.502626107022014,57.34066713125419,22025.580791491207,0.19614985497899629,3.3277858540066374,57609.44254698848
VCP -> REC,Maintain current aircraft assignment,23,3166,12.021406991395077,17.829539455569115,172.7094587901132,74057.4933213167,0.14536487797628375,5.405554784612067,57384.694182148836
CWB -> VCP,Maintain current aircraft assignment,23,3589,13.924725149586292,23.911511856578002,108.88276772547405,48667.559259678084,0.1788749918483165,6.328190267722609,56926.76008640834
CNF -> FLN,Maintain current aircraft assignment,22,524,16.662887443148524,25.629134697715457,116.0347276567601,53906.49753879924,0.21561126640470613,4.911230617855652,53235.138926260515
CGB -> VCP,Maintain current aircraft assignment,23,2182,14.848401682204175,21.275578429193487,134.7196842468925,60704.98199062511,0.2042493312082076,5.086616966098478,52584.489737668715
IGU -> VCP,Maintain current aircraft assignment,23,1083,12.71170565665753,31.388131159029463,142.95274333710242,62292.09112761584,0.15938023273656163,5.5936456826892105,50516.30427365289
BEL -> CNF,Maintain current aircraft assignment,23,1325,3.722589801194064,11.667884481635136,139.22376865109277,67263.95712970046,,5.151342354991439,48986.13942233233
CNF -> MAB,Maintain current aircraft assignment,23,420,17.846670170562007,28.448587618702255,126.47816010281188,62245.042054417856,0.2173140952263115,4.865116341067488,48908.28538309692
FOR -> REC,Maintain current aircraft assignment,23,2280,16.674897786128415,23.000925289306117,112.46743518013746,47806.09388550282,0.19690174790690113,5.529149313677108,48235.3109050838
GIG -> VCP,Maintain current aircraft assignment,22,1408,16.375424357874227,37.80187203915719,103.1282846290585,47409.85607175075,0.1968743287302648,6.5270840266909795,46588.27030406465
FEN -> REC,Maintain current aircraft assignment,23,2814,30.972373058918425,66.69518438308934,80.38860232581028,29501.00859323545,0.19851148218401715,3.4797894968987935,46529.05961859819
MAB -> CNF,Maintain current aircraft assignment,23,471,18.0691544511332,27.102844117129337,131.8705106666071,59414.49876142989,0.2210079564153606,4.8262084012130995,46316.58296793363
JDO -> VCP,Maintain current aircraft assignment,21,420,20.04504252042628,31.937810035068086,123.66895587212925,59433.9244293793,0.21435433390791164,4.833075202125441,46136.51354325813
CNF -> PVH,Maintain current aircraft assignment,23,481,18.965149413150403,26.962546256094615,153.72989582360427,72978.16977340495,0.26376971032884966,5.403090191671224,45925.4706122336
REC -> FEN,Maintain current aircraft assignment,23,2796,30.943766091606445,73.21005602157807,79.17925153794657,30574.5082631211,0.16616346245940575,3.7164237206088377,45827.65658628817
PNZ -> REC,Maintain current aircraft assignment,20,759,24.300454053384442,42.3708784592771,80.38814405050363,35035.262775014286,0.23071545519566078,4.400069925741688,45817.255928430684
REC -> BEL,Maintain current aircraft assignment,23,1154,15.424835081560097,25.308094138916047,138.43197311051105,66895.74931607782,0.1956110927914579,5.229546461311928,45534.55112707147
VCP -> JDO,Maintain current aircraft assignment,22,396,20.127411887647337,32.05530852913734,128.5628013100239,60202.162729538155,0.21238834533200993,4.558876136207406,45295.02628922655
VCP -> SSA,Maintain current aircraft assignment,23,2177,15.561563199748269,21.93701352041237,142.38406368666182,63485.980736009966,0.20131214594714267,5.049786228128366,43949.876438568375
THE -> REC,Maintain current aircraft assignment,22,744,17.754682755222404,29.315201626906084,135.62069068021862,57985.52324301284,0.19692002711510137,5.474646394835045,43722.10113130167
SDU -> VCP,Maintain current aircraft assignment,20,2910,16.356768786009702,28.716074981139837,91.90875673626937,43471.162663850046,0.18961071545767644,6.872194796959266,43487.538311017306
CNF -> RBR,Maintain current aircraft assignment,15,314,2.3304475655004477,7.291666666666667,145.0,73183.85195596406,,5.4087540317229905,42967.889467957095
CNF -> CGB,Maintain current aircraft assignment,20,673,17.32370928740557,26.19541513215273,120.4127211150666,60795.42412268584,0.21571759498130333,5.420664767847255,42444.276750893594
SDU -> CNF,Current seasonal upgauge appears effective,4,482,34.81695052159852,37.81908656393395,106.74256090372575,48280.055562936504,0.19902069277019768,5.9411335101956535,41999.50775131433
VDC -> CNF,Maintain current aircraft assignment,21,565,18.82524828261317,28.942120439849045,82.07965351949277,41160.27536961078,0.17989953819501495,4.940739686932463,41612.66973321591
PVH -> CNF,Maintain current aircraft assignment,23,499,2.692029318178354,8.140249550107985,154.0515770195124,68898.14880415214,,4.972043402742769,40812.10611516034
IOS -> VCP,Maintain current aircraft assignment,23,581,15.45829513963127,40.52540566525762,139.09118304440665,60046.77899231292,0.18542342775429366,5.281641540606453,39636.85926117777
VCP -> IOS,Maintain current aircraft assignment,22,496,16.966799804592306,36.18245222747284,135.8796697041291,62257.9698486034,0.2053135977306079,5.029450263782815,39081.311277610235
BSB -> REC,Maintain current aircraft assignment,23,1320,2.9752399051456773,9.993986834052555,147.0512723757697,64249.70786037519,,4.8854034574655305,38453.27522873902
PNZ -> VCP,Maintain current aircraft assignment,21,310,17.76492080830093,42.22318663833144,125.11318426360442,56808.59419515281,0.20536404350607795,4.964096901523597,38283.744786897136
REC -> GYN,Maintain current aircraft assignment,23,1319,17.662170824134943,32.19008623393898,153.1321153986834,68324.73314613946,0.21900477376709146,5.381874755502307,36508.4114750635
GIG -> CNF,E1 -> E2 review candidate,1,119,35.64999724796108,35.64999724796108,109.00840336134453,46457.57142857143,0.2051282069348849,6.827787410791369,36171.90909800487
REC -> THE,Maintain current aircraft assignment,21,699,17.607658624363914,31.502548670979294,124.80617310081405,60249.99650173201,0.17868831118298825,5.601761909001171,36094.486506040164
BPS -> VCP,Maintain current aircraft assignment,20,802,16.88285726068527,49.80365780941733,145.4525338946231,61727.29036789927,0.1818271898880796,5.5437948919261775,36055.52772474118
REC -> BSB,Maintain current aircraft assignment,23,1330,2.2398336451086918,10.743069247108085,149.5363516123298,68825.87007082006,,5.5112705753219835,34984.02497750557
CNF -> MOC,Maintain current aircraft assignment,23,2257,2.5561259414812016,10.213483882874582,55.335478888459825,21253.52835946093,,2.9796413056983426,34931.012586565565
MOC -> CNF,Maintain current aircraft assignment,23,2244,2.773670164175229,10.079386904071974,55.825741052495886,20656.2954381534,,2.979879550210784,34481.74669688172
VCP -> SDU,Maintain current aircraft assignment,21,2540,21.24721415022441,35.60823296177854,101.0006319743614,44325.39425711298,0.22663563782528737,6.43497983150416,34276.44158737607
VCP -> CWB,Maintain current aircraft assignment,23,2432,17.421094067498785,27.041138625082628,105.56778052833296,46207.12021078964,0.21121402935677286,6.45603243354813,34249.25920022052
CNF -> NAT,Maintain current aircraft assignment,23,756,19.370959939937165,32.18043896873978,151.66539886025205,66447.0365431857,0.26017442821340875,4.981353545888041,33844.18263026821
REC -> NAT,Maintain current aircraft assignment,23,2045,17.98973412851896,41.77799494738204,59.36207164646443,22192.40337158612,0.1805260455755335,3.1731578007173464,33744.8161539896
SSA -> CNF,Maintain current aircraft assignment,23,2180,13.470235794175045,22.588279758412277,133.28703659954428,58086.25784152544,0.1845042887827851,5.450965572131583,33737.547080090786
CGH -> REC,Maintain current aircraft assignment,23,2279,10.70541974085276,13.614128585624119,151.27812736019007,66301.25662055504,0.159594450786043,4.804841363921674,33358.01172994523
PMW -> VCP,Maintain current aircraft assignment,23,471,15.107904472604302,26.810114408226504,130.46971646579877,60044.727404418394,0.1916547732206806,5.118642430156504,32033.483076114906
CGH -> CNF,Maintain current aircraft assignment,23,3489,15.788692223041796,27.72507798015824,106.45833847174372,47451.978342690665,0.18556948148748584,6.0045800492894505,31865.883247135924
ROO -> VCP,Maintain current aircraft assignment,23,356,15.176434890499262,26.459149456882436,88.28219664391628,45980.627662391424,0.19625791269821244,4.676493837499665,30815.576936611
CNF -> BEL,Maintain current aircraft assignment,23,1345,3.0060215363079097,11.083333333333332,129.4579845389976,67573.91848655103,,5.036730464563063,30202.50171881594
BEL -> REC,Maintain current aircraft assignment,23,1144,14.498210714018478,23.102260507621068,139.10530791809168,63561.34588402054,0.1826567227460654,5.021962103615415,29445.08523677675
REC -> FOR,Maintain current aircraft assignment,23,2312,13.404987805001294,19.315456110879524,111.1917348116598,48998.29848257553,0.15817967062492472,5.5234649314607696,29302.355380691424
POA -> REC,Maintain current aircraft assignment,17,450,15.781981529453684,40.833333333333336,129.93820582891317,60788.152356168364,,4.240361294541912,29097.228579590123
CNF -> SLZ,Maintain current aircraft assignment,23,499,17.67752558055418,26.052294505688575,140.85133907331107,67176.0748580602,0.2485988478220823,5.0390782690923,29021.60078731776
CNF -> MAO,Maintain current aircraft assignment,17,388,8.027246893683744,13.122709204568984,141.3267500529671,71648.77766408921,0.09081583643109536,5.197872388924838,28864.41395673593
VCP -> NAT,Maintain current aircraft assignment,23,628,16.703182337367704,37.464835985027136,157.33901422148526,68709.84707615775,0.19688773708619053,4.9515830794540605,28665.682014193655
VCP -> CGB,Maintain current aircraft assignment,23,2094,13.671395124679197,22.134073640047404,132.23330791112056,64437.33620983672,0.19220951904085232,5.579769026978218,28441.878476181566
GYN -> REC,Maintain current aircraft assignment,23,1302,18.19975983488131,29.83080606169556,149.67262676058164,64437.844890017484,0.226346767694926,4.833391036893517,28111.95549917803
NAT -> REC,Maintain current aircraft assignment,23,2022,21.493697603658667,44.837920506273825,63.106765593653016,21701.60050671783,0.24660425415087178,3.2562828495940597,27290.39078988875
NAT -> VCP,Maintain current aircraft assignment,23,665,19.99940999610096,41.181293291344154,154.74344920470753,69634.18946562713,0.22810370014538198,5.357810244050428,27190.916297770855
SLZ -> REC,Maintain current aircraft assignment,23,903,13.931432158485988,22.872921924045478,141.41091231289357,62612.86362836262,0.1867709209563135,5.279309010467373,26986.371348386616
SMT -> CNF,Maintain current aircraft assignment,9,149,15.38017780440569,19.750935327535615,85.19988575211352,49142.798900191956,0.19019654710108866,4.377562851997042,26741.62291825209
CNF -> SMT,Maintain current aircraft assignment,9,86,19.267391382445034,34.60418530414834,87.90757953012854,51227.97054579408,0.2501099075338377,4.876283171346237,26508.862946847494
RBR -> CNF,Maintain current aircraft assignment,14,280,2.854563697428961,10.151923825699589,151.93896693292703,69238.22508943948,,4.85708461487606,26393.580581547714
CNF -> SDU,Maintain current aircraft assignment,23,1645,19.52323287294368,32.086205510306094,99.40868419426806,45325.67910949183,0.22494513997234805,6.89044674979619,26201.10953308788
REC -> SLZ,Maintain current aircraft assignment,23,896,12.96883914880043,20.459023111805053,139.54052164691655,66346.24197289698,0.18398803343718625,5.489505986309736,25856.259634445298
VCP -> MCZ,Maintain current aircraft assignment,23,1006,18.738097406316907,47.69758586713559,155.88560352027497,65469.3165499986,0.21129177977476565,4.834870421975469,25696.967009999214
MAO -> CNF,Maintain current aircraft assignment,18,400,14.196429419915544,21.666761085285724,158.6562657789741,69527.02911814493,0.18529867853290183,5.082397667250943,25052.691001536783
VIX -> CNF,Maintain current aircraft assignment,23,1999,16.01267712217155,28.743866386762345,96.48352614754727,45340.67076680297,0.18460242257429704,6.856724519701175,23401.180793410265
SDU -> CNF,Maintain current aircraft assignment,19,1413,14.91270752384628,21.32756893493842,92.18370887380752,42935.3998037558,0.19902069277019768,6.956508099681431,23145.32756248725
CPV -> CNF,Maintain current aircraft assignment,23,368,18.991057832695912,33.50217104995711,108.48891294314636,55909.879312763944,0.1618657333519622,4.6095089880587,22554.369623507006
JPA -> CNF,Maintain current aircraft assignment,20,476,19.803799585868916,46.09197758946408,148.40870294863603,63728.34648700287,0.2027940009743558,5.137215605914223,22253.99580329732
VCP -> ARU,Maintain current aircraft assignment,23,728,8.677596204892273,35.0,55.977598901904074,21701.489972641823,,3.0877228297533623,21901.54332128091
REC -> MVD,Maintain current aircraft assignment,23,163,8.177126425768297,20.35748908833456,115.04287439613528,65513.04425465838,,4.803867041843657,21508.288658725833
CNF -> FOR,Maintain current aircraft assignment,23,706,20.39161746908437,41.95232434443068,154.43353464890671,67312.48037536192,0.2388225607753124,5.058548862920957,21376.42972441973
CUR -> CNF,Maintain current aircraft assignment,21,187,6.609547560796772,35.0,152.0,75414.95354394283,,5.071518159757749,21278.623756500052
CNF -> THE,Maintain current aircraft assignment,21,323,21.974020908972985,36.40525502675918,144.37218020075164,66805.9849425639,0.22408249925780716,5.106394455366786,20948.543406705485
JJG -> VCP,Maintain current aircraft assignment,15,307,19.562103728831236,35.33683405786658,56.88708088868404,27099.276413820695,0.21650182100651996,3.5176808201358924,20180.356684537586
POA -> CNF,Maintain current aircraft assignment,18,654,18.33198585773288,28.033577530311803,131.73360275845965,63826.74102362437,0.20238611781177585,4.97862495663487,20130.711901807874
AJU -> CNF,Maintain current aircraft assignment,20,471,17.046704755283187,37.00912316806847,140.46198040789187,59789.816984213176,0.19409631124751936,5.216199529606618,19880.200772475284
VCP -> UDI,Current seasonal downgauge appears effective,2,56,13.849701553164707,13.849701553164707,66.53946236559139,31022.07483870968,0.23082835921941178,4.218630955517267,19800.027784669892
CKS -> CNF,Maintain current aircraft assignment,22,635,17.187420010852808,23.353869506828694,140.3056257479217,63235.29323676238,0.24331668087941322,5.032115349105542,19254.838916391403
VCP -> SLZ,Maintain current aircraft assignment,23,494,16.728128675775494,25.91262759330934,151.06144505599974,68435.04655837652,0.22698209100631916,5.010408142044044,19212.085732819323
REC -> POA,Maintain current aircraft assignment,17,430,16.13874668821939,42.608695652173914,130.95608004811834,62565.07598588552,,4.751389562864843,19084.05753617529
VCP -> PPB,Maintain current aircraft assignment,22,1125,27.52183031104712,52.50473090299077,74.82106533336808,33022.82648242486,0.22391605768550518,5.047942833474602,18960.5042465586
SSA -> VCP,Maintain current aircraft assignment,23,2267,13.579674719890654,20.37006280261864,144.06962773703802,61980.00985258789,0.1929025700041247,5.348631739595355,18436.509837364192
VCP -> OPS,Maintain current aircraft assignment,23,472,10.838245202217712,16.305170983420183,154.42645299879706,68970.02158234383,0.15430910046262736,5.535684526365992,18387.734839862114
VCP -> POA,Maintain current aircraft assignment,19,2576,14.341768089865358,24.42073155011671,140.1610316724172,62507.523990437534,0.19510383344903334,5.897273090030115,18325.160072180784
CNF -> PMW,Maintain current aircraft assignment,21,271,21.011768912588014,48.04468733207406,107.37432463947832,51947.23809507588,0.21087581507892195,5.270015095886781,18283.660542659127
VCP -> JJG,Maintain current aircraft assignment,15,300,18.5934552901135,33.21766455997715,50.53528355984496,27760.66055693325,0.1987230755608411,3.6520978583631662,18229.449432398484
REC -> JDO,Maintain current aircraft assignment,17,352,24.93749247294807,62.52599569481801,54.034241444829675,25591.285871157826,0.22968744057263268,3.349338895152832,18114.865400041683
VIX -> REC,Maintain current aircraft assignment,23,538,0.9261499004707466,8.076923076923077,144.0121032526723,65596.06187178053,,5.106309400176136,17806.527871338312
SLZ -> VCP,Maintain current aircraft assignment,23,493,16.124499874725068,24.555103289096117,145.98766291685334,66843.6417760137,0.2327180961151678,5.125379496981971,17768.72312364655
THE -> VCP,Maintain current aircraft assignment,23,499,16.59527816051792,23.28389843019894,152.9838597447501,66585.1434199309,0.22599822882210574,5.181095212972989,17668.178458638045
RAO -> CNF,Maintain current aircraft assignment,15,639,15.253444413508726,23.323149001523383,58.49249540638765,21642.232887024635,0.18473652895814474,2.8797076022846806,17650.099698181744
VCP -> JTC,Maintain current aircraft assignment,23,944,20.502728218285476,53.12331282257262,44.51936861376793,20621.90785291364,0.20147396071132997,3.261567161019771,17602.177159162216
GIG -> CNF,Maintain current aircraft assignment,22,1622,18.03489822681925,34.3398908001453,99.35894575876833,44788.654019950176,0.2051282069348849,6.783987158833935,17589.810704719785
FOR -> CNF,Maintain current aircraft assignment,23,748,16.351564883031518,34.106962142368914,152.51203677087705,67111.15728955086,0.2082746273585812,5.285817857963951,17535.352422699638
MVD -> REC,Maintain current aircraft assignment,22,141,5.686476206882862,14.195715833504256,120.74242424242425,62520.377471139975,,4.104879846594235,17417.952168784268
PLU -> VCP,Maintain current aircraft assignment,21,62,18.61956470110705,68.57513297031085,0.0,25901.373809523808,0.15084878831173879,4.075764090182761,17292.615587623197
CNF -> CGB,Current seasonal downgauge appears effective,3,48,12.943055698878199,12.943055698878199,108.42026029526029,53608.716686091684,0.21571759498130336,5.0859926992697275,17170.62361646832
JPA -> VCP,Maintain current aircraft assignment,23,551,19.47126356464078,62.47522774188074,156.4851257409313,68116.59095699372,0.2192840987283153,5.329218081516527,16968.511517716415
VCP -> BPS,Maintain current aircraft assignment,20,834,20.05122833547453,50.99341973670646,144.20742822698637,64265.8701809681,0.1877281667829455,5.22123388052444,16902.314751150465
MCZ -> CNF,Maintain current aircraft assignment,21,947,16.821042561554396,31.092927820627807,146.9637199807825,62972.78849805697,0.19578721444500585,5.270532406811126,16837.98961502893
SLZ -> CNF,Maintain current aircraft assignment,23,514,14.273967835470108,24.171293218296952,150.6822308512396,66489.5177998824,0.1776644119591585,5.161542482498884,16534.932819353304
OPS -> VCP,Maintain current aircraft assignment,23,464,13.03750124598569,24.65982619945423,147.55049810678764,64875.21705177488,0.18877488110201493,5.148103085671486,16479.228190531732
PPB -> VCP,Maintain current aircraft assignment,22,1113,24.299130892644225,43.91723655107332,71.72648240867578,32048.956236576792,0.19934524686571475,4.69987798181421,16443.464009200896
VCP -> IGU,Maintain current aircraft assignment,22,961,14.69181250984729,24.741371745070786,144.06425502314266,61102.17107160623,0.2006319115323856,6.033260326535569,16409.374748207705
PMW -> CNF,Maintain current aircraft assignment,22,342,17.89554783381631,33.36770322297915,108.73989241369526,50144.495038320194,0.20634741561703585,5.158356836557256,16367.9667663409
JDO -> REC,Maintain current aircraft assignment,15,276,31.716580735056958,76.0566599591798,51.35154354301093,27601.58221099196,0.2544531045828213,3.9460776104907462,16352.177519109326
VCP -> VIX,Maintain current aircraft assignment,23,1772,6.970480084995917,13.947446409843426,138.4692374253143,62726.7012796739,0.06792752563414256,5.53793947606729,16033.021830962665
CNF -> CGH,Maintain current aircraft assignment,23,3028,20.035206420038286,35.18119309143196,108.85719102697992,47935.618548049875,0.20743583927315368,6.417952188687231,15892.306855476667
JTC -> VCP,Maintain current aircraft assignment,23,955,22.266415009124383,51.73781231852522,46.17532507455911,20484.21693429727,0.2041772138557622,3.1451652529627596,15496.915859148548
CNF -> POA,Maintain current aircraft assignment,19,572,18.308067017006454,36.40751660224867,148.44486629892955,65882.35646058044,0.23218517396552632,5.61497417284302,15475.737522592684
REC -> MCZ,Maintain current aircraft assignment,23,1981,17.69681083946421,35.8558488037815,55.26891129023291,21226.42223728169,0.16888262062527387,3.3049214106633023,14956.043369632527
VCP -> JPA,Maintain current aircraft assignment,23,562,18.01154449094659,54.79847719740092,152.86170458253977,66672.106475486,0.20316302575378345,4.858735824631849,14735.664927476853
CNF -> PMW,High-priority E1 -> E2 candidate,1,18,34.96829448499586,34.96829448499586,115.83333333333333,56776.055555555555,0.21087581507892195,5.7815803321957615,14580.911378040875
REC -> VIX,Maintain current aircraft assignment,23,523,1.6539310441476662,13.125,137.1824226256835,67199.10058104327,,5.48131464733629,14312.01337262819
VCP -> BPS,Current seasonal downgauge appears effective,3,55,11.263690006976729,11.263690006976729,128.15944444444446,56014.551111111105,0.1877281667829455,4.820066022314112,14033.037943337085
VCP -> CMG,Maintain current aircraft assignment,22,178,18.37950560398798,74.55582887176168,97.18097319347318,48754.82393502961,0.1658613774371275,5.523307654163678,13786.339531747759
ARU -> VCP,Maintain current aircraft assignment,23,721,8.442917626809539,27.758620689655174,56.20564074437961,20907.9622660343,,2.906041713635888,13743.413207686976
THE -> CNF,Maintain current aircraft assignment,21,371,17.960551992227625,29.454274359336907,136.85794527912174,61983.57201251339,0.1896733302574218,5.027050670451187,13616.118692690517
CNF -> RAO,Maintain current aircraft assignment,17,655,3.0525437150637487,11.731017185794801,57.88148633508121,21891.293668023885,,3.023782347743137,13486.290763030207
CNF -> CNF,Maintain current aircraft assignment,12,24,31.56169703192811,81.33562156886487,0.8152777777777778,31201.583333333332,0.2866913645510097,4.414477761542819,13406.012456551402
MCZ -> REC,Maintain current aircraft assignment,23,1967,20.426882640819077,38.20991227067758,59.80362526104925,21022.605559898544,0.22423024516169948,3.303964699354136,13194.992943155128
VCP -> ROO,Maintain current aircraft assignment,23,227,20.81523765157194,46.05725657394914,88.92404787241745,48079.89624843756,0.184287609565819,5.290343461921891,13090.569254730071
VCP -> GYN,Maintain current aircraft assignment,23,2108,15.05496633428117,28.365817462683143,140.09137149349948,61505.299097776566,0.20966869558005177,5.847584816940349,13065.133091603002
VCP -> CXJ,Maintain current aircraft assignment,22,451,2.103336637127447,11.581527454692983,141.9421777366244,65421.35632456105,,6.217896478737436,12772.77323117725
CNF -> CPV,Maintain current aircraft assignment,20,152,37.89108080391928,143.12116837591438,103.93015151515151,58275.942142857144,0.22819915769704932,4.555195256990009,12424.950938165457
CNF -> CUR,Maintain current aircraft assignment,21,194,4.759039172075338,35.0,154.5260770975057,75565.22798088155,,5.050024724414495,12420.210282232625
VCP -> PMW,Maintain current aircraft assignment,22,429,14.666678825514232,24.878020351155484,132.98017910501926,64299.239661703774,0.19409130067517946,5.265697573620036,12270.639017826095
CNF -> CKS,Maintain current aircraft assignment,23,563,14.64119364949377,19.01299042890468,141.906658365736,66906.2908320187,0.2140337925641341,5.199588414127832,12248.192542394972
MCZ -> CNF,Current seasonal downgauge appears effective,2,51,11.747232866700353,11.747232866700353,126.11093603915745,57085.65987460815,0.19578721444500588,4.852163369632045,12086.667116501772
CXJ -> VCP,Maintain current aircraft assignment,22,450,3.025620708344796,10.313843860899324,138.963157722129,63899.726060427056,,5.638814505706259,12041.921550084615
CNF -> SJP,Maintain current aircraft assignment,16,636,4.34701297370491,11.74033653130189,55.69642344440872,21917.977237461277,,2.9560084429906563,12021.98009302541
IOS -> CNF,Maintain current aircraft assignment,22,733,14.819704321942735,23.24810256312164,117.95989514995541,48578.1117204814,0.18548342929514353,4.872769945524076,11911.368871147311
VCP -> LDB,E1 -> E2 review candidate,1,71,56.41691128792463,56.41691128792463,91.97183098591549,40737.83098591549,0.16747818816830423,6.545913983660437,11531.33472576539
REC -> MAO,Maintain current aircraft assignment,23,538,2.387841355322513,10.208333333333334,181.72255723389517,84940.45402062201,,6.069465272109855,11451.793614975515
SJP -> CNF,Maintain current aircraft assignment,16,652,5.571373813261193,13.604872023993934,52.62793005279661,20919.576932508797,,2.7501195252543136,11360.474841164803
VCP -> PMG,Maintain current aircraft assignment,23,245,16.15077311847394,43.20891142999403,89.3808541699846,44370.40149102105,0.17150130548471285,5.924302155819568,11352.330014921057
BPS -> CNF,Maintain current aircraft assignment,23,1819,15.441209996696152,28.242865349389234,132.24836117578002,55939.1309391368,0.1790477558231539,5.766449862348461,11241.862049891142
VCP -> THE,Maintain current aircraft assignment,23,506,15.541037738629882,25.376189183554533,154.57010738527316,68734.28198340004,0.20785042859578576,5.047783348347793,10578.619878214939
VCP -> PFB,Maintain current aircraft assignment,23,509,3.1257363817262664,14.697597868563829,138.39766302303428,63745.64541551018,,6.167578098687022,10472.45766016414
CMG -> VCP,Maintain current aircraft assignment,9,108,17.31039903885933,24.697671996594863,101.36442187986306,50567.53477527374,0.2148972880438919,4.310299582568159,10404.55063568829
LDB -> VCP,E1 -> E2 review candidate,1,73,57.27404854037305,57.27404854037305,88.28767123287672,41679.61643835616,0.17145398560644756,6.203186813058825,10116.763184986414
MCZ -> VCP,Maintain current aircraft assignment,23,1066,19.29292247783738,51.27078164937994,153.61061247845188,67366.49165534035,0.1984111961034127,5.358016016337599,9634.671393268294
AFL -> VCP,Maintain current aircraft assignment,9,88,14.440461827188349,22.19302022586473,108.83984287317621,52420.54496028662,0.19046697015511974,4.271857582603202,9621.43937511521
VCP -> VCP,High-priority larger-aircraft review,3,22,61.78804772986974,84.40745019409373,0.32857142857142857,44946.828571428574,0.1592554728494615,5.056851380613658,9522.395131592271
CNF -> FLN,High-priority larger-aircraft review,1,34,30.8587137386748,30.8587137386748,128.41176470588235,59542.32352941176,0.21561126640470613,5.194010270420369,9470.731207380735
REC -> SJP,Maintain current aircraft assignment,23,202,2.334334895644533,10.5,149.5895408938887,67716.76297784342,,5.262676369570404,9434.520338261194
BYO -> VCP,Maintain current aircraft assignment,23,253,16.46749697527944,45.79431640235865,102.7226645335341,46502.191178869434,0.2109347834095216,4.921272764755564,9274.731770038137
REC -> JPA,Maintain current aircraft assignment,23,1093,29.93778609454705,61.77329299915313,53.392635108143494,20984.798242680743,0.4038079702280157,3.495090002221576,9250.37090234098
CNF -> CFB,High-priority E1 -> E2 candidate,1,36,90.57724263457901,90.57724263457901,91.25,43298.694444444445,0.17341022884737725,6.467808225001456,9216.400513543567
JJD -> CNF,Maintain current aircraft assignment,11,90,18.443325003799963,30.88170609411509,129.04144945963128,57011.673443223444,0.2234831974795689,4.569530296574522,9094.252867957412
GYN -> VCP,Maintain current aircraft assignment,23,2225,13.720153066794158,24.715026151374907,136.7287154687924,60607.65500510305,0.18635830682140653,5.723551029380644,8891.199043553073
NAT -> CNF,Maintain current aircraft assignment,23,785,17.125038835401796,33.39890455389278,153.1745904604031,66110.59958560378,0.2053560640512098,5.236733638154548,8666.344943386624
PMG -> VCP,Maintain current aircraft assignment,22,257,18.342651541583894,41.34113703742712,87.29638135433589,42019.57733251597,0.21174622335105805,5.064788692223569,8551.872964505745
SJP -> REC,Maintain current aircraft assignment,23,201,4.742203698199636,15.576088828715381,157.00628019323673,65600.15185237468,,4.793776155039161,8484.895361135672
