Route,Recommendation,Months,TotalFlights,AvgFlightsPctVsMedian,AvgTOWPctVsMedian,AvgPriorityScore
JPA -> VCP,Current seasonal downgauge appears justified,1,10,-0.5454545454545454,-0.05455242074303029,0.0
JDO -> REC,Current seasonal downgauge appears justified,2,9,-0.763157894736842,-0.09382121852600622,0.0
REC -> THE,Current seasonal downgauge appears justified,1,9,-0.71875,-0.15163375630591333,0.0
VCP -> CMG,Review smaller aircraft,2,9,-0.4,0.16531308623055574,0.0
PMW -> CNF,Strong review for smaller aircraft,1,8,-0.5,0.07584338578249215,0.0
ROO -> VCP,Strong review for smaller aircraft,1,8,-0.5294117647058824,0.08499881087876063,0.0
PGZ -> VCP,Current seasonal downgauge appears justified,1,7,-0.36363636363636365,-0.06751549548204012,0.0
SLZ -> VCP,Current seasonal downgauge appears justified,1,7,-0.6956521739130435,-0.07637867815794618,0.0
VCP -> PGZ,Current seasonal downgauge appears justified,1,7,-0.36363636363636365,-0.06800958972219522,0.0
FLN -> REC,Maintain current assignment,3,6,-0.5,-0.017414189174119587,0.0
REC -> JDO,Current seasonal downgauge appears justified,1,6,-0.7391304347826086,-0.05614327301101413,0.0
VCP -> BYO,Review smaller aircraft,2,6,-0.25,0.07957010252334064,0.0
VCP -> RVD,Current seasonal downgauge appears justified,1,6,-0.76,-0.0759326072350108,0.0
PMG -> VCP,Current seasonal downgauge appears justified,1,5,-0.5454545454545454,-0.05769841566400116,0.0
BYO -> VCP,Strong review for smaller aircraft,1,4,-0.6363636363636364,0.11838748844307309,0.0
CNF -> PLU,Current seasonal downgauge appears justified,4,4,-0.5,-0.10243511227763197,0.0
NVT -> CNF,Maintain current assignment,2,4,-0.5555555555555556,0.014068293338065934,0.0
PET -> VCP,Current seasonal downgauge appears justified,1,4,-0.38461538461538464,-0.14101386479898856,0.0
PLU -> VCP,Current seasonal downgauge appears justified,3,4,-0.5555555555555555,-0.3186401281554618,0.0
REC -> REC,Current seasonal downgauge appears justified,4,4,-0.5,-0.13079968277480297,0.0
VCP -> PET,Current seasonal downgauge appears justified,1,4,-0.42857142857142855,-0.12767645087912047,0.0
VCP -> TJL,Current seasonal downgauge appears justified,1,4,-0.7894736842105263,-0.06377810158615307,0.0
MDZ -> VCP,Maintain current assignment,1,3,-0.5384615384615384,0.002590809474960408,0.0
PLU -> CNF,Current seasonal downgauge appears justified,3,3,-0.5,-0.3418635807622857,0.0
VCP -> EEA,Current seasonal downgauge appears justified,1,3,-0.8,-0.06766608481363587,0.0
VCP -> GPB,Current seasonal downgauge appears justified,1,3,-0.7857142857142857,-0.07526850896303947,0.0
VCP -> PMG,Strong review for smaller aircraft,1,3,-0.7272727272727273,0.1877875823699752,0.0
VCP -> ROO,Current seasonal downgauge appears justified,1,3,-0.6666666666666666,-0.07719090200836994,0.0
CGH -> VCP,Review smaller aircraft,1,2,-0.3333333333333333,0.06185990897533456,0.0
CNF -> MCP,Maintain current assignment,1,2,0.0,0.0,0.0
CNF -> UNA,Current seasonal downgauge appears justified,1,2,-0.3333333333333333,-0.07386764139494667,0.0
MCP -> CNF,Maintain current assignment,1,2,0.0,0.0,0.0
MDZ -> VCP,Current seasonal downgauge appears justified,1,2,-0.6923076923076923,-0.0803500652802387,0.0
VCP -> PLU,Current seasonal downgauge appears justified,2,2,-0.5,-0.3875037832929782,0.0
VCP -> UBA,Current seasonal downgauge appears justified,1,2,-0.9069767441860465,-0.07000941108789434,0.0
AAX -> VCP,Maintain current assignment,1,1,0.0,0.0,0.0
ASU -> CNF,Maintain current assignment,1,1,0.0,0.0,0.0
ASU -> VCP,Current seasonal downgauge appears justified,1,1,-0.7142857142857143,-0.0606752238043134,0.0
ATM -> CNF,Maintain current assignment,1,1,0.0,0.0,0.0
BYO -> CNF,Maintain current assignment,1,1,0.0,0.0,0.0
CAC -> CNF,Maintain current assignment,1,1,0.0,0.0,0.0
CGR -> CNF,Maintain current assignment,1,1,0.0,0.0,0.0
CNF -> ASU,Maintain current assignment,1,1,0.0,0.0,0.0
CNF -> ATM,Maintain current assignment,1,1,0.0,0.0,0.0
CNF -> BVB,Maintain current assignment,1,1,0.0,0.0,0.0
CNF -> CGR,Maintain current assignment,1,1,0.0,0.0,0.0
CNF -> CXJ,Maintain current assignment,1,1,0.0,0.0,0.0
CNF -> JDO,Maintain current assignment,1,1,0.0,0.0,0.0
CNF -> JJG,Maintain current assignment,1,1,0.0,0.0,0.0
CNF -> PDP,Maintain current assignment,1,1,0.0,0.0,0.0
CUR -> VCP,Maintain current assignment,1,1,0.0,0.0,0.0
CXJ -> CNF,Maintain current assignment,1,1,0.0,0.0,0.0
FLL -> VCP,Maintain current assignment,1,1,0.0,0.0,0.0
JJD -> VCP,Maintain current assignment,1,1,0.0,0.0,0.0
JJG -> CNF,Maintain current assignment,1,1,0.0,0.0,0.0
LDB -> CNF,Maintain current assignment,1,1,0.0,0.0,0.0
MAB -> VCP,Maintain current assignment,1,1,0.0,0.0,0.0
MCP -> REC,Maintain current assignment,1,1,0.0,0.0,0.0
PLU -> REC,Maintain current assignment,1,1,0.0,0.0,0.0
PNZ -> CNF,Maintain current assignment,1,1,0.0,0.0,0.0
PPB -> CNF,Maintain current assignment,1,1,0.0,0.0,0.0
PVH -> VCP,Maintain current assignment,1,1,0.0,0.0,0.0
RAO -> CNF,Current seasonal downgauge appears justified,1,1,-0.975,-0.26708100164832266,0.0
REC -> BPS,Maintain current assignment,1,1,0.0,0.0,0.0
REC -> IMP,Maintain current assignment,1,1,0.0,0.0,0.0
REC -> JJD,Maintain current assignment,1,1,0.0,0.0,0.0
REC -> MCP,Maintain current assignment,1,1,0.0,0.0,0.0
REC -> UBA,Maintain current assignment,1,1,0.0,0.0,0.0
SJP -> CNF,Current seasonal downgauge appears justified,1,1,-0.975,-0.16671632056557129,0.0
STM -> VCP,Maintain current assignment,1,1,0.0,0.0,0.0
VCP -> CFB,Maintain current assignment,1,1,0.0,0.0,0.0
VCP -> CMG,Strong review for smaller aircraft,1,1,-0.8666666666666667,0.15040624966610144,0.0
VCP -> MAB,Maintain current assignment,1,1,0.0,0.0,0.0
VCP -> MVD,Current seasonal downgauge appears justified,1,1,-0.6666666666666666,-0.0848743964691002,0.0
VCP -> PHB,Maintain current assignment,1,1,0.0,0.0,0.0
VCP -> STM,Maintain current assignment,1,1,0.0,0.0,0.0
VCP -> TFF,Maintain current assignment,1,1,0.0,0.0,0.0
VDC -> REC,Maintain current assignment,1,1,0.0,0.0,0.0
VDC -> VCP,Maintain current assignment,1,1,0.0,0.0,0.0
