Route,MonthStart,Flights,AvgTOW_kg,MedianTOW_kg,PrimaryAircraft,TowRegime
CPV -> REC,2024-02-01,53,21118.716981132075,21037.0,ATR,ATR
CPV -> REC,2024-03-01,46,20186.152173913044,20191.0,ATR,ATR
CPV -> REC,2024-04-01,53,20678.01886792453,21125.0,ATR,ATR
CPV -> REC,2024-05-01,50,20301.2,20608.0,ATR,ATR
CPV -> REC,2024-06-01,53,20395.603773584906,20530.0,ATR,ATR
CPV -> REC,2024-07-01,64,20846.953125,21196.5,ATR,ATR
CPV -> REC,2024-08-01,46,20315.521739130436,20823.0,ATR,ATR
CPV -> REC,2024-09-01,32,20372.96875,20990.5,ATR,ATR
CPV -> REC,2024-10-01,42,20091.309523809523,20495.0,ATR,ATR
CPV -> REC,2024-11-01,35,19824.514285714286,20054.0,ATR,ATR
CPV -> REC,2024-12-01,46,19123.130434782608,19150.5,ATR,ATR
CPV -> REC,2025-01-01,41,19950.463414634145,20352.0,ATR,ATR
CPV -> REC,2025-02-01,44,20337.43181818182,20846.0,ATR,ATR
CPV -> REC,2025-03-01,27,20520.444444444445,20711.0,ATR,ATR
CPV -> REC,2025-04-01,41,20182.365853658535,20369.0,ATR,ATR
CPV -> REC,2025-05-01,45,20512.555555555555,19671.0,ATR,ATR
CPV -> REC,2025-06-01,40,20304.175,20695.5,ATR,ATR
CPV -> REC,2025-07-01,40,20133.4,20150.5,ATR,ATR
CPV -> REC,2025-08-01,40,20139.875,20387.0,ATR,ATR
CPV -> REC,2025-09-01,41,20799.682926829268,20844.0,ATR,ATR
CPV -> REC,2025-10-01,38,20181.605263157893,20850.5,ATR,ATR
CPV -> REC,2025-11-01,15,20279.933333333334,20724.0,ATR,ATR
CUR -> CNF,2024-01-01,6,77445.66666666667,77559.5,A320,A321
CUR -> CNF,2024-02-01,9,74393.88888888889,74480.0,A320,A321
CUR -> CNF,2024-03-01,8,71398.0,73402.5,A320,Outside Normal Regimes
CUR -> CNF,2024-04-01,8,74340.5,74311.0,A320,A321
CUR -> CNF,2024-05-01,9,73513.77777777778,73466.0,A320,A321
CUR -> CNF,2024-06-01,8,72384.125,72163.0,A320,Outside Normal Regimes
CUR -> CNF,2024-07-01,5,76400.4,76663.0,A320,A321
CUR -> CNF,2024-08-01,8,72680.875,72837.0,A320,Outside Normal Regimes
CUR -> CNF,2024-09-01,5,76546.2,76811.0,A320,A321
CUR -> CNF,2024-10-01,6,76636.33333333333,76768.0,A320,A321
CUR -> CNF,2024-11-01,7,75343.57142857143,75485.0,A320,A321
CUR -> CNF,2024-12-01,12,76062.41666666667,77465.5,A320,A321
CUR -> CNF,2025-01-01,15,78109.86666666667,78438.0,A320,A321
CUR -> CNF,2025-02-01,12,76628.91666666667,76398.5,A320,A321
CUR -> CNF,2025-03-01,11,77624.54545454546,77716.0,A320,A321
CUR -> CNF,2025-04-01,8,75805.375,75759.0,A320,A321
CUR -> CNF,2025-05-01,8,77895.875,77933.5,A320,A321
CUR -> CNF,2025-06-01,9,77318.44444444444,77220.0,A320,A321
CUR -> CNF,2025-07-01,16,76136.875,75867.5,A320,A321
CUR -> CNF,2025-08-01,10,72318.8,70797.0,A320,Outside Normal Regimes
CUR -> CNF,2025-09-01,7,74729.57142857143,75594.0,A320,A321
CUR -> VCP,2025-01-01,1,61595.0,61595.0,A320,A320
CWB -> CNF,2024-01-01,18,52838.27777777778,52881.5,E2,E2
CWB -> CNF,2024-02-01,27,52237.40740740741,51660.0,E2,E2
CWB -> CNF,2024-03-01,23,52074.52173913043,52910.0,E2,E2
CWB -> CNF,2024-04-01,34,50732.44117647059,50982.0,E2,E2
CWB -> CNF,2024-05-01,26,53182.92307692308,53293.0,E2,E2
CWB -> CNF,2024-06-01,51,52055.58823529412,52931.0,E2,E2
CWB -> CNF,2024-07-01,39,54309.46153846154,53566.0,E2,E2
CWB -> CNF,2024-08-01,49,52174.183673469386,52948.0,E2,E2
CWB -> CNF,2024-09-01,61,51391.311475409835,52534.0,E2,E2
CWB -> CNF,2024-10-01,59,52169.813559322036,53375.0,E2,E2
CWB -> CNF,2024-11-01,56,52553.75,53232.0,E2,E2
CWB -> CNF,2024-12-01,51,52928.92156862745,53528.0,E2,E2
CWB -> CNF,2025-01-01,46,53198.15217391304,53071.5,E2,E2
CWB -> CNF,2025-02-01,56,51508.16071428572,52581.0,E2,E2
CWB -> CNF,2025-03-01,59,52619.254237288136,53071.0,E2,E2
CWB -> CNF,2025-04-01,71,52011.126760563384,52653.0,E2,E2
CWB -> CNF,2025-05-01,73,52354.94520547945,52732.0,E2,E2
CWB -> CNF,2025-06-01,63,52336.09523809524,52055.0,E2,E2
CWB -> CNF,2025-07-01,66,50772.469696969696,51674.0,E2,E2
CWB -> CNF,2025-08-01,67,51029.0447761194,51621.0,E2,E2
CWB -> CNF,2025-09-01,76,51090.07894736842,51283.5,E2,E2
CWB -> CNF,2025-10-01,83,51401.409638554214,51666.0,E2,E2
CWB -> CNF,2025-11-01,25,52767.4,52619.0,E2,E2
CWB -> REC,2024-01-01,4,69596.25,69176.5,A320,A320
CWB -> REC,2024-02-01,1,65684.0,65684.0,A320,A320
CWB -> REC,2024-12-01,8,60370.25,57081.0,E2,Outside Normal Regimes
CWB -> REC,2025-01-01,11,62540.818181818184,65333.0,A320,A320
CWB -> REC,2025-06-01,1,54666.0,54666.0,E2,E2
CWB -> REC,2025-07-01,10,54276.5,54419.5,E2,E2
CWB -> REC,2025-08-01,2,53565.0,53565.0,E2,E2
CWB -> VCP,2024-01-01,137,46293.9197080292,46285.0,E1,E1
CWB -> VCP,2024-02-01,104,47150.471153846156,46043.5,E1,Outside Normal Regimes
CWB -> VCP,2024-03-01,116,49266.23275862069,50818.0,E2,E2
CWB -> VCP,2024-04-01,149,46591.38926174497,45525.0,E1,Outside Normal Regimes
CWB -> VCP,2024-05-01,173,48883.16184971098,45877.0,E1,Outside Normal Regimes
CWB -> VCP,2024-06-01,182,48063.57692307692,47655.5,E2,Outside Normal Regimes
CWB -> VCP,2024-07-01,178,47813.80337078652,45983.5,E1,Outside Normal Regimes
CWB -> VCP,2024-08-01,223,47489.793721973096,49820.0,E2,Outside Normal Regimes
CWB -> VCP,2024-09-01,201,46687.6368159204,45591.0,E1,Outside Normal Regimes
CWB -> VCP,2024-10-01,176,46325.142045454544,45648.0,E1,Outside Normal Regimes
CWB -> VCP,2024-11-01,162,46490.97530864197,46026.5,E1,Outside Normal Regimes
CWB -> VCP,2024-12-01,145,46429.910344827586,45618.0,E1,Outside Normal Regimes
CWB -> VCP,2025-01-01,152,45757.08552631579,45724.5,E1,E1
CWB -> VCP,2025-02-01,175,47317.41714285714,46227.0,E1,Outside Normal Regimes
CWB -> VCP,2025-03-01,172,49417.598837209305,52323.0,E2,E2
CWB -> VCP,2025-04-01,144,49499.631944444445,52588.0,E2,E2
CWB -> VCP,2025-05-01,176,51364.142045454544,52855.5,E2,E2
CWB -> VCP,2025-06-01,146,50364.49315068493,52289.0,E2,E2
CWB -> VCP,2025-07-01,143,52173.594405594406,53088.0,E2,E2
CWB -> VCP,2025-08-01,138,51464.557971014496,52626.5,E2,E2
CWB -> VCP,2025-09-01,173,51595.16184971098,52665.0,E2,E2
CWB -> VCP,2025-10-01,173,51521.32369942196,52495.0,E2,E2
CWB -> VCP,2025-11-01,51,51392.8431372549,52367.0,E2,E2
CXJ -> CNF,2025-05-01,1,41263.0,41263.0,E1,E1
CXJ -> VCP,2024-01-01,13,64919.230769230766,65229.0,A320,A320
CXJ -> VCP,2024-02-01,13,60028.692307692305,61653.0,A320,Outside Normal Regimes
CXJ -> VCP,2024-03-01,14,62377.92857142857,62104.0,A320,A320
CXJ -> VCP,2024-04-01,14,55465.357142857145,60195.0,A320,Outside Normal Regimes
CXJ -> VCP,2024-05-01,25,66495.24,66958.0,A320,A320
CXJ -> VCP,2024-06-01,24,67006.875,67101.0,A320,A320
CXJ -> VCP,2024-07-01,19,67042.31578947368,67278.0,A320,A320
CXJ -> VCP,2024-08-01,24,64152.458333333336,66896.0,A320,A320
CXJ -> VCP,2024-09-01,27,62346.25925925926,66662.0,A320,A320
CXJ -> VCP,2024-10-01,27,66396.88888888889,66569.0,A320,A320
CXJ -> VCP,2024-11-01,22,65952.59090909091,66019.0,A320,A320
CXJ -> VCP,2024-12-01,21,64055.42857142857,66452.0,A320,A320
CXJ -> VCP,2025-01-01,27,65519.22222222222,65609.0,A320,A320
CXJ -> VCP,2025-02-01,23,64489.30434782609,64804.0,A320,A320
CXJ -> VCP,2025-03-01,18,63330.27777777778,64270.0,A320,A320
CXJ -> VCP,2025-04-01,22,61863.86363636364,62227.0,A320,A320
CXJ -> VCP,2025-05-01,19,61059.78947368421,63007.0,A320,Outside Normal Regimes
CXJ -> VCP,2025-06-01,22,64213.13636363636,64456.0,A320,A320
CXJ -> VCP,2025-07-01,20,63854.35,63858.0,A320,A320
CXJ -> VCP,2025-08-01,16,62745.5625,62600.5,A320,A320
CXJ -> VCP,2025-09-01,26,61848.653846153844,62094.5,A320,A320
CXJ -> VCP,2025-10-01,21,61639.76190476191,62062.0,A320,A320
CXJ -> VCP,2025-11-01,7,64456.142857142855,64781.0,A320,A320
EEA -> VCP,2024-01-01,13,20468.0,20490.0,ATR,ATR
EEA -> VCP,2024-02-01,20,19614.0,19709.0,ATR,ATR
EEA -> VCP,2024-03-01,19,20074.105263157893,20110.0,ATR,ATR
EEA -> VCP,2024-04-01,12,20345.583333333332,20081.5,ATR,ATR
EEA -> VCP,2024-05-01,13,20847.23076923077,21134.0,ATR,ATR
EEA -> VCP,2024-06-01,17,21106.0,21510.0,ATR,ATR
EEA -> VCP,2024-07-01,13,20932.923076923078,21432.0,ATR,ATR
EEA -> VCP,2024-08-01,14,20885.071428571428,21102.5,ATR,ATR
EEA -> VCP,2024-09-01,14,20951.285714285714,21182.5,ATR,ATR
EEA -> VCP,2024-10-01,15,20368.133333333335,20390.0,ATR,ATR
EEA -> VCP,2024-11-01,11,20612.363636363636,20468.0,ATR,ATR
EEA -> VCP,2024-12-01,17,19671.941176470587,19525.0,ATR,ATR
EEA -> VCP,2025-01-01,19,19373.473684210527,19230.0,ATR,ATR
EEA -> VCP,2025-02-01,21,19420.52380952381,19515.0,ATR,ATR
EEA -> VCP,2025-03-01,3,19527.0,19203.0,ATR,ATR
EZE -> CNF,2024-11-01,5,53285.0,53209.0,A320,E2
EZE -> CNF,2024-12-01,6,70174.16666666667,69861.5,A320,A320
FEC -> REC,2024-01-01,15,19616.4,19679.0,ATR,ATR
FEC -> REC,2024-02-01,13,18929.30769230769,18471.0,ATR,Outside Normal Regimes
FEC -> REC,2024-03-01,9,18835.0,18800.0,ATR,Outside Normal Regimes
FEC -> REC,2024-04-01,14,18974.071428571428,18477.5,ATR,ATR
FEC -> REC,2024-05-01,16,19044.25,19050.5,ATR,ATR
FEC -> REC,2024-06-01,14,19038.428571428572,18747.0,ATR,ATR
FEN -> REC,2024-01-01,165,21900.2,22053.0,ATR,ATR
FEN -> REC,2024-02-01,156,21140.5,21556.0,ATR,ATR
FEN -> REC,2024-03-01,127,21196.196850393702,21493.0,ATR,ATR
FEN -> REC,2024-04-01,119,21875.655462184874,22090.0,ATR,ATR
FEN -> REC,2024-05-01,132,21095.31818181818,21581.0,ATR,ATR
FEN -> REC,2024-06-01,110,21254.254545454547,21809.5,ATR,ATR
FEN -> REC,2024-07-01,162,20995.45061728395,21535.5,ATR,ATR
FEN -> REC,2024-08-01,169,21440.44970414201,21844.0,ATR,ATR
FEN -> REC,2024-09-01,136,21677.514705882353,21971.5,ATR,ATR
FEN -> REC,2024-10-01,198,21503.257575757576,21752.5,ATR,ATR
FEN -> REC,2024-11-01,179,21206.480446927373,21649.0,ATR,ATR
FEN -> REC,2024-12-01,163,20779.092024539877,21504.0,ATR,ATR
FEN -> REC,2025-01-01,165,21685.98181818182,21917.0,ATR,ATR
FEN -> REC,2025-02-01,149,21259.006711409394,21593.0,ATR,ATR
FEN -> REC,2025-03-01,129,21634.4496124031,21972.0,ATR,ATR
FEN -> REC,2025-04-01,104,21335.875,21812.0,ATR,ATR
FEN -> REC,2025-05-01,90,29547.0,22014.0,ATR,Outside Normal Regimes
FEN -> REC,2025-06-01,61,49852.83606557377,51226.0,E2,E2
FEN -> REC,2025-07-01,69,50054.24637681159,50532.0,E2,E2
FEN -> REC,2025-08-01,67,50734.19402985075,52243.0,E2,E2
FEN -> REC,2025-09-01,64,52422.4375,52427.5,E2,E2
FEN -> REC,2025-10-01,74,52113.60810810811,52203.0,E2,E2
FEN -> REC,2025-11-01,26,51819.192307692305,52427.0,E2,E2
FLL -> VCP,2024-06-01,1,62837.0,62837.0,A320,A320
FLN -> CNF,2024-01-01,26,54252.96153846154,54514.0,E2,E2
FLN -> CNF,2024-02-01,16,50523.8125,50686.0,E2,E2
FLN -> CNF,2024-03-01,19,51300.47368421053,51992.0,E2,E2
FLN -> CNF,2024-04-01,15,51637.333333333336,52963.0,E2,E2
FLN -> CNF,2024-05-01,24,53124.083333333336,53656.5,E2,E2
FLN -> CNF,2024-06-01,27,57079.77777777778,54673.0,E2,Outside Normal Regimes
FLN -> CNF,2024-07-01,25,53884.6,53847.0,E2,E2
FLN -> CNF,2024-08-01,32,54723.21875,54064.0,E2,E2
FLN -> CNF,2024-09-01,42,52380.166666666664,53813.0,E2,E2
FLN -> CNF,2024-10-01,37,54057.35135135135,53952.0,E2,E2
FLN -> CNF,2024-11-01,40,52437.55,53476.0,E2,E2
FLN -> CNF,2024-12-01,37,52286.2972972973,53098.0,E2,E2
FLN -> CNF,2025-01-01,43,52868.3023255814,53401.0,E2,E2
FLN -> CNF,2025-02-01,41,50790.73170731707,51594.0,E2,E2
FLN -> CNF,2025-03-01,35,52151.54285714286,52777.0,E2,E2
FLN -> CNF,2025-04-01,46,52006.17391304348,52847.5,E2,E2
FLN -> CNF,2025-05-01,44,52640.90909090909,52945.0,E2,E2
FLN -> CNF,2025-06-01,33,52954.606060606064,52483.0,E2,E2
FLN -> CNF,2025-07-01,43,51775.348837209305,52151.0,E2,E2
FLN -> CNF,2025-08-01,41,51284.243902439026,51148.0,E2,E2
FLN -> CNF,2025-09-01,53,51260.16981132075,50837.0,E2,E2
FLN -> CNF,2025-10-01,44,56095.90909090909,53303.5,E2,Outside Normal Regimes
FLN -> CNF,2025-11-01,14,58106.07142857143,56668.5,A320,Outside Normal Regimes
FLN -> REC,2024-12-01,4,56342.75,56324.0,E2,Outside Normal Regimes
FLN -> REC,2025-01-01,11,58732.27272727273,56146.0,E2,Outside Normal Regimes
FLN -> REC,2025-06-01,1,54905.0,54905.0,E2,E2
FLN -> REC,2025-07-01,8,56046.25,56133.5,E2,Outside Normal Regimes
FLN -> REC,2025-08-01,1,53963.0,53963.0,E2,E2
FLN -> VCP,2024-01-01,70,50312.21428571428,52599.5,E2,E2
FLN -> VCP,2024-02-01,72,49951.083333333336,51672.5,E2,E2
FLN -> VCP,2024-03-01,62,53957.67741935484,53408.0,E2,E2
FLN -> VCP,2024-04-01,77,49793.37662337662,52323.0,E2,E2
FLN -> VCP,2024-05-01,125,55529.688,54462.0,E2,Outside Normal Regimes
FLN -> VCP,2024-06-01,155,61921.09032258065,65638.0,A320,A320
FLN -> VCP,2024-07-01,155,55683.69677419355,54444.0,E2,Outside Normal Regimes
FLN -> VCP,2024-08-01,126,53997.42857142857,53261.0,E2,E2
FLN -> VCP,2024-09-01,119,51750.31932773109,53560.0,E2,E2
FLN -> VCP,2024-10-01,110,53104.20909090909,53146.5,E2,E2
FLN -> VCP,2024-11-01,105,49775.52380952381,52021.0,E2,E2
FLN -> VCP,2024-12-01,105,49218.53333333333,50070.0,E2,E2
FLN -> VCP,2025-01-01,113,50321.80530973451,51316.0,E2,E2
FLN -> VCP,2025-02-01,108,49992.97222222222,50377.5,E2,E2
FLN -> VCP,2025-03-01,114,51586.97368421053,52243.0,E2,E2
FLN -> VCP,2025-04-01,99,51833.36363636364,52034.0,E2,E2
FLN -> VCP,2025-05-01,105,51642.49523809524,52021.0,E2,E2
FLN -> VCP,2025-06-01,91,50395.25274725275,51165.0,E2,E2
FLN -> VCP,2025-07-01,86,50387.058139534885,51725.5,E2,E2
FLN -> VCP,2025-08-01,96,50911.6875,51530.0,E2,E2
FLN -> VCP,2025-09-01,113,52054.69026548672,51978.0,E2,E2
FLN -> VCP,2025-10-01,103,52124.669902912625,52160.0,E2,E2
FLN -> VCP,2025-11-01,35,50753.25714285715,52194.0,E2,E2
FOR -> CNF,2024-01-01,32,67832.34375,70267.0,A320,A320
FOR -> CNF,2024-02-01,20,69042.35,70303.5,A320,A320
FOR -> CNF,2024-03-01,19,67873.78947368421,68856.0,A320,A320
FOR -> CNF,2024-04-01,23,66074.21739130435,67540.0,A320,A320
FOR -> CNF,2024-05-01,24,65430.791666666664,67820.5,A320,A320
FOR -> CNF,2024-06-01,27,63667.333333333336,67204.0,A320,A320
FOR -> CNF,2024-07-01,38,66230.78947368421,67465.5,A320,A320
FOR -> CNF,2024-08-01,23,67596.73913043478,68227.0,A320,A320
FOR -> CNF,2024-09-01,23,67902.39130434782,67896.0,A320,A320
FOR -> CNF,2024-10-01,33,67635.66666666667,68260.0,A320,A320
FOR -> CNF,2024-11-01,49,67658.32653061225,69574.0,A320,A320
FOR -> CNF,2024-12-01,45,65738.08888888889,67336.0,A320,A320
FOR -> CNF,2025-01-01,53,68720.32075471699,69079.0,A320,A320
FOR -> CNF,2025-02-01,39,68574.2564102564,68883.0,A320,A320
FOR -> CNF,2025-03-01,37,66108.75675675676,68171.0,A320,A320
FOR -> CNF,2025-04-01,31,66062.64516129032,67498.0,A320,A320
FOR -> CNF,2025-05-01,35,66666.2,68385.0,A320,A320
FOR -> CNF,2025-06-01,34,66026.67647058824,67399.5,A320,A320
FOR -> CNF,2025-07-01,41,64995.92682926829,67297.0,A320,A320
FOR -> CNF,2025-08-01,39,66297.10256410256,68019.0,A320,A320
FOR -> CNF,2025-09-01,34,68423.67647058824,68942.5,A320,A320
FOR -> CNF,2025-10-01,36,69420.30555555556,69139.0,A320,A320
FOR -> CNF,2025-11-01,13,69577.92307692308,69324.0,A320,A320
FOR -> REC,2024-01-01,113,44956.87610619469,45197.0,E1,E1
FOR -> REC,2024-02-01,68,44845.73529411765,44764.0,E1,E1
FOR -> REC,2024-03-01,66,51981.969696969696,51701.0,A320,E2
FOR -> REC,2024-04-01,81,43832.87654320987,44326.0,E1,E1
FOR -> REC,2024-05-01,103,44053.94174757282,44081.0,E1,E1
FOR -> REC,2024-06-01,99,44032.16161616162,44878.0,E1,E1
FOR -> REC,2024-07-01,106,43398.79245283019,44305.5,E1,E1
FOR -> REC,2024-08-01,81,42913.98765432099,44014.0,E1,E1
FOR -> REC,2024-09-01,124,50510.25806451613,51554.5,E2,E2
FOR -> REC,2024-10-01,112,49511.83928571428,51402.5,E2,E2
FOR -> REC,2024-11-01,83,52223.25301204819,53049.0,E2,E2
FOR -> REC,2024-12-01,121,45325.223140495866,49515.0,E2,E1
FOR -> REC,2025-01-01,106,49656.58490566038,52033.5,E2,E2
FOR -> REC,2025-02-01,118,52629.5593220339,52710.5,E2,E2
FOR -> REC,2025-03-01,122,53047.94262295082,52456.5,E2,E2
FOR -> REC,2025-04-01,114,51797.63157894737,52176.0,E2,E2
FOR -> REC,2025-05-01,88,48860.420454545456,51058.0,E2,Outside Normal Regimes
FOR -> REC,2025-06-01,104,46042.596153846156,52186.5,E2,E1
FOR -> REC,2025-07-01,114,45094.254385964916,52260.5,E2,E1
FOR -> REC,2025-08-01,103,45060.87378640777,52362.0,E2,E1
FOR -> REC,2025-09-01,107,44691.7570093458,51480.0,E2,E1
FOR -> REC,2025-10-01,107,49898.14953271028,52236.0,E2,E2
FOR -> REC,2025-11-01,40,55173.475,52575.5,E2,E2
FOR -> VCP,2024-01-01,52,74218.84615384616,72400.5,A320,A321
FOR -> VCP,2024-02-01,43,75152.0,79189.0,A321,A321
FOR -> VCP,2024-03-01,26,77798.26923076923,80807.5,A321,A321
FOR -> VCP,2024-04-01,34,75030.32352941176,76757.0,A321,A321
FOR -> VCP,2024-05-01,34,76904.5,80176.5,A321,A321
FOR -> VCP,2024-06-01,47,73176.21276595745,72574.0,A321,A321
FOR -> VCP,2024-07-01,45,72758.66666666667,71357.0,A321,A321
FOR -> VCP,2024-08-01,51,70951.49019607843,70072.0,A320,A320
FOR -> VCP,2024-09-01,46,69312.47826086957,70544.5,A320,A320
FOR -> VCP,2024-10-01,49,75332.57142857143,72262.0,A320,A321
FOR -> VCP,2024-11-01,52,76268.69230769231,73932.0,A320,A321
FOR -> VCP,2024-12-01,63,68423.47619047618,69404.0,A320,A320
FOR -> VCP,2025-01-01,71,71311.47887323944,70847.0,A320,Outside Normal Regimes
FOR -> VCP,2025-02-01,50,72592.66,71133.0,A320,Outside Normal Regimes
FOR -> VCP,2025-03-01,53,71869.6603773585,70320.0,A320,Outside Normal Regimes
FOR -> VCP,2025-04-01,46,70741.67391304347,70486.0,A320,A320
FOR -> VCP,2025-05-01,58,73420.53448275862,71156.0,A320,A321
FOR -> VCP,2025-06-01,62,70547.17741935483,69536.5,A320,A320
FOR -> VCP,2025-07-01,57,71917.35087719298,70895.0,A320,Outside Normal Regimes
FOR -> VCP,2025-08-01,57,73830.68421052632,70880.0,A320,A321
FOR -> VCP,2025-09-01,61,73863.67213114754,71105.0,A320,A321
FOR -> VCP,2025-10-01,50,73066.2,70735.5,A320,A321
FOR -> VCP,2025-11-01,22,70859.86363636363,70347.5,A320,A320
GEL -> VCP,2024-05-01,9,21429.0,22278.0,ATR,ATR
GEL -> VCP,2024-06-01,6,22516.0,22535.5,ATR,Outside Normal Regimes
GEL -> VCP,2024-07-01,6,22338.5,22530.5,ATR,Outside Normal Regimes
GEL -> VCP,2024-08-01,12,21395.0,21063.5,ATR,ATR
GEL -> VCP,2024-09-01,8,21349.75,22252.5,ATR,ATR
GEL -> VCP,2024-10-01,10,22097.7,22147.5,ATR,ATR
GEL -> VCP,2024-11-01,10,21840.0,22035.5,ATR,ATR
GEL -> VCP,2024-12-01,12,21350.916666666668,21800.0,ATR,ATR
GEL -> VCP,2025-01-01,15,21981.266666666666,22009.0,ATR,ATR
GEL -> VCP,2025-02-01,14,21575.571428571428,22200.5,ATR,ATR
GEL -> VCP,2025-03-01,4,19940.75,20878.0,ATR,ATR
GIG -> CNF,2024-01-01,43,45866.395348837206,45255.0,E1,E1
GIG -> CNF,2024-02-01,38,44459.21052631579,44336.0,E1,E1
GIG -> CNF,2024-03-01,25,44574.12,44275.0,E1,E1
GIG -> CNF,2024-04-01,58,43153.879310344826,43562.5,E1,E1
GIG -> CNF,2024-05-01,53,44710.52830188679,44403.0,E1,E1
GIG -> CNF,2024-06-01,42,43048.357142857145,44042.5,E1,E1
GIG -> CNF,2024-07-01,68,42376.529411764706,43830.0,E1,E1
GIG -> CNF,2024-08-01,93,44738.4623655914,44164.0,E1,E1
GIG -> CNF,2024-09-01,104,48991.980769230766,47027.0,E1,Outside Normal Regimes
GIG -> CNF,2024-10-01,88,44184.36363636364,44501.5,E1,E1
GIG -> CNF,2024-11-01,93,45699.645161290326,44903.0,E1,E1
GIG -> CNF,2024-12-01,76,45384.88157894737,44711.0,E1,E1
GIG -> CNF,2025-01-01,76,46427.17105263158,45159.5,E1,Outside Normal Regimes
GIG -> CNF,2025-02-01,61,43249.55737704918,44078.0,E1,E1
GIG -> CNF,2025-03-01,81,45715.71604938272,44854.0,E1,E1
GIG -> CNF,2025-04-01,97,44972.36082474227,44460.0,E1,E1
GIG -> CNF,2025-05-01,82,49267.26829268293,50590.5,E2,E2
GIG -> CNF,2025-06-01,119,46457.57142857143,44637.0,E1,Outside Normal Regimes
GIG -> CNF,2025-07-01,55,44845.4,44103.0,E1,E1
GIG -> CNF,2025-08-01,111,43275.44144144144,43471.0,E1,E1
GIG -> CNF,2025-09-01,119,43420.57142857143,43559.0,E1,E1
GIG -> CNF,2025-10-01,115,43359.434782608696,43350.0,E1,E1
GIG -> CNF,2025-11-01,44,43629.11363636364,43642.5,E1,E1
GIG -> REC,2024-01-01,87,67346.55172413793,67319.0,A320,A320
GIG -> REC,2024-02-01,85,66246.61176470589,66812.0,A320,A320
GIG -> REC,2024-03-01,85,66005.55294117647,66792.0,A320,A320
GIG -> REC,2024-04-01,100,63595.98,63571.5,A320,A320
GIG -> REC,2024-05-01,109,65590.54128440368,66276.0,A320,A320
GIG -> REC,2024-06-01,120,65990.13333333333,66808.5,A320,A320
GIG -> REC,2024-07-01,147,64456.73469387755,64905.0,A320,A320
GIG -> REC,2024-08-01,123,64662.65853658537,65377.0,A320,A320
GIG -> REC,2024-09-01,105,66020.4,67036.0,A320,A320
GIG -> REC,2024-10-01,111,66089.66666666667,66733.0,A320,A320
GIG -> REC,2024-11-01,102,66435.41176470589,67081.5,A320,A320
GIG -> REC,2024-12-01,116,66856.47413793103,67179.5,A320,A320
GIG -> REC,2025-01-01,123,66420.0487804878,66707.0,A320,A320
GIG -> REC,2025-02-01,97,65600.49484536082,66020.0,A320,A320
GIG -> REC,2025-03-01,110,66258.24545454545,66593.5,A320,A320
GIG -> REC,2025-04-01,86,66276.36046511628,66849.0,A320,A320
GIG -> REC,2025-05-01,97,66228.57731958762,66829.0,A320,A320
GIG -> REC,2025-06-01,85,65906.28235294118,66517.0,A320,A320
GIG -> REC,2025-07-01,90,66070.44444444444,66429.0,A320,A320
GIG -> REC,2025-08-01,78,65147.166666666664,65822.5,A320,A320
GIG -> REC,2025-09-01,98,66489.94897959183,66879.0,A320,A320
GIG -> REC,2025-10-01,89,65686.70786516854,66293.0,A320,A320
GIG -> REC,2025-11-01,37,64650.16216216216,66062.0,A320,A320
GIG -> VCP,2024-01-01,77,40834.2987012987,44608.0,E1,Outside Normal Regimes
GIG -> VCP,2024-02-01,66,47629.80303030303,45189.0,E1,Outside Normal Regimes
GIG -> VCP,2024-03-01,49,48767.65306122449,45699.0,E1,Outside Normal Regimes
GIG -> VCP,2024-04-01,64,43039.53125,44268.0,E1,E1
GIG -> VCP,2024-05-01,88,45952.125,44674.0,E1,E1
GIG -> VCP,2024-06-01,55,46478.836363636365,44718.0,E1,Outside Normal Regimes
GIG -> VCP,2024-07-01,44,48092.40909090909,45104.0,E1,Outside Normal Regimes
GIG -> VCP,2024-08-01,64,48924.390625,49925.5,E2,Outside Normal Regimes
GIG -> VCP,2024-09-01,76,53265.78947368421,52460.5,A320,E2
GIG -> VCP,2024-10-01,51,49547.117647058825,51597.0,E2,E2
GIG -> VCP,2024-11-01,74,47248.01351351351,45584.0,E1,Outside Normal Regimes
GIG -> VCP,2024-12-01,84,45800.29761904762,44983.5,E1,E1
GIG -> VCP,2025-01-01,83,47249.24096385542,45349.0,E1,Outside Normal Regimes
GIG -> VCP,2025-02-01,70,45893.87142857143,44785.5,E1,E1
GIG -> VCP,2025-03-01,47,49051.87234042553,50524.0,E2,Outside Normal Regimes
GIG -> VCP,2025-04-01,45,52597.822222222225,52195.0,E2,E2
GIG -> VCP,2025-05-01,66,51414.469696969696,51393.5,E2,E2
GIG -> VCP,2025-06-01,86,50785.56976744186,51366.5,E2,E2
GIG -> VCP,2025-07-01,77,45577.35064935065,44477.0,E1,E1
GIG -> VCP,2025-08-01,111,43714.10810810811,43821.0,E1,E1
GIG -> VCP,2025-09-01,57,47671.12280701754,47936.0,E2,Outside Normal Regimes
GIG -> VCP,2025-10-01,43,46901.651162790695,48539.0,E2,Outside Normal Regimes
GIG -> VCP,2025-11-01,17,47365.05882352941,48758.0,E1,Outside Normal Regimes
GNM -> CNF,2024-01-01,18,21250.333333333332,21293.0,ATR,ATR
GNM -> CNF,2024-02-01,23,20119.478260869564,19956.0,ATR,ATR
