Route,MonthStart,Flights,AvgTOW_kg,MedianTOW_kg,PrimaryAircraft,TowRegime
AAX -> CNF,2024-06-01,6,21235.0,19922.5,ATR,ATR
AAX -> CNF,2024-07-01,12,18933.083333333332,18886.0,ATR,Outside Normal Regimes
AAX -> CNF,2024-08-01,10,19652.5,19972.5,ATR,ATR
AAX -> CNF,2024-09-01,8,19021.25,19050.5,ATR,ATR
AAX -> CNF,2024-10-01,10,19352.6,19419.5,ATR,ATR
AAX -> CNF,2024-11-01,6,19378.0,19149.5,ATR,ATR
AAX -> CNF,2024-12-01,12,19697.916666666668,19877.0,ATR,ATR
AAX -> CNF,2025-01-01,9,20524.11111111111,20866.0,ATR,ATR
AAX -> CNF,2025-02-01,11,19215.454545454544,19285.0,ATR,ATR
AAX -> CNF,2025-03-01,4,19641.0,19654.5,ATR,ATR
AAX -> CNF,2025-04-01,6,18847.5,18680.5,ATR,Outside Normal Regimes
AAX -> CNF,2025-05-01,6,19360.666666666668,19676.5,ATR,ATR
AAX -> CNF,2025-06-01,5,18931.2,18779.0,ATR,Outside Normal Regimes
AAX -> CNF,2025-07-01,8,18466.125,18452.0,ATR,Outside Normal Regimes
AAX -> CNF,2025-08-01,7,18616.0,18611.0,ATR,Outside Normal Regimes
AAX -> CNF,2025-09-01,7,19390.571428571428,19431.0,ATR,ATR
AAX -> CNF,2025-10-01,7,19617.428571428572,19529.0,ATR,ATR
AAX -> CNF,2025-11-01,3,18647.333333333332,18681.0,ATR,Outside Normal Regimes
AAX -> VCP,2024-04-01,1,34670.0,34670.0,E1,Outside Normal Regimes
AFL -> VCP,2025-03-01,8,51776.625,52348.5,E2,E2
AFL -> VCP,2025-04-01,9,50413.11111111111,51373.0,E2,E2
AFL -> VCP,2025-05-01,10,52542.7,53324.0,E2,E2
AFL -> VCP,2025-06-01,11,51184.545454545456,52810.0,E2,E2
AFL -> VCP,2025-07-01,10,53223.3,53663.5,E2,E2
AFL -> VCP,2025-08-01,13,54132.46153846154,54510.0,E2,E2
AFL -> VCP,2025-09-01,13,52446.46153846154,52462.0,E2,E2
AFL -> VCP,2025-10-01,10,53061.2,53539.0,E2,E2
AFL -> VCP,2025-11-01,4,53004.5,52908.5,E2,E2
AJU -> CNF,2024-01-01,22,57894.77272727273,54379.5,E2,Outside Normal Regimes
AJU -> CNF,2024-02-01,12,57766.166666666664,59167.0,A320,Outside Normal Regimes
AJU -> CNF,2024-03-01,17,60593.470588235294,60185.0,A320,Outside Normal Regimes
AJU -> CNF,2024-04-01,14,57929.42857142857,54023.0,E2,Outside Normal Regimes
AJU -> CNF,2024-05-01,16,52464.3125,53372.5,E2,E2
AJU -> CNF,2024-06-01,16,53581.875,53869.0,E2,E2
AJU -> CNF,2024-07-01,20,51655.1,52513.5,E2,E2
AJU -> CNF,2024-08-01,16,53303.75,52206.0,E2,E2
AJU -> CNF,2024-09-01,17,57935.470588235294,55043.0,E2,Outside Normal Regimes
AJU -> CNF,2024-10-01,30,57868.36666666667,54780.0,A320,Outside Normal Regimes
AJU -> CNF,2024-11-01,37,56485.05405405405,54172.0,A320,Outside Normal Regimes
AJU -> CNF,2024-12-01,32,55982.3125,55619.0,A320,Outside Normal Regimes
AJU -> CNF,2025-01-01,41,60622.85365853659,64241.0,A320,Outside Normal Regimes
AJU -> CNF,2025-02-01,16,61563.9375,63684.0,A320,A320
AJU -> CNF,2025-03-01,25,60912.36,64994.0,A320,Outside Normal Regimes
AJU -> CNF,2025-04-01,25,63093.0,65534.0,A320,A320
AJU -> CNF,2025-05-01,27,61858.74074074074,62929.0,A320,A320
AJU -> CNF,2025-06-01,24,61259.541666666664,64165.0,A320,A320
AJU -> CNF,2025-07-01,31,55607.45161290323,53385.0,E2,Outside Normal Regimes
AJU -> CNF,2025-08-01,24,64138.375,64514.0,A320,A320
AJU -> CNF,2025-09-01,25,63098.4,64520.0,A320,A320
AJU -> CNF,2025-10-01,25,64391.68,65030.0,A320,A320
AJU -> CNF,2025-11-01,7,65139.857142857145,65044.0,A320,A320
AJU -> REC,2024-01-01,123,20285.71544715447,20273.0,ATR,ATR
AJU -> REC,2024-02-01,99,20254.949494949495,20350.0,ATR,ATR
AJU -> REC,2024-03-01,76,20425.46052631579,20812.5,ATR,ATR
AJU -> REC,2024-04-01,111,20629.891891891893,20965.0,ATR,ATR
AJU -> REC,2024-05-01,98,20326.69387755102,20899.5,ATR,ATR
AJU -> REC,2024-06-01,79,20945.12658227848,21361.0,ATR,ATR
AJU -> REC,2024-07-01,94,20104.23404255319,20758.5,ATR,ATR
AJU -> REC,2024-08-01,80,20602.4875,21301.0,ATR,ATR
AJU -> REC,2024-09-01,74,20869.891891891893,21224.5,ATR,ATR
AJU -> REC,2024-10-01,68,25013.529411764706,20954.5,ATR,Outside Normal Regimes
AJU -> REC,2024-11-01,75,28964.173333333332,21302.0,ATR,Outside Normal Regimes
AJU -> REC,2024-12-01,48,21756.333333333332,21245.0,ATR,ATR
AJU -> REC,2025-01-01,42,28614.404761904763,21559.0,ATR,Outside Normal Regimes
AJU -> REC,2025-02-01,67,29518.462686567163,21306.0,ATR,Outside Normal Regimes
AJU -> REC,2025-03-01,64,23615.921875,21358.0,ATR,Outside Normal Regimes
AJU -> REC,2025-04-01,48,23090.875,21452.0,ATR,Outside Normal Regimes
AJU -> REC,2025-05-01,76,21612.644736842107,21410.0,ATR,ATR
AJU -> REC,2025-06-01,49,21381.448979591838,21420.0,ATR,ATR
AJU -> REC,2025-07-01,59,21328.881355932204,21449.0,ATR,ATR
AJU -> REC,2025-08-01,59,21774.101694915254,21441.0,ATR,ATR
AJU -> REC,2025-09-01,57,21322.280701754386,21446.0,ATR,ATR
AJU -> REC,2025-10-01,52,21694.46153846154,21477.5,ATR,ATR
AJU -> REC,2025-11-01,20,21063.5,21154.0,ATR,ATR
AJU -> VCP,2024-01-01,19,59910.63157894737,55799.0,E2,Outside Normal Regimes
AJU -> VCP,2024-02-01,18,63726.833333333336,64514.0,A320,A320
AJU -> VCP,2024-03-01,18,64830.555555555555,65916.5,A320,A320
AJU -> VCP,2024-04-01,9,62869.88888888889,64245.0,A320,A320
AJU -> VCP,2024-05-01,13,56232.38461538462,55408.0,E2,Outside Normal Regimes
AJU -> VCP,2024-06-01,21,55789.28571428572,54832.0,E2,Outside Normal Regimes
AJU -> VCP,2024-07-01,26,54205.5,54353.5,E2,E2
AJU -> VCP,2024-08-01,24,53027.5,54108.5,E2,E2
AJU -> VCP,2024-09-01,22,53932.22727272727,54881.0,E2,E2
AJU -> VCP,2024-10-01,19,60745.42105263158,64491.0,A320,Outside Normal Regimes
AJU -> VCP,2024-11-01,25,60804.04,64740.0,A320,Outside Normal Regimes
AJU -> VCP,2024-12-01,33,59450.93939393939,60353.0,A320,Outside Normal Regimes
AJU -> VCP,2025-01-01,41,56346.04878048781,54915.0,E2,Outside Normal Regimes
AJU -> VCP,2025-02-01,22,63468.818181818184,66634.5,A320,A320
AJU -> VCP,2025-03-01,32,57022.59375,55201.0,E2,Outside Normal Regimes
AJU -> VCP,2025-04-01,26,58336.57692307692,55520.0,E2,Outside Normal Regimes
AJU -> VCP,2025-05-01,21,55505.28571428572,54913.0,E2,Outside Normal Regimes
AJU -> VCP,2025-06-01,20,57338.6,55094.5,E2,Outside Normal Regimes
AJU -> VCP,2025-07-01,25,58149.72,56249.0,A320,Outside Normal Regimes
AJU -> VCP,2025-08-01,23,56955.17391304348,54812.0,E2,Outside Normal Regimes
AJU -> VCP,2025-09-01,29,59058.93103448276,55632.0,E2,Outside Normal Regimes
AJU -> VCP,2025-10-01,29,56233.8275862069,55320.0,E2,Outside Normal Regimes
AJU -> VCP,2025-11-01,10,56516.4,55611.5,E2,Outside Normal Regimes
AQA -> VCP,2024-10-01,12,17430.583333333332,17303.5,ATR,Outside Normal Regimes
ARU -> VCP,2024-01-01,21,23072.904761904763,20631.0,ATR,Outside Normal Regimes
ARU -> VCP,2024-02-01,33,19896.18181818182,19184.0,ATR,ATR
ARU -> VCP,2024-03-01,50,19230.2,19054.5,ATR,ATR
ARU -> VCP,2024-04-01,46,20716.565217391304,21086.0,ATR,ATR
ARU -> VCP,2024-05-01,46,20918.130434782608,21158.5,ATR,ATR
ARU -> VCP,2024-06-01,52,20291.846153846152,20532.0,ATR,ATR
ARU -> VCP,2024-07-01,25,22851.52,21443.0,ATR,Outside Normal Regimes
ARU -> VCP,2024-08-01,44,19962.772727272728,20346.5,ATR,ATR
ARU -> VCP,2024-09-01,37,20391.756756756757,20223.0,ATR,ATR
ARU -> VCP,2024-10-01,43,20619.232558139534,20841.0,ATR,ATR
ARU -> VCP,2024-11-01,34,20068.117647058825,20069.5,ATR,ATR
ARU -> VCP,2024-12-01,29,21433.172413793105,20223.0,ATR,ATR
ARU -> VCP,2025-01-01,23,21472.521739130436,19853.0,ATR,ATR
ARU -> VCP,2025-02-01,29,19685.068965517243,19542.0,ATR,ATR
ARU -> VCP,2025-03-01,18,20744.5,21102.5,ATR,ATR
ARU -> VCP,2025-04-01,24,20996.083333333332,21091.5,ATR,ATR
ARU -> VCP,2025-05-01,25,21761.72,21208.0,ATR,ATR
ARU -> VCP,2025-06-01,21,21054.95238095238,21261.0,ATR,ATR
ARU -> VCP,2025-07-01,25,21802.84,21203.0,ATR,ATR
ARU -> VCP,2025-08-01,28,21204.5,21332.0,ATR,ATR
ARU -> VCP,2025-09-01,29,21047.689655172413,21289.0,ATR,ATR
ARU -> VCP,2025-10-01,30,21028.3,21201.5,ATR,ATR
ARU -> VCP,2025-11-01,9,20632.555555555555,21048.0,ATR,ATR
ASU -> CNF,2024-11-01,1,65905.0,65905.0,A320,A320
ASU -> REC,2024-12-01,2,57249.5,57249.5,E2,Outside Normal Regimes
ASU -> REC,2025-01-01,2,59473.5,59473.5,E2,Outside Normal Regimes
ASU -> REC,2025-02-01,1,57893.0,57893.0,E2,Outside Normal Regimes
ASU -> REC,2025-07-01,5,55667.8,56185.0,E2,Outside Normal Regimes
ASU -> REC,2025-08-01,1,50776.0,50776.0,E2,E2
ASU -> VCP,2024-12-01,4,53192.0,53245.5,E2,E2
ASU -> VCP,2025-01-01,4,54021.75,54096.0,E2,E2
ASU -> VCP,2025-02-01,3,54002.0,53702.0,E2,E2
ASU -> VCP,2025-03-01,7,51557.142857142855,51734.0,E2,E2
ASU -> VCP,2025-04-01,4,52140.75,52752.0,E2,E2
ASU -> VCP,2025-05-01,1,49436.0,49436.0,E2,E2
ASU -> VCP,2025-06-01,1,48703.0,48703.0,E2,Outside Normal Regimes
ASU -> VCP,2025-07-01,2,49304.0,49304.0,E2,E2
ATM -> CNF,2025-07-01,1,52614.0,52614.0,A320,E2
BEL -> CNF,2024-01-01,41,70134.0487804878,70167.0,A320,A320
BEL -> CNF,2024-02-01,42,67868.40476190476,69164.5,A320,A320
BEL -> CNF,2024-03-01,43,67455.25581395348,68562.0,A320,A320
BEL -> CNF,2024-04-01,44,68921.29545454546,69672.5,A320,A320
BEL -> CNF,2024-05-01,50,67365.02,68193.5,A320,A320
BEL -> CNF,2024-06-01,66,66432.5303030303,67838.0,A320,A320
BEL -> CNF,2024-07-01,58,67683.74137931035,68295.0,A320,A320
BEL -> CNF,2024-08-01,52,67744.09615384616,68247.0,A320,A320
BEL -> CNF,2024-09-01,53,67686.3396226415,68302.0,A320,A320
BEL -> CNF,2024-10-01,73,66999.49315068492,68566.0,A320,A320
BEL -> CNF,2024-11-01,73,68236.1095890411,68753.0,A320,A320
BEL -> CNF,2024-12-01,50,67464.92,68897.5,A320,A320
BEL -> CNF,2025-01-01,54,66542.22222222222,68333.0,A320,A320
BEL -> CNF,2025-02-01,60,66616.8,66983.0,A320,A320
BEL -> CNF,2025-03-01,69,63571.0,64268.0,A320,A320
BEL -> CNF,2025-04-01,63,65067.25396825397,66578.0,A320,A320
BEL -> CNF,2025-05-01,76,66134.30263157895,66769.5,A320,A320
BEL -> CNF,2025-06-01,67,67889.04477611941,68184.0,A320,A320
BEL -> CNF,2025-07-01,57,68593.98245614035,68738.0,A320,A320
BEL -> CNF,2025-08-01,74,67268.75675675676,68425.0,A320,A320
BEL -> CNF,2025-09-01,71,66136.59154929577,67482.0,A320,A320
BEL -> CNF,2025-10-01,67,67332.89552238806,67887.0,A320,A320
BEL -> CNF,2025-11-01,22,67926.90909090909,68281.5,A320,A320
BEL -> REC,2024-01-01,36,62791.25,63026.5,A320,A320
BEL -> REC,2024-02-01,46,63186.30434782609,62543.0,A320,A320
BEL -> REC,2024-03-01,41,62528.829268292684,63073.0,A320,A320
BEL -> REC,2024-04-01,45,63577.2,63363.0,A320,A320
BEL -> REC,2024-05-01,43,64087.83720930233,63927.0,A320,A320
BEL -> REC,2024-06-01,66,63961.681818181816,65642.0,A320,A320
BEL -> REC,2024-07-01,48,65745.58333333333,66329.5,A320,A320
BEL -> REC,2024-08-01,58,63136.39655172414,63759.0,A320,A320
BEL -> REC,2024-09-01,58,63027.31034482759,64008.0,A320,A320
BEL -> REC,2024-10-01,55,63764.509090909094,64338.0,A320,A320
BEL -> REC,2024-11-01,39,66040.56410256411,66699.0,A320,A320
BEL -> REC,2024-12-01,59,63628.186440677964,65945.0,A320,A320
BEL -> REC,2025-01-01,60,58435.96666666667,60675.0,A320,Outside Normal Regimes
BEL -> REC,2025-02-01,62,59080.12903225807,61640.5,A320,Outside Normal Regimes
BEL -> REC,2025-03-01,55,59627.12727272727,60312.0,A320,Outside Normal Regimes
BEL -> REC,2025-04-01,48,62423.604166666664,61882.5,A320,A320
BEL -> REC,2025-05-01,47,63455.0,63845.0,A320,A320
BEL -> REC,2025-06-01,54,65715.92592592593,66116.5,A320,A320
BEL -> REC,2025-07-01,59,66606.69491525424,66710.0,A320,A320
BEL -> REC,2025-08-01,49,66163.91836734694,66475.0,A320,A320
BEL -> REC,2025-09-01,53,66093.16981132075,66258.0,A320,A320
BEL -> REC,2025-10-01,45,64088.044444444444,64357.0,A320,A320
BEL -> REC,2025-11-01,18,64745.72222222222,65319.0,A320,A320
BEL -> VCP,2024-01-01,67,72028.0,73325.0,A320,Outside Normal Regimes
BEL -> VCP,2024-02-01,64,74222.703125,73040.5,A320,A321
BEL -> VCP,2024-03-01,78,74515.61538461539,73012.0,A320,A321
BEL -> VCP,2024-04-01,78,73456.89743589744,72724.0,A320,A321
BEL -> VCP,2024-05-01,79,74433.01265822785,72977.0,A320,A321
BEL -> VCP,2024-06-01,75,75160.94666666667,73079.0,A320,A321
BEL -> VCP,2024-07-01,84,75348.16666666667,73192.0,A320,A321
BEL -> VCP,2024-08-01,60,72531.31666666667,71973.5,A320,Outside Normal Regimes
BEL -> VCP,2024-09-01,71,71938.81690140846,70438.0,A320,Outside Normal Regimes
BEL -> VCP,2024-10-01,75,69854.30666666667,70207.0,A320,A320
BEL -> VCP,2024-11-01,80,69382.125,70035.5,A320,A320
BEL -> VCP,2024-12-01,70,69258.3,69836.0,A320,A320
BEL -> VCP,2025-01-01,72,69016.33333333333,69559.0,A320,A320
BEL -> VCP,2025-02-01,67,68896.14925373135,69586.0,A320,A320
BEL -> VCP,2025-03-01,76,69462.63157894737,69497.0,A320,A320
BEL -> VCP,2025-04-01,68,70821.58823529411,72214.5,A320,A320
BEL -> VCP,2025-05-01,68,69240.2794117647,69396.0,A320,A320
BEL -> VCP,2025-06-01,75,69318.53333333334,69584.0,A320,A320
BEL -> VCP,2025-07-01,75,70153.86666666667,69885.0,A320,A320
BEL -> VCP,2025-08-01,76,69663.25,69764.5,A320,A320
BEL -> VCP,2025-09-01,80,68783.5375,68944.0,A320,A320
BEL -> VCP,2025-10-01,76,69525.1447368421,69468.5,A320,A320
BEL -> VCP,2025-11-01,26,70842.03846153847,70715.5,A320,A320
BPS -> CNF,2024-01-01,71,61684.52112676056,64664.0,A320,A320
BPS -> CNF,2024-02-01,43,61316.51162790698,63642.0,A320,A320
BPS -> CNF,2024-03-01,65,62698.015384615384,63929.0,A320,A320
BPS -> CNF,2024-04-01,66,61323.51515151515,62849.0,A320,A320
BPS -> CNF,2024-05-01,54,59304.055555555555,62473.0,A320,Outside Normal Regimes
BPS -> CNF,2024-06-01,57,60417.19298245614,62011.0,A320,Outside Normal Regimes
BPS -> CNF,2024-07-01,82,56528.21951219512,62738.5,A320,Outside Normal Regimes
BPS -> CNF,2024-08-01,63,55018.77777777778,61660.0,A320,E2
BPS -> CNF,2024-09-01,62,56803.04838709677,63668.5,A320,Outside Normal Regimes
BPS -> CNF,2024-10-01,72,59402.680555555555,63892.5,A320,Outside Normal Regimes
BPS -> CNF,2024-11-01,85,57628.07058823529,63401.0,A320,Outside Normal Regimes
BPS -> CNF,2024-12-01,82,51312.35365853659,52477.0,E2,E2
BPS -> CNF,2025-01-01,87,55338.057471264365,54084.0,A320,Outside Normal Regimes
BPS -> CNF,2025-02-01,76,54874.05263157895,63091.5,A320,E2
BPS -> CNF,2025-03-01,95,53015.3052631579,52521.0,E2,E2
BPS -> CNF,2025-04-01,97,50186.56701030928,51897.0,E2,E2
BPS -> CNF,2025-05-01,96,50594.520833333336,51689.5,E2,E2
BPS -> CNF,2025-06-01,91,48110.0,51030.0,E2,Outside Normal Regimes
BPS -> CNF,2025-07-01,123,50391.829268292684,56484.0,A320,E2
BPS -> CNF,2025-08-01,96,51393.770833333336,51792.5,E2,E2
BPS -> CNF,2025-09-01,120,53952.291666666664,52745.5,A320,E2
BPS -> CNF,2025-10-01,101,58846.425742574254,62858.0,A320,Outside Normal Regimes
BPS -> CNF,2025-11-01,35,56460.22857142857,61504.0,A320,Outside Normal Regimes
BPS -> REC,2024-07-01,1,66908.0,66908.0,A320,A320
BPS -> REC,2024-09-01,1,16812.0,16812.0,ATR,Outside Normal Regimes
BPS -> REC,2025-06-01,1,66196.0,66196.0,A320,A320
BPS -> VCP,2024-01-01,40,61018.975,64561.5,A320,Outside Normal Regimes
BPS -> VCP,2024-02-01,26,57626.57692307692,54838.5,E2,Outside Normal Regimes
BPS -> VCP,2024-03-01,24,58555.375,55072.0,E2,Outside Normal Regimes
BPS -> VCP,2024-04-01,20,52814.75,53676.0,E2,E2
BPS -> VCP,2024-05-01,23,53837.86956521739,53321.0,E2,E2
BPS -> VCP,2024-06-01,27,60486.51851851852,63173.0,A320,Outside Normal Regimes
BPS -> VCP,2024-07-01,43,55443.395348837206,53547.0,E2,Outside Normal Regimes
BPS -> VCP,2024-08-01,30,61945.5,64656.5,A320,A320
BPS -> VCP,2024-09-01,27,62101.40740740741,65013.0,A320,A320
BPS -> VCP,2024-10-01,33,60944.06060606061,62959.0,A320,Outside Normal Regimes
BPS -> VCP,2024-11-01,46,58707.739130434784,63330.5,A320,Outside Normal Regimes
BPS -> VCP,2024-12-01,61,61907.88524590164,63839.0,A320,A320
BPS -> VCP,2025-01-01,76,64418.71052631579,65521.0,A320,A320
BPS -> VCP,2025-02-01,35,63741.114285714284,65881.0,A320,A320
BPS -> VCP,2025-03-01,52,63945.82692307692,65338.0,A320,A320
BPS -> VCP,2025-04-01,37,64485.2972972973,65657.0,A320,A320
BPS -> VCP,2025-05-01,42,64769.5,65179.5,A320,A320
BPS -> VCP,2025-06-01,46,63342.36956521739,64030.5,A320,A320
BPS -> VCP,2025-07-01,84,60408.119047619046,62980.0,A320,Outside Normal Regimes
BPS -> VCP,2025-08-01,51,63290.313725490196,64772.0,A320,A320
BPS -> VCP,2025-09-01,42,64547.23809523809,64645.0,A320,A320
BPS -> VCP,2025-10-01,42,64403.666666666664,64826.0,A320,A320
BPS -> VCP,2025-11-01,14,62874.92857142857,64742.0,A320,A320
BRA -> CNF,2024-01-01,10,20995.1,20991.0,ATR,ATR
BRA -> CNF,2024-02-01,27,19903.037037037036,19768.0,ATR,ATR
BRA -> CNF,2024-03-01,33,20917.454545454544,20914.0,ATR,ATR
BRA -> CNF,2024-04-01,29,21916.724137931036,22197.0,ATR,ATR
BRA -> CNF,2024-05-01,42,21152.595238095237,21814.5,ATR,ATR
BRA -> CNF,2024-06-01,44,21392.204545454544,21819.0,ATR,ATR
BRA -> CNF,2024-07-01,24,21913.041666666668,22010.0,ATR,ATR
BRA -> CNF,2024-08-01,42,21849.785714285714,22270.5,ATR,ATR
BRA -> CNF,2024-09-01,38,21252.157894736843,21641.5,ATR,ATR
BRA -> CNF,2024-10-01,28,21263.85714285714,21560.5,ATR,ATR
BRA -> CNF,2024-11-01,26,20649.923076923078,21026.5,ATR,ATR
BRA -> CNF,2024-12-01,28,20552.035714285714,20856.5,ATR,ATR
BRA -> CNF,2025-01-01,24,20988.625,21032.5,ATR,ATR
BRA -> CNF,2025-02-01,25,20877.68,21004.0,ATR,ATR
BRA -> CNF,2025-03-01,29,21426.931034482757,21470.0,ATR,ATR
BRA -> CNF,2025-04-01,20,21511.35,21827.0,ATR,ATR
BRA -> CNF,2025-05-01,24,21302.291666666668,21332.5,ATR,ATR
BRA -> CNF,2025-06-01,24,20667.25,21188.5,ATR,ATR
BRA -> CNF,2025-07-01,28,21211.071428571428,21712.5,ATR,ATR
BRA -> CNF,2025-08-01,26,21557.115384615383,21565.5,ATR,ATR
BRA -> CNF,2025-09-01,24,21709.5,21794.0,ATR,ATR
BRA -> CNF,2025-10-01,18,21734.666666666668,21831.0,ATR,ATR
BRA -> CNF,2025-11-01,8,21469.0,21533.5,ATR,ATR
BRC -> CNF,2025-06-01,1,66067.0,66067.0,A320,A320
BRC -> CNF,2025-07-01,8,69530.875,69765.0,A320,A320
BRC -> CNF,2025-08-01,6,69674.33333333333,69423.0,A320,A320
BRC -> VCP,2024-07-01,17,71091.29411764706,72087.0,A320,Outside Normal Regimes
BRC -> VCP,2024-08-01,2,72966.0,72966.0,A320,A321
BRC -> VCP,2025-06-01,2,69893.0,69893.0,A320,A320
BRC -> VCP,2025-07-01,19,69619.15789473684,69908.0,A320,A320
BRC -> VCP,2025-08-01,14,70068.42857142857,70103.0,A320,A320
BSB -> CNF,2024-01-01,43,47568.232558139534,50084.0,E2,Outside Normal Regimes
BSB -> CNF,2024-02-01,61,49565.229508196724,50913.0,E2,E2
BSB -> CNF,2024-03-01,54,50041.833333333336,51223.5,E2,E2
BSB -> CNF,2024-04-01,49,48836.142857142855,50719.0,E2,Outside Normal Regimes
BSB -> CNF,2024-05-01,60,50037.61666666667,51764.0,E2,E2
BSB -> CNF,2024-06-01,70,50238.52857142857,51891.0,E2,E2
BSB -> CNF,2024-07-01,64,50855.234375,51776.5,E2,E2
BSB -> CNF,2024-08-01,81,49131.345679012345,50887.0,E2,E2
BSB -> CNF,2024-09-01,89,49054.31460674157,51113.0,E2,Outside Normal Regimes
BSB -> CNF,2024-10-01,105,49191.79047619048,51464.0,E2,E2
BSB -> CNF,2024-11-01,92,50031.88043478261,51524.5,E2,E2
BSB -> CNF,2024-12-01,87,50471.68965517241,51845.0,E2,E2
BSB -> CNF,2025-01-01,80,46860.5625,48374.0,E2,Outside Normal Regimes
BSB -> CNF,2025-02-01,81,49618.77777777778,51337.0,E2,E2
BSB -> CNF,2025-03-01,72,49805.51388888889,51137.5,E2,E2
BSB -> CNF,2025-04-01,85,50102.717647058824,51530.0,E2,E2
BSB -> CNF,2025-05-01,76,50412.71052631579,51332.5,E2,E2
BSB -> CNF,2025-06-01,74,50041.77027027027,50937.5,E2,E2
BSB -> CNF,2025-07-01,73,50551.01369863014,51197.0,E2,E2
BSB -> CNF,2025-08-01,67,50038.86567164179,50975.0,E2,E2
BSB -> CNF,2025-09-01,77,50344.181818181816,51089.0,E2,E2
BSB -> CNF,2025-10-01,79,50744.15189873418,51441.0,E2,E2
BSB -> CNF,2025-11-01,25,50852.88,51591.0,E2,E2
BSB -> REC,2024-01-01,40,65292.625,65741.5,A320,A320
BSB -> REC,2024-02-01,40,63341.8,64017.0,A320,A320
BSB -> REC,2024-03-01,53,64168.811320754714,64502.0,A320,A320
BSB -> REC,2024-04-01,60,63400.1,64061.5,A320,A320
BSB -> REC,2024-05-01,55,64499.56363636364,65225.0,A320,A320
BSB -> REC,2024-06-01,57,64836.47368421053,65308.0,A320,A320
BSB -> REC,2024-07-01,57,63544.070175438595,63870.0,A320,A320
BSB -> REC,2024-08-01,57,64241.43859649123,64797.0,A320,A320
BSB -> REC,2024-09-01,52,64732.307692307695,65436.0,A320,A320
BSB -> REC,2024-10-01,64,64743.703125,65557.0,A320,A320
BSB -> REC,2024-11-01,52,65182.96153846154,65592.5,A320,A320
BSB -> REC,2024-12-01,52,65619.42307692308,66566.5,A320,A320
BSB -> REC,2025-01-01,61,61756.80327868852,62633.0,A320,A320
BSB -> REC,2025-02-01,52,63347.46153846154,63823.0,A320,A320
BSB -> REC,2025-03-01,66,63729.77272727273,64307.0,A320,A320
BSB -> REC,2025-04-01,66,63497.378787878784,64250.5,A320,A320
BSB -> REC,2025-05-01,70,63926.74285714285,64666.0,A320,A320
BSB -> REC,2025-06-01,73,64344.41095890411,64761.0,A320,A320
BSB -> REC,2025-07-01,68,65060.955882352944,65336.0,A320,A320
BSB -> REC,2025-08-01,66,64492.818181818184,64790.0,A320,A320
BSB -> REC,2025-09-01,72,64597.15277777778,64786.5,A320,A320
BSB -> REC,2025-10-01,63,64658.04761904762,65299.0,A320,A320
BSB -> REC,2025-11-01,24,64728.458333333336,65235.5,A320,A320
BSB -> VCP,2024-01-01,71,52218.281690140844,51277.0,E2,E2
BSB -> VCP,2024-02-01,80,54170.825,53441.5,E2,E2
BSB -> VCP,2024-03-01,85,53193.458823529414,52552.0,E2,E2
BSB -> VCP,2024-04-01,90,53312.84444444445,52397.0,E2,E2
BSB -> VCP,2024-05-01,108,53756.36111111111,52715.5,E2,E2
BSB -> VCP,2024-06-01,135,54133.92592592593,52719.0,E2,E2
BSB -> VCP,2024-07-01,138,53686.884057971016,52497.5,E2,E2
BSB -> VCP,2024-08-01,134,51134.746268656716,51519.5,E2,E2
BSB -> VCP,2024-09-01,114,49587.57894736842,51779.5,E2,E2
BSB -> VCP,2024-10-01,117,50725.02564102564,52297.0,E2,E2
BSB -> VCP,2024-11-01,128,51073.65625,52292.5,E2,E2
BSB -> VCP,2024-12-01,110,50828.34545454545,52400.5,E2,E2
BSB -> VCP,2025-01-01,86,48596.93023255814,50102.5,E2,Outside Normal Regimes
BSB -> VCP,2025-02-01,113,52705.27433628318,52566.0,E2,E2
BSB -> VCP,2025-03-01,102,51926.32352941176,51941.0,E2,E2
BSB -> VCP,2025-04-01,130,52150.75384615385,52401.5,E2,E2
BSB -> VCP,2025-05-01,108,53043.86111111111,52333.5,E2,E2
BSB -> VCP,2025-06-01,108,53406.22222222222,52391.0,E2,E2
BSB -> VCP,2025-07-01,101,53350.61386138614,52088.0,E2,E2
BSB -> VCP,2025-08-01,105,52260.1619047619,51672.0,E2,E2
BSB -> VCP,2025-09-01,131,52941.83969465649,52079.0,E2,E2
BSB -> VCP,2025-10-01,124,52049.48387096774,52310.5,E2,E2
BSB -> VCP,2025-11-01,43,53749.58139534884,52900.0,E2,E2
BVB -> VCP,2024-01-01,3,66500.33333333333,71505.0,A320,A320
BVB -> VCP,2024-02-01,2,73510.5,73510.5,A320,A321
BVB -> VCP,2024-03-01,3,72556.33333333333,72050.0,A320,Outside Normal Regimes
BVB -> VCP,2024-04-01,2,71229.0,71229.0,A320,Outside Normal Regimes
BVB -> VCP,2024-05-01,3,70990.0,71614.0,A320,Outside Normal Regimes
BVB -> VCP,2024-06-01,4,71593.75,71351.0,A320,Outside Normal Regimes
BVB -> VCP,2024-07-01,2,72181.5,72181.5,A320,Outside Normal Regimes
BVB -> VCP,2024-08-01,2,71712.0,71712.0,A320,Outside Normal Regimes
BVB -> VCP,2024-09-01,4,71199.5,71347.5,A320,Outside Normal Regimes
BVB -> VCP,2024-10-01,3,72148.66666666667,72280.0,A320,Outside Normal Regimes
