Route,ActiveMonths,TotalFlights,AvgFlightsPerMonth,StdFlightsPerMonth,CoeffVarFlights,PeakMonth,PeakFlights,TroughMonth,TroughFlights,PeakMinusTrough,PeakToTroughRatio,SeasonalityIndex,PeakMonthAvgTOW_kg,TroughMonthAvgTOW_kg,PeakMonthTowRegime,TroughMonthTowRegime,PeakMonthRegimeRank,TroughMonthRegimeRank,MaxRegimeRankShift,MinRegimeRankShift,MaxAvgTOW_kg,MinAvgTOW_kg,DeltaAvgTOW_kg,VolatilityScore
GRU -> REC,23,3224,140.17391304347825,25.066263789010613,0.17882260147247026,2024-09-01,173,2025-11-01,56,117,3.0892857142857144,0.13321286007120509,74638.94797687861,75715.0,A321,A321,4,4,0.0,-1.0,77724.81410256411,70748.28025477707,6976.533847787039,15.626301077232648
UDI -> CNF,23,2198,95.56521739130434,20.318819905300735,0.21261731475064463,2024-05-01,127,2025-11-01,36,91,3.5277777777777777,0.16398306761087153,21454.653543307086,24565.583333333332,ATR,Nearest: ATR,0,0,0.0,0.0,24565.583333333332,20472.632183908045,4092.9511494252874,15.608843528055568
CNF -> POA,19,572,30.105263157894736,10.900964403700616,0.3620949714515939,2024-11-01,50,2024-05-01,4,46,12.5,0.2585572322414428,67092.9,68597.0,A320,A320,3,3,0.0,0.0,68597.0,63079.06451612903,5517.93548387097,15.596807328507353
VCP -> REC,23,3166,137.65217391304347,24.88514258269497,0.18078277934364637,2025-07-01,169,2025-11-01,55,114,3.0727272727272728,0.13444478013677935,74631.27810650888,74496.70909090909,A321,A321,4,4,0.0,-1.0,78501.62727272727,70074.88050314465,8426.74676958262,15.558711381321352
REC -> SSA,23,2245,97.6086956521739,20.474244967625275,0.20975841169504736,2024-09-01,133,2025-11-01,41,92,3.2439024390243905,0.16686356153771667,55982.05263157895,53562.0,Nearest: E2,E2,2,2,0.0,-1.0,55982.05263157895,38926.79268292683,17055.259948652114,15.525890442249118
REC -> GRU,23,3190,138.69565217391303,25.667497265588963,0.18506345990863518,2024-08-01,171,2025-11-01,63,108,2.7142857142857144,0.14567261823633632,75665.6783625731,77800.93650793651,A321,A321,4,4,0.0,-1.0,81228.26086956522,71799.82608695653,9428.434782608689,15.516839542010715
CNF -> JJD,19,114,6.0,4.364932024550597,0.7274886707584328,2025-01-01,21,2025-05-01,1,20,21.0,0.49122807017543857,67169.95238095238,65366.0,A320,A320,3,3,0.0,-1.0,69273.72727272728,56952.5,12321.22727272728,15.437296189723227
GYN -> VCP,23,2225,96.73913043478261,19.580863309351518,0.20240892409666736,2025-09-01,132,2025-11-01,35,97,3.7714285714285714,0.14776746458231557,62290.666666666664,60159.77142857143,A320,Nearest: A320,3,3,0.0,-1.0,63707.96703296703,57860.77108433735,5847.195948629684,15.36579596409866
CNF -> UDI,23,2171,94.3913043478261,20.10567544886763,0.21300347090002553,2024-08-01,124,2025-11-01,36,88,3.4444444444444446,0.15909318486772275,22168.225806451614,24086.61111111111,ATR,Nearest: ATR,0,0,0.0,0.0,24086.61111111111,21227.440476190477,2859.1706349206324,15.352590557535716
NVT -> VCP,23,2161,93.95652173913044,19.88112117578003,0.2115991610564279,2025-01-01,128,2025-11-01,40,88,3.2,0.16063416695169302,50021.40625,46139.375,E2,E1,2,1,0.0,-1.0,52955.0,45070.83486238532,7884.1651376146765,15.242212481482701
MOC -> CNF,23,2244,97.56521739130434,20.654141782674678,0.2116957491094107,2025-08-01,127,2025-11-01,41,86,3.097560975609756,0.16507788886305508,20531.496062992126,20182.170731707316,ATR,ATR,0,0,0.0,0.0,21631.397727272728,19958.623376623378,1672.7743506493498,15.148844836670193
VCP -> GYN,23,2108,91.65217391304348,18.30801367814978,0.19975536745609343,2025-09-01,134,2025-11-01,36,98,3.7222222222222223,0.13806616615790773,62331.14179104478,61747.305555555555,A320,A320,3,3,0.0,-1.0,63568.05479452055,58378.282608695656,5189.7721858248915,15.135549916591117
MCZ -> CNF,23,998,43.391304347826086,13.666013478173994,0.3149482064108235,2025-01-01,67,2025-11-01,19,48,3.526315789473684,0.2735906595800296,64841.59701492537,66659.94736842105,A320,A320,3,3,0.0,-1.0,66659.94736842105,55145.137931034486,11514.809437386568,15.070712846175516
ARU -> VCP,23,721,31.347826086956523,10.849198310002183,0.3460909308322472,2024-06-01,52,2025-11-01,9,43,5.777777777777778,0.28535246939636966,20291.846153846152,20632.555555555555,ATR,ATR,0,0,0.0,0.0,23072.904761904763,19230.2,3842.7047619047626,14.937708610069704
REC -> FOR,23,2312,100.52173913043478,20.734071026290312,0.20626454740686728,2024-12-01,127,2025-11-01,40,87,3.175,0.16063637731307356,49461.48818897638,56324.925,E2,Nearest: E2,2,2,0.0,-1.0,56324.925,43739.68674698795,12585.238253012052,14.90316686218412
PNZ -> REC,23,829,36.04347826086956,11.532480636915535,0.31996025892528024,2024-07-01,58,2025-11-01,10,48,5.8,0.26663869512770755,37377.10344827586,48993.5,Nearest: E1,Nearest: E2,1,2,1.0,-1.0,49755.43243243243,21292.847826086956,28462.584606345477,14.899718402075706
JPA -> VCP,23,551,23.956521739130434,8.482607581396312,0.35408343806191506,2025-01-01,53,2025-11-01,9,44,5.888888888888889,0.23372524264183694,64044.698113207545,69966.11111111111,A320,A320,3,3,0.0,0.0,70834.0,63201.2,7632.800000000003,14.828780666448925
CNF -> BSB,23,984,42.78260869565217,12.257939828816298,0.28651688624265736,2024-10-01,67,2025-11-01,11,56,6.090909090909091,0.2178331565924355,50334.55223880597,51604.90909090909,E2,E2,2,2,0.0,-1.0,52286.83870967742,47794.12903225807,4492.709677419349,14.778485700984838
VIX -> VCP,23,1809,78.65217391304348,17.31199306751693,0.22010825901210027,2024-07-01,102,2025-11-01,22,80,4.636363636363637,0.15646405652894946,59793.529411764706,61006.454545454544,Nearest: A320,Nearest: A320,3,3,0.0,-1.0,64227.421875,56031.27868852459,8196.143186475412,14.767441273620962
REC -> THE,23,748,32.52173913043478,11.142825983047064,0.3426270021525167,2024-09-01,51,2025-11-01,9,42,5.666666666666667,0.3001627528481748,55914.470588235294,50490.555555555555,Nearest: E2,E2,2,2,1.0,0.0,67926.27777777778,50490.555555555555,17435.722222222226,14.696756075027706
CNF -> MOC,23,2257,98.1304347826087,19.898228778125358,0.20277326623698858,2025-08-01,130,2025-11-01,42,88,3.0952380952380953,0.1572306447573732,21121.292307692307,21336.5,ATR,ATR,0,0,0.0,0.0,22491.14563106796,20091.23611111111,2399.909519956851,14.689094751649211
CNF -> SSA,23,1992,86.6086956521739,17.919479637327356,0.20690162231853876,2025-01-01,113,2025-11-01,26,87,4.346153846153846,0.15007857517024623,61124.19469026549,59078.692307692305,Nearest: A320,Nearest: E2,3,2,0.0,-1.0,62799.17204301075,59078.692307692305,3720.4797353184476,14.66183421021886
FOR -> REC,23,2280,99.1304347826087,20.486059624569066,0.20665761901977564,2024-09-01,124,2025-11-01,40,84,3.1,0.16407322654462245,50510.25806451613,55173.475,E2,E2,2,2,1.0,0.0,55173.475,42913.98765432099,12259.487345679008,14.645481276819005
MII -> VCP,23,608,26.434782608695652,9.65863473544481,0.3653759850579451,2024-06-01,49,2025-11-01,10,39,4.9,0.2780320366132723,19555.102040816328,19577.4,ATR,ATR,0,0,0.0,0.0,20238.9,18945.428571428572,1293.471428571429,14.630309286077617
VIX -> CNF,23,1999,86.91304347826087,18.74059310341257,0.21562463300574744,2025-09-01,123,2025-11-01,44,79,2.7954545454545454,0.1870500467625117,43577.89430894309,43332.545454545456,E1,E1,1,1,0.0,0.0,47915.90909090909,43080.08928571428,4835.819805194806,14.567233386851676
VCP -> BRC,6,59,9.833333333333334,7.776388764858803,0.7908191964263189,2025-07-01,21,2024-06-01,1,20,21.0,0.6949152542372881,73336.0,74900.0,A321,A321,4,4,0.0,0.0,75195.47368421052,72930.6,2264.8736842105136,14.480267635733156
JPA -> CNF,23,512,22.26086956521739,8.693912869530427,0.3905468671859372,2025-01-01,42,2024-03-01,7,35,6.0,0.3169157608695653,66500.73809523809,62641.857142857145,A320,A320,3,3,0.0,-1.0,66582.80952380953,54962.53846153846,11620.271062271066,14.418197435983924
VCP -> CGR,23,1385,60.21739130434783,14.148149431114367,0.23495121798962487,2024-08-01,91,2025-11-01,20,71,4.55,0.17579657824517345,58959.91208791209,58596.95,Nearest: E2,Nearest: E2,2,2,1.0,0.0,61648.81081081081,52072.34848484849,9576.462325962326,14.32174762560532
CNF -> CGB,23,721,31.347826086956523,11.277560234346765,0.3597557356310341,2025-07-01,47,2025-08-01,11,36,4.2727272727272725,0.3203280467949104,65664.8085106383,53664.454545454544,A320,E2,3,2,0.0,-2.0,66810.17948717948,48012.5,18797.679487179485,14.207527774706088
NAT -> CNF,23,785,34.130434782608695,11.17957900671961,0.3275545441459249,2025-01-01,56,2025-11-01,14,42,4.0,0.281362503461645,66346.10714285714,68199.28571428571,A320,A320,3,3,0.0,0.0,68199.28571428571,63149.13157894737,5050.154135338344,14.152589645793329
SSA -> REC,23,1929,83.8695652173913,17.98865426927928,0.2144836952791205,2024-07-01,109,2025-11-01,34,75,3.2058823529411766,0.17697838483557599,41758.064220183485,51058.029411764706,E1,E2,1,2,1.0,0.0,54872.86666666667,37082.84507042253,17790.021596244136,14.052372405948725
CNF -> AJU,23,382,16.608695652173914,7.545451439715953,0.45430728563734796,2025-01-01,31,2024-02-01,4,27,7.75,0.404734805372183,64927.51612903226,63491.5,A320,A320,3,3,0.0,-1.0,68732.11111111111,53055.11111111111,15677.0,14.041228219760848
SSA -> VCP,23,2267,98.56521739130434,18.478721221887064,0.1874771010601687,2025-09-01,124,2025-11-01,31,93,4.0,0.12661820831974838,62727.01612903226,61284.290322580644,A320,A320,3,3,0.0,-1.0,66060.44943820225,57356.61538461538,8703.83405358687,13.969509258173758
VCP -> VIX,23,1772,77.04347826086956,16.17695156124122,0.20997171891001587,2024-07-01,100,2025-11-01,21,79,4.761904761904762,0.14839532829522034,60735.83,65828.23809523809,Nearest: A320,A320,3,3,0.0,-1.0,66217.43529411765,56455.64102564102,9761.794268476624,13.96049489392575
REC -> PNZ,23,841,36.56521739130435,11.270685666254899,0.308235160908279,2024-07-01,55,2025-11-01,10,45,5.5,0.26821072222509434,40757.72727272727,51401.4,Nearest: E1,E2,1,2,1.0,-1.0,51747.37254901961,22139.836734693876,29607.535814325733,13.927601424180867
SJP -> VCP,23,2464,107.1304347826087,20.04409128554193,0.1870998780712112,2025-10-01,141,2025-11-01,51,90,2.764705882352941,0.144233483907397,22759.55319148936,23179.058823529413,Nearest: ATR,Nearest: ATR,0,0,0.0,0.0,23179.058823529413,19926.5564516129,3252.502371916511,13.862541224902557
VDC -> CNF,23,590,25.652173913043477,9.849337632340623,0.38395722973531243,2025-07-01,41,2025-01-01,9,32,4.555555555555555,0.3497420781134857,38652.07317073171,21924.333333333332,Nearest: E1,ATR,1,0,1.0,-1.0,49897.9375,21924.333333333332,27973.604166666668,13.861241124639957
VCP -> JPA,23,562,24.434782608695652,8.34488172712457,0.34151651196417276,2025-01-01,51,2025-11-01,10,41,5.1,0.23874361751508588,62091.450980392154,67753.2,A320,A320,3,3,0.0,0.0,69709.08695652174,62091.450980392154,7617.63597612959,13.849442708812793
CNF -> SJP,16,636,39.75,12.371843031658623,0.31124133412977667,2025-09-01,54,2025-11-01,7,47,7.714285714285714,0.2452830188679245,22173.777777777777,25139.714285714286,ATR,Nearest: ATR,0,0,0.0,0.0,25139.714285714286,21086.25,4053.4642857142862,13.777216733995735
VCP -> SJP,23,2471,107.43478260869566,20.258816839473862,0.18856850963492466,2025-10-01,137,2025-11-01,50,87,2.74,0.1486460331145637,23114.554744525547,23579.96,Nearest: ATR,Nearest: ATR,0,0,0.0,0.0,23579.96,20699.094339622643,2880.865660377356,13.7415128013909
VCP -> BSB,23,1866,81.1304347826087,16.593095336749027,0.2045236831432088,2025-10-01,109,2025-11-01,32,77,3.40625,0.14502073721981457,54168.35779816514,56491.53125,E2,Nearest: E2,2,2,0.0,0.0,56692.875,48611.59210526316,8081.28289473684,13.517748477009953
REC -> CPV,23,998,43.391304347826086,11.239445794919677,0.2590253038909344,2024-07-01,69,2025-11-01,13,56,5.3076923076923075,0.19055502308965755,19427.347826086956,20464.46153846154,ATR,ATR,0,0,0.0,0.0,21546.0,19013.825,2532.1749999999993,13.387831640966699
CNF -> NAT,23,756,32.869565217391305,10.89995751019276,0.33161246393443583,2025-01-01,53,2025-11-01,16,37,3.3125,0.290200138026225,66477.92452830188,67342.9375,A320,A320,3,3,0.0,0.0,70715.72222222222,61183.681818181816,9532.040404040403,13.372220345284093
FLN -> CNF,23,777,33.78260869565217,10.818488690317752,0.32023840396049974,2025-09-01,53,2025-11-01,14,39,3.7857142857142856,0.27497062279670975,51260.16981132075,58106.07142857143,E2,Nearest: E2,2,2,0.0,0.0,58106.07142857143,50523.8125,7582.2589285714275,13.312708771370906
VCP -> SSA,23,2177,94.65217391304348,17.726444739433486,0.18727984795910435,2025-09-01,115,2025-11-01,32,83,3.59375,0.13672584929400253,63755.1652173913,62631.0,A320,A320,3,3,0.0,-1.0,66879.94186046511,59229.12871287129,7650.813147593828,13.114134853388096
VCP -> VCP,23,124,5.391304347826087,3.632451925948769,0.6737612443292071,2024-05-01,17,2024-06-01,1,16,17.0,0.4817671809256661,50249.05882352941,50062.0,E2,E2,2,2,1.0,-1.0,57437.0,18732.25,38704.75,13.012522686626413
MAO -> CNF,18,400,22.22222222222222,8.663817195385745,0.38987177379235854,2025-03-01,32,2024-06-01,1,31,32.0,0.27166666666666667,68063.28125,68359.0,A320,A320,3,3,0.0,0.0,71680.27272727272,67475.38461538461,4204.888111888111,13.011176993865227
CGB -> VCP,23,2182,94.8695652173913,17.614974725885155,0.18567571892546222,2025-09-01,122,2025-11-01,39,83,3.128205128205128,0.13892320567488942,60476.270491803276,60472.05128205128,Nearest: A320,Nearest: A320,3,3,0.0,-1.0,63489.955555555556,57516.82142857143,5973.134126984129,13.00568578413243
AJU -> CNF,23,519,22.565217391304348,8.020766996591448,0.3554482484038599,2025-01-01,41,2025-11-01,7,34,5.857142857142857,0.2898550724637682,60622.85365853659,65139.857142857145,Nearest: A320,A320,3,3,1.0,0.0,65139.857142857145,51655.1,13484.757142857146,12.961695835828257
SSA -> CNF,23,2180,94.78260869565217,16.92684135957144,0.17858594094960695,2025-01-01,119,2025-11-01,31,88,3.838709677419355,0.10829676904666935,59838.82352941176,58051.290322580644,Nearest: A320,Nearest: E2,3,2,1.0,0.0,60438.51219512195,55051.642105263156,5386.870089858792,12.878815490082857
CNF -> BRA,23,613,26.652173913043477,8.750695354493011,0.32832951574769864,2024-06-01,44,2025-11-01,7,37,6.285714285714286,0.23221505071281648,22387.75,22466.0,Nearest: ATR,Nearest: ATR,0,0,0.0,0.0,22595.60714285714,21457.88888888889,1137.7182539682508,12.821695926545058
XAP -> VCP,23,1016,44.17391304347826,11.02034550832565,0.24947632548374998,2024-08-01,70,2025-11-01,16,54,4.375,0.19573776104073945,58063.08571428571,51296.4375,Nearest: E2,E2,2,2,1.0,-1.0,61457.0,46776.67647058824,14680.323529411762,12.69467794220931
VCP -> PET,16,131,8.1875,4.876201774947382,0.5955666290012069,2024-09-01,20,2025-08-01,1,19,20.0,0.4685114503816794,47295.25,47014.0,Nearest: E1,Nearest: E1,1,1,0.0,0.0,47642.166666666664,41005.5,6636.666666666664,12.6758258121743
CNF -> THE,23,327,14.217391304347826,6.6001088379638,0.4642278387558636,2025-03-01,23,2024-01-01,1,22,23.0,0.4135088419093206,69818.47826086957,52057.0,A320,E2,3,2,0.0,-1.0,70398.7,52057.0,18341.699999999997,12.613832792277618
CNF -> MAO,18,389,21.61111111111111,8.60322219280459,0.3980925436259194,2024-09-01,29,2024-06-01,1,28,29.0,0.28820337046558125,71352.1724137931,72594.0,Nearest: A320,Nearest: A320,3,3,1.0,0.0,73250.78571428571,68615.125,4635.66071428571,12.567734274672173
FOR -> CNF,23,748,32.52173913043478,9.721645795616364,0.29892761136253526,2025-01-01,53,2025-11-01,13,40,4.076923076923077,0.2412229714019995,68720.32075471699,69577.92307692308,A320,A320,3,3,0.0,0.0,69577.92307692308,63667.333333333336,5910.589743589742,12.51328344437375
CNF -> FOR,23,706,30.695652173913043,9.616266936397952,0.31327781804129307,2025-01-01,51,2025-11-01,14,37,3.642857142857143,0.2559428501046927,70308.86274509804,68187.35714285714,A320,A320,3,3,0.0,0.0,70972.93939393939,64031.95652173913,6940.982872200264,12.502664431237102
CPV -> CNF,23,368,16.0,7.046429870015275,0.4404018668759547,2024-09-01,27,2024-01-01,4,23,6.75,0.3804347826086956,52556.51851851852,66499.5,E2,A320,2,3,1.0,0.0,66499.5,49410.21428571428,17089.285714285717,12.484153138914635
BRA -> CNF,23,621,27.0,8.692825627568078,0.32195650472474363,2024-06-01,44,2025-11-01,8,36,5.5,0.2286634460547504,21392.204545454544,21469.0,ATR,ATR,0,0,0.0,0.0,21916.724137931036,19903.037037037036,2013.6871008939997,12.426761444171847
RVD -> VCP,15,385,25.666666666666668,8.291896981725928,0.3230609213659453,2024-04-01,46,2025-03-01,5,41,9.2,0.20432900432900425,20183.652173913044,19282.8,ATR,ATR,0,0,0.0,0.0,21103.666666666668,19282.8,1820.8666666666686,12.32024051170283
VCP -> MAO,23,1723,74.91304347826087,14.273456799181817,0.190533665920593,2024-05-01,101,2025-11-01,26,75,3.8846153846153846,0.12637210123899165,67842.36633663367,75252.15384615384,A320,A321,3,4,0.0,-1.0,76530.95294117647,66695.54945054946,9835.40349062701,12.296985337343699
BEL -> CNF,23,1325,57.608695652173914,13.252527668449689,0.23004387650893798,2025-05-01,76,2025-11-01,22,54,3.4545454545454546,0.18972928630024607,66134.30263157895,67926.90909090909,A320,A320,3,3,0.0,0.0,70134.0487804878,63571.0,6563.048780487807,12.154350231889076
PET -> VCP,16,127,7.9375,4.6833314798335595,0.5900260132073776,2024-09-01,19,2025-08-01,1,18,19.0,0.47933070866141736,45913.84210526316,45988.0,E1,E1,1,1,0.0,0.0,46081.4,39103.0,6978.4000000000015,12.14593389040106
VCP -> RAO,23,2412,104.8695652173913,17.90143144100636,0.1707018752666444,2024-07-01,130,2025-11-01,48,82,2.7083333333333335,0.12661331026029274,20996.684615384616,22833.0,ATR,Nearest: ATR,0,0,0.0,0.0,24764.04132231405,20794.123809523808,3969.9175127902417,12.039434049401342
IGU -> VCP,23,1083,47.08695652173913,10.379381917923132,0.2204300868995679,2025-01-01,75,2025-11-01,14,61,5.357142857142857,0.14043116945682282,63826.08,61682.42857142857,A320,A320,3,3,0.0,-1.0,66088.02,53949.05357142857,12138.966428571432,12.031350075115919
VCP -> FOR,23,1132,49.21739130434783,11.635614450018943,0.23641266108695733,2025-01-01,72,2025-11-01,20,52,3.6,0.18190198187125517,69235.45833333333,69796.95,A320,A320,3,3,1.0,0.0,77087.5,69235.45833333333,7852.0416666666715,11.989189311908945
IMP -> CNF,23,403,17.52173913043478,6.819853149109981,0.3892223881626044,2025-03-01,30,2024-03-01,4,26,7.5,0.34372639982738157,51062.2,44923.5,E2,E1,2,1,0.0,-1.0,56341.882352941175,44923.5,11418.382352941175,11.910723355366716
VCP -> CGB,23,2094,91.04347826086956,15.71893972768427,0.17265311066701922,2025-09-01,120,2025-11-01,39,81,3.076923076923077,0.12362443420123749,65746.26666666666,64904.92307692308,A320,A320,3,3,0.0,0.0,68000.33673469388,62209.843373493975,5790.4933611999,11.882984923239075
UBA -> VCP,14,280,20.0,8.035634920242991,0.40178174601214955,2024-10-01,29,2024-05-01,2,27,14.5,0.30000000000000004,20358.310344827587,31152.5,ATR,Nearest: ATR,0,0,0.0,0.0,31152.5,18949.636363636364,12202.863636363636,11.771301259772798
GVR -> CNF,23,1269,55.17391304347826,12.338177491774282,0.22362339031584594,2025-08-01,76,2025-11-01,22,54,3.4545454545454546,0.1782300339192106,20766.302631578947,20034.409090909092,ATR,ATR,0,0,0.0,0.0,20975.59574468085,19018.491228070176,1957.1045166106742,11.74421641375348
VCP -> RIA,16,187,11.6875,5.228751643556997,0.44737981976958263,2024-10-01,26,2025-08-01,1,25,26.0,0.30147058823529416,22767.384615384617,22369.0,Nearest: ATR,Nearest: ATR,0,0,0.0,0.0,22950.7,21613.416666666668,1337.2833333333328,11.71339230782371
IPN -> CNF,23,1959,85.17391304347827,15.906389675667375,0.18675189512013762,2024-04-01,110,2025-11-01,42,68,2.619047619047619,0.1525179217435693,20234.18181818182,19277.85714285714,ATR,ATR,0,0,0.0,0.0,20991.776119402984,19277.85714285714,1713.9189765458432,11.674244102099351
CNF -> RBR,15,314,20.933333333333334,8.012212900039263,0.3827490238872259,2025-01-01,29,2024-02-01,1,28,29.0,0.3099787685774946,73695.5172413793,74272.0,A321,A321,4,4,0.0,-1.0,74376.14285714286,71582.95833333333,2793.1845238095266,11.65078582556156
RAO -> VCP,23,2418,105.1304347826087,17.56554024671004,0.16708330259484322,2024-07-01,129,2025-11-01,49,80,2.63265306122449,0.12928399323911244,20538.565891472866,21837.755102040817,ATR,ATR,0,0,0.0,0.0,24439.5,20538.565891472866,3900.9341085271335,11.64333393268621
CNF -> IPN,23,1985,86.30434782608695,15.809833985897061,0.18318699328747226,2024-04-01,113,2025-11-01,43,70,2.627906976744186,0.1438177636622495,20309.66371681416,19701.441860465115,ATR,ATR,0,0,0.0,0.0,21770.149253731342,19428.73611111111,2341.413142620233,11.638774698676652
VCP -> RVD,15,387,25.8,8.051500895278263,0.31207367811156056,2024-04-01,45,2025-03-01,6,39,7.5,0.20258397932816535,20751.222222222223,19639.5,ATR,ATR,0,0,0.0,0.0,21906.172413793105,19639.5,2266.672413793105,11.617400297035012
CNF -> GVR,23,1276,55.47826086956522,12.175776254933727,0.21946932120962045,2025-08-01,75,2025-11-01,21,54,3.5714285714285716,0.17432192994411888,20689.64,20304.190476190477,ATR,ATR,0,0,0.0,0.0,21786.41304347826,19105.859649122805,2680.5533943554547,11.5349185356683
FOR -> VCP,23,1129,49.08695652173913,11.46606730456839,0.23358684500006463,2025-01-01,71,2025-11-01,22,49,3.227272727272727,0.17514537682443104,71311.47887323944,70859.86363636363,Nearest: A320,A320,3,3,0.0,-1.0,77798.26923076923,68423.47619047618,9374.79304029305,11.494764350169888
RIA -> VCP,16,191,11.9375,5.1897585444796945,0.4347441712653147,2024-10-01,26,2025-08-01,1,25,26.0,0.287303664921466,22270.923076923078,22071.0,ATR,ATR,0,0,0.0,0.0,22582.2,20806.636363636364,1775.5636363636368,11.428327342217226
THE -> CNF,23,390,16.956521739130434,7.080151440713713,0.4175473926574754,2024-10-01,27,2025-11-01,6,21,4.5,0.39264214046822743,64703.666666666664,60398.666666666664,A320,Nearest: A320,3,3,0.0,-1.0,66673.63636363637,51936.117647058825,14737.518716577542,11.420778912817985
CNF -> BEL,23,1345,58.47826086956522,12.7001183329557,0.2171767447271235,2024-10-01,79,2025-11-01,26,53,3.0384615384615383,0.17740423468563116,68423.26582278482,69114.26923076923,A320,A320,3,3,0.0,0.0,70019.36666666667,65043.79104477612,4975.575621890552,11.391443486353117
UBA -> CNF,23,633,27.52173913043478,8.176687780659224,0.29709924005554844,2024-05-01,46,2025-11-01,11,35,4.181818181818182,0.23325777869359154,20594.369565217392,22697.18181818182,ATR,Nearest: ATR,0,0,0.0,0.0,22697.18181818182,20262.272727272728,2434.909090909092,11.340526480460355
VCP -> BEL,23,1832,79.65217391304348,14.223705551716408,0.17857272253792433,2024-05-01,102,2025-11-01,31,71,3.2903225806451615,0.12497626732485284,64926.03921568627,71709.0,A320,Nearest: A320,3,3,1.0,0.0,73534.97142857143,63090.166666666664,10444.804761904765,11.305731829282706
CGB -> CNF,23,896,38.95652173913044,9.848761832881925,0.25281419883513867,2025-09-01,58,2024-01-01,15,43,3.8666666666666667,0.18196816770186333,51654.34482758621,46872.13333333333,E2,Nearest: E1,2,1,1.0,-1.0,62311.666666666664,46872.13333333333,15439.533333333333,11.271567050450189
BRC -> VCP,5,54,10.8,7.35934779718964,0.681421092332374,2025-07-01,19,2024-08-01,2,17,9.5,0.6518518518518518,69619.15789473684,72966.0,A320,A321,3,4,1.0,0.0,72966.0,69619.15789473684,3346.84210526316,11.258887662428204
CPV -> REC,23,987,42.91304347826087,9.903504182109792,0.2307807458850306,2024-07-01,64,2025-11-01,15,49,4.266666666666667,0.16809832165983876,20846.953125,20279.933333333334,ATR,ATR,0,0,0.0,0.0,21118.716981132075,19123.130434782608,1995.5865463494665,11.139735574609272
VCP -> IGU,23,986,42.869565217391305,10.267315587639326,0.23950127638509583,2025-01-01,61,2025-11-01,16,45,3.8125,0.18220301613898934,61088.57377049181,61741.625,Nearest: A320,A320,3,3,0.0,-1.0,64151.836734693876,53294.816326530614,10857.020408163262,11.077138248798297
REC -> MVF,15,283,18.866666666666667,7.116803277377343,0.37721572141576026,2024-07-01,31,2025-03-01,4,27,7.75,0.319434628975265,21091.1935483871,21171.0,ATR,ATR,0,0,0.0,0.0,22377.190476190477,20538.333333333332,1838.857142857145,11.072387108252068
AJU -> VCP,23,525,22.82608695652174,7.130169666333293,0.3123693377631728,2025-01-01,41,2024-04-01,9,32,4.555555555555555,0.23585921325051756,56346.04878048781,62869.88888888889,Nearest: E2,A320,2,3,1.0,0.0,64830.555555555555,53027.5,11803.055555555555,11.07096151687657
MVF -> REC,15,281,18.733333333333334,7.056596598612929,0.3766866511715086,2024-07-01,31,2025-03-01,4,27,7.75,0.32123368920521944,20498.387096774193,18594.0,ATR,Nearest: ATR,0,0,0.0,0.0,21729.272727272728,18577.272727272728,3152.0,11.043024629167634
NAT -> VCP,23,665,28.91304347826087,8.155622459001018,0.2820741602361254,2025-01-01,46,2025-11-01,10,36,4.6,0.2284406668846028,71279.63043478261,70348.9,Nearest: A320,A320,3,3,1.0,0.0,73167.45454545454,65205.0,7962.454545454544,11.003074945616861
CNF -> CKS,23,563,24.47826086956522,7.873287613506226,0.3216440765730785,2024-09-01,32,2024-01-01,3,29,10.666666666666666,0.2587072360800062,69836.15625,62918.666666666664,A320,A320,3,3,0.0,0.0,69836.15625,62918.666666666664,6917.489583333336,10.972987770003467
CNF -> CWB,23,739,32.130434782608695,9.414624829515477,0.2930126807562327,2024-09-01,47,2025-11-01,15,32,3.1333333333333333,0.26028122609872334,51235.78723404255,51782.46666666667,E2,E2,2,2,0.0,0.0,55556.72222222222,49348.692307692305,6208.029914529914,10.950721070038194
IZA -> VCP,23,651,28.304347826086957,8.20092668469318,0.289740881333246,2024-04-01,43,2025-11-01,10,33,4.3,0.21705736993254526,20510.0,21090.1,ATR,ATR,0,0,0.0,0.0,22300.727272727272,20213.891891891893,2086.8353808353786,10.785610664065711
REC -> CGH,23,2281,99.17391304347827,16.188165763144607,0.163230080031708,2025-07-01,120,2025-11-01,48,72,2.5,0.12412557421420811,69691.95,66080.20833333333,A320,A320,3,3,0.0,0.0,70920.81609195402,66080.20833333333,4840.607758620696,10.710349488736545
VCP -> CMG,22,178,8.090909090909092,3.6916255462267182,0.45626832593813366,2024-07-01,21,2025-10-01,1,20,21.0,0.28600612870275793,45108.71428571428,53834.0,E1,E2,1,2,1.0,0.0,54555.75,44659.42857142857,9896.321428571428,10.584829537573487
IOS -> VCP,23,581,25.26086956521739,6.910718777845401,0.2735740652159109,2025-01-01,46,2025-11-01,10,36,4.6,0.18379106488064062,55281.15217391304,59281.2,Nearest: E2,Nearest: E2,2,2,0.0,-1.0,65590.875,52866.269230769234,12724.605769230766,10.4502072087771
VCP -> IZA,23,655,28.47826086956522,7.867763425729795,0.2762726088424203,2024-04-01,43,2025-11-01,10,33,4.3,0.21135081314304677,21472.3488372093,21625.8,ATR,ATR,0,0,0.0,0.0,22611.8125,21081.404761904763,1530.4077380952367,10.293960776844553
